Key,Source,Context,Changes,English,Koreana
modIrradiationResistUnique,item_modifiers,mod,,[FFB800]Unique[-] Deep Cleaning Kit 2.0 Mod,[FFB800]독특한[-] 딥 클리닝 키트 2.0 모드
modIrradiationResistUniqueDesc,item_modifiers,mod,,"The secret of why scientists can spend so long in the most dangerous zones has been revealed. They know how to properly recover from radiation. This kit contains everything necessary for cleansing and recovery. When carried, your radiation recovery speed increases by [DECEA3]200%[-] if you have received less than [DECEA3]25%[-] radiation, by [DECEA3]300%[-] if you've received less than [DECEA3]50%[-], by [DECEA3]400%[-] if you've received less than [DECEA3]75%[-], and by [DECEA3]500%[-] at critical radiation levels. Recovery only works if you are not under active radiation.\n\nInstalled in body armor.","과학자들이 가장 위험한 지역에서 그토록 오랜 시간을 보낼 수 있는 이유의 비밀이 밝혀졌습니다. 그들은 방사선으로부터 적절하게 회복하는 방법을 알고 있습니다. 이 키트에는 클렌징과 회복에 필요한 모든 것이 포함되어 있습니다. 소지하면 방사선 회복 속도가 [DECEA3]25%[-] 미만의 방사선을 받은 경우 [DECEA3]200%[-], [DECEA3]50%[-] 미만의 방사선을 받은 경우 [DECEA3]300%[-], [DECEA3]75%[-] 미만의 방사선을 받은 경우 [DECEA3]400%[-], [DECEA3]위험한 방사선 수준에서는 500%[-]. 회복은 활성 방사선을 받지 않는 경우에만 작동합니다.\n\n방탄복에 설치됩니다."
modRadar,item_modifiers,mod,,[FFB800]Unique[-] Radar Mod,[FFB800]고유[-] 레이더 모드
modRadarDesc,item_modifiers,mod,,"This headgear modifier identifies and marks targets within a radius of [DECEA3]80[-] meters. At a distance of [DECEA3]40[-] meters, you will be able to recognize the type of target. If the target is identified, it receives [DECEA3]5%[-] more damage.\n\nAn extremely rare modification that can be found in the open world or created from legendary parts.",이 헤드기어 수정자는 반경 [DECEA3]80[-]미터 내의 목표를 식별하고 표시합니다. [DECEA3]40[-]미터 거리에서는 타겟의 종류를 인식할 수 있습니다. 대상이 식별되면 [DECEA3]5%[-] 더 많은 피해를 입습니다.\n\n오픈 월드에서 발견되거나 전설적인 부품에서 생성될 수 있는 극히 희귀한 수정입니다.
modStabilityBooster,item_modifiers,mod,,[FFB800]Unique[-] Stability Stabilizer Mod,[FFB800]고유[-] 안정성 안정 장치 모드
modStabilityBoosterDesc,item_modifiers,mod,,This modifier grants immunity to knockdown.\n\n[DECEA3]Installed into leg armor.,이 수정자는 넉다운에 면역을 부여합니다. 마치 발이 땅에 뿌리를 박고 있는 것과 같습니다.
modFireproofProtection,item_modifiers,mod,,[FFB800]Unique[-] Fireproof Protection Mod,[FFB800]Unique[-] Fireproof Protection Mod
modFireproofProtectionDesc,item_modifiers,mod,,This modifier grants immunity to any burning or heat effects from bosses.\n\n[DECEA3]Installed into chest armor.,This modifier grants immunity to any burning or heat effects from bosses.\n\n[DECEA3]Installed into chest armor.
modTerrainResist,item_modifiers,mod,,Universal Shoes Mod,유니버설 신발 모드
modTerrainResistDesc,item_modifiers,mod,,Increases protection when moving on any type of difficult soil.\n\n[DECEA3]Installed into leg armor.,모든 유형의 어려운 토양에서 이동할 때 보호 기능이 향상됩니다.
modTerrainResistUnique,item_modifiers,mod,,[FFB800]Unique[-] Best Shoes Mod,[FFB800]유니크[-]베스트 슈즈 모드
modTerrainResistUniqueDesc,item_modifiers,mod,,Grants immunity to any slowing effects when moving on difficult terrain.\n\n[DECEA3]Installed into leg armor.,어려운 지형에서 이동할 때 둔화 효과에 면역이 됩니다.
modReliableWinding,item_modifiers,mod,,[FFB800]Unique[-] Reliable Winding Mod,[FFB800]고유한[-] 안정적인 와인딩 모드
modReliableWindingDesc,item_modifiers,mod,,This modifier grants immunity to weapon disarm effects.\n\n[DECEA3]Installed into hand armor.,이 수정자는 무기 해제 효과에 면역을 부여합니다. 이제 죽음 그 자체만이 무기를 놓게 만들 수 있습니다.
modLightningRod,item_modifiers,mod,,[FFB800]Unique[-] Lightning Rod Mod,[FFB800]고유[-] 피뢰침 모드
modLightningRodDesc,item_modifiers,mod,,This modifier grants immunity to the electroshock effect.\n\n[DECEA3]Installed into head armor.\nCannot be installed into the Maus armor helmet[-],이 수정자는 감전 효과에 대한 면역을 부여합니다. 이제 모든 전기 충격을 무시합니다.\n\n[DECEA3]머리 갑옷에 설치됩니다.\n마우스 갑옷 헬멧에는 설치할 수 없습니다.[-]
modMotorBooster,item_modifiers,mod,,[DECEA3]Improved[-] Motor Tool Booster Mod,[DECEA3]개선됨[-] 모터 도구 부스터 모드
modMotorBoosterDesc,item_modifiers,mod,,"When installed in a power tool, lets you activate boost mode with [DECEA3][ F ][-].\nActive mode [DECEA3]doubles work speed[-].\nAt the same time, the tool's breakage rate is increased by [DECEA3]100%[-].",전동 공구에 설치하면 [DECEA3][ F ][-]를 사용하여 부스트 모드를 활성화할 수 있습니다.\n활성 모드 [DECEA3]는 작업 속도를 두 배로 늘립니다[-].\n동시에 공구 파손율은 [DECEA3]100%[-]만큼 증가합니다.
modLuckyMining,item_modifiers,mod,,[DECEA3]Improved[-] Lucky Mining Mod,[DECEA3]개선됨[-] 행운의 채굴 모드
modLuckyMiningDesc,item_modifiers,mod,,"When installed in a motor tool, increases the amount of precious resources mined by [DECEA3]2 times[-]",모터 공구에 장착 시 [DECEA3]로 채굴되는 귀중한 자원의 양이 2배[-] 증가합니다.
modLuckyMiningUnique,item_modifiers,mod,,[FFB800]Unique[-] Lucky Mining Mod,[FFB800]독특한[-] 럭키 마이닝 모드
modLuckyMiningUniqueDesc,item_modifiers,mod,,"When installed in a motor tool, increases the amount of precious resources mined by [DECEA3]3 times[-]",모터 공구에 장착 시 [DECEA3]3배[-]로 채굴되는 귀중한 자원의 양이 증가합니다.
modReactorBooster,item_modifiers,mod,,[FF6666]Experimental[-] Reactor Tool Booster Mod,[FF6666]실험적[-] 리액터 툴 부스터 모드
modReactorBoosterDesc,item_modifiers,mod,,"When installed in a reactor tool, lets you activate boost mode with [DECEA3][ F ][-].\nActive mode [DECEA3]doubles work speed[-].\nAt the same time, the tool's breakage rate is increased by [DECEA3]100%[-].",원자로 도구에 설치하면 [DECEA3][ F ][-]로 부스트 모드를 활성화할 수 있습니다.\n활성 모드 [DECEA3]는 작업 속도를 두 배로 늘립니다[-].\n동시에 도구의 파손률은 [DECEA3]100%[-]만큼 증가합니다.
modElongatedCore,item_modifiers,mod,,[DECEA3]Improved[-] Elongated Core Mod,[DECEA3]개선됨[-] 길쭉한 코어 모드
modElongatedCoreDesc,item_modifiers,mod,,Increases mining radius by [DECEA3]0.5[-] and resource yield.\n\nThe [DECEA3]Miner 69'er[-] skill develops the quality of modification.\n\n[DECEA3]Installed in an auger or chainsaw.[-],채굴 반경이 [DECEA3]0.5[-]만큼 증가하고 자원 생산량이 [DECEA3]25%[-]만큼 증가합니다.\n\n[DECEA3]오거 또는 전기톱에 설치됨[-]
modElongatedCoreUnique,item_modifiers,mod,,[FFB800]Unique[-] Elongated Core Mod,[FFB800]고유한[-] 길쭉한 코어 모드
modElongatedCoreUniqueDesc,item_modifiers,mod,,Increases mining radius by [DECEA3]1[-] and resource yield.\n\n[DECEA3]Installed in an auger or chainsaw.[-],채굴 반경이 [DECEA3]1[-]만큼 증가하고 자원 생산량이 [DECEA3]50%[-]만큼 증가합니다.\n\n[DECEA3]오거 또는 전기톱에 설치됨[-]
modReinforcedParts,item_modifiers,mod,,[DECEA3]Improved[-] Reinforced Parts Mod,[DECEA3]개선됨[-] 강화 부품 모드
modReinforcedPartsDesc,item_modifiers,mod,,Increases damage to all types of surfaces.\n\nThe [DECEA3]Miner 69'er[-] skill develops the quality of modification.\n\n[DECEA3]Installs in a drill or chainsaw.[-],모든 유형의 표면에 대한 피해를 [DECEA3]15%[-]만큼 증가시킵니다.\n\n[DECEA3]드릴이나 전기톱에 설치[-]
modReinforcedPartsUnique,item_modifiers,mod,,[FFB800]Unique[-] Reinforced Parts Mod,[FFB800]고유[-] 강화 부품 모드
modReinforcedPartsUniqueDesc,item_modifiers,mod,,Increases damage to all types of surfaces.\n\n[DECEA3]Installs in a drill or chainsaw.[-],모든 유형의 표면에 대한 손상을 [DECEA3]30%[-]만큼 증가시킵니다.\n\n[DECEA3]드릴이나 전기톱에 설치[-]
modIncreasedBattery,item_modifiers,mod,,[DECEA3]Improved[-] Increased Battery Mod,[DECEA3]개선됨[-] 배터리 증가 모드
modIncreasedBatteryDesc,item_modifiers,mod,,Increases reactor battery capacity.\n\nThe [DECEA3]Robotics Inventor[-] skill develops the quality of modification.\n\n[DECEA3]Installed in the reactor tool.[-],배터리 충전 크기가 [DECEA3]100%[-]만큼 증가했습니다.
modIncreasedBatteryUnique,item_modifiers,mod,,[FFB800]Unique[-] Increased Battery Mod,[FFB800]고유[-] 배터리 증가 모드
modIncreasedBatteryUniqueDesc,item_modifiers,mod,Increases reactor battery capacity.\n\n[DECEA3]Installed in the reactor tool.[-],Увеличивает ёмкость батареи реактора.\n\n[DECEA3]Устанавливается в реакторный инструмент.[-],배터리 충전 크기가 [DECEA3]200%[-] 증가했습니다.
modReactorElectric,item_modifiers,mod,,[DECEA3]Improved[-] Advanced Electronics Mod,[DECEA3]개선됨[-] 고급 전자 모듈
modReactorElectricDesc,item_modifiers,mod,,Reduces the rate at which the reactor's charge is consumed.\n\nThe [DECEA3]Robotics Inventor[-] skill develops the quality of modification.\n\n[DECEA3]Installed in the reactor tool.[-],충전 소모율이 [DECEA3]15%[-]만큼 감소했습니다.
modReactorElectricUnique,item_modifiers,mod,,[FFB800]Unique[-] Advanced Electronics Mod,[FFB800]독특한[-] 고급 전자 모드
modReactorElectricUniqueDesc,item_modifiers,mod,,Reduces the rate at which the reactor's charge is consumed.\n\n[DECEA3]Installed in the reactor tool.[-],충전 소모율이 [DECEA3]30%[-]만큼 감소했습니다.
modEnhancedMechanisms,item_modifiers,mod,,[DECEA3]Improved[-] Improved Mechanisms Mod,[DECEA3]개선됨[-] 향상된 메커니즘 모드
modEnhancedMechanismsDesc,item_modifiers,mod,,Increases block damage when disassembled.\n\nThe [DECEA3]Salvage Operations[-] skill develops the quality of modification.,분해 시 블록 데미지 [DECEA3]25%[-] 증가
modEnhancedMechanismsUnique,item_modifiers,mod,,[FFB800]Unique[-] Improved Mechanisms Mod,[FFB800]고유[-] 향상된 메커니즘 모드
modEnhancedMechanismsUniqueDesc,item_modifiers,mod,,Increases block damage when disassembled.,분해 시 블록 데미지 [DECEA3]50%[-] 증가
modFastMechanisms,item_modifiers,mod,,[DECEA3]Improved[-] Fast Mechanisms Mod,[DECEA3]개선됨[-] 빠른 메커니즘 모드
modFastMechanismsDesc,item_modifiers,mod,,Increases the speed of the Impact Driver.\n\nThe [DECEA3]Salvage Operations[-] skill develops the quality of modification.,임팩트 드라이버의 속도를 [DECEA3]25%[-]만큼 증가시킵니다.
modFastMechanismsUnique,item_modifiers,mod,,[FFB800]Unique[-] Fast Mechanisms Mod,[FFB800]독특한[-] 빠른 메커니즘 모드
modFastMechanismsUniqueDesc,item_modifiers,mod,,Increases the speed of the Impact Driver.,임팩트 드라이버의 속도를 [DECEA3]50%[-]만큼 증가시킵니다.
modSpareBox,item_modifiers,mod,,[DECEA3]Improved[-] Spare Bolt Box Mod,[DECEA3]개선됨[-] 예비 볼트 상자 모드
modSpareBoxDesc,item_modifiers,mod,,Increases the amount of resources when disassembled.\n\nThe [DECEA3]Salvage Operations[-] skill develops the quality of modification.,분해 시 자원의 양이 [DECEA3]25%[-] 증가합니다.
modSpareBoxUnique,item_modifiers,mod,,[FFB800]Unique[-] Spare Bolt Box Mod,[FFB800]고유[-] 예비 볼트 박스 모드
modSpareBoxUniqueDesc,item_modifiers,mod,,Increases the amount of resources when disassembled.,분해 시 자원의 양이 [DECEA3]50%[-] 증가합니다.
modJetPack,item_modifiers,mod,,[DECEA3]Improved[-] JetPack Mod,[DECEA3]개선됨[-] JetPack Mod
modJetPackDesc,item_modifiers,mod,,"Allows you to perform powerful jumps with a short cooldown.\nWhen turned off or recharging, it reduces stamina consumption when jumping by [DECEA3]30%[-] and grants the [DECEA3]Convenient Jump[-] ability\n\n[DECEA3]Installs in armor boots.\nActivated with [ F ][-]",짧은 재사용 대기시간으로 강력한 점프를 수행할 수 있습니다.\n끄거나 재충전하면 점프 시 체력 소모가 [DECEA3]30%[-] 감소하고 [DECEA3]편리한 점프[-] 능력이 부여됩니다.\n\n[DECEA3]방어구 부츠에 설치됩니다.\n[ F ][-]로 활성화됩니다.
modMeleeDimondPartsHeavy,item_modifiers,mod,,[DECEA3]Improved[-] Diamond reinforcement Mod Heavy,[DECEA3]개선됨[-] 다이아몬드 강화 모드 헤비
modMeleeDimondPartsHeavyDesc,item_modifiers,mod,,"Thanks to the diamond reinforcement of the main parts, the overall durability of the weapon is increased [DECEA3]75%[-]",주요 부품의 다이아몬드 강화로 인해 무기의 전체적인 내구도가 증가합니다. [DECEA3]75%[-]
modMeleeDimondPartsHeavyUnique,item_modifiers,mod,,[FFB800]Unique[-] Diamond reinforcement Mod Heavy,[FFB800]유니크[-] 다이아몬드 강화 모드 헤비
modMeleeDimondPartsHeavyUniqueDesc,item_modifiers,mod,,"Thanks to the diamond reinforcement of the main parts, the overall durability of the weapon is increased [DECEA3]150%[-]",주요 부품의 다이아몬드 강화로 인해 무기의 전체적인 내구도가 증가합니다. [DECEA3]150%[-]
modMeleeDimondPartsLight,item_modifiers,mod,,[DECEA3]Improved[-] Diamond reinforcement Mod Light,[DECEA3]개선됨[-] 다이아몬드 강화 Mod Light
modMeleeDimondPartsLightDesc,item_modifiers,mod,,"Thanks to the diamond reinforcement of the main parts, the overall durability of the weapon is increased [DECEA3]75%[-]",주요 부품의 다이아몬드 강화로 인해 무기의 전체적인 내구도가 증가합니다. [DECEA3]75%[-]
modMeleeDimondPartsLightUnique,item_modifiers,mod,,[FFB800]Unique[-] Diamond reinforcement Mod Light,[FFB800]유니크[-]다이아몬드 강화 모드라이트
modMeleeDimondPartsLightUniqueDesc,item_modifiers,mod,,"Thanks to the diamond reinforcement of the main parts, the overall durability of the weapon is increased [DECEA3]150%[-]",주요 부품의 다이아몬드 강화로 인해 무기의 전체적인 내구도가 증가합니다. [DECEA3]150%[-]
modMeleeErgonomicGripImp,item_modifiers,mod,,[DECEA3]Improved[-] Ergonomic handle Mod,[DECEA3]개선됨[-] 인체공학적 핸들 모드
modMeleeErgonomicGripImpDesc,item_modifiers,mod,,Reduces stamina consumption and increases melee attack speed. Also increases control and rate of fire for bows and crossbows.\n\nThe [DECEA3]Mother Lode[-] or [DECEA3]Archery[-] skill's develops the quality of modification.,향상된 손잡이는 체력 소모를 [DECEA3]15%[-]만큼 감소시킵니다.\n또한 공격 속도를 [DECEA3]30%[-]만큼 증가시킵니다.
modMeleeErgonomicGripUnique,item_modifiers,mod,,[FFB800]Unique[-] Ergonomic handle Mod,[FFB800]독특한[-]인체공학적 핸들 모드
modMeleeErgonomicGripUniqueDesc,item_modifiers,mod,,Reduces stamina consumption and increases melee attack speed. Also increases control and rate of fire for bows and crossbows.,독특한 손잡이는 체력 소모를 [DECEA3]25%[-]만큼 줄여줍니다.\n또한 공격 속도를 [DECEA3]50%[-]만큼 증가시킵니다.
modMeleeTheHunterImp,item_modifiers,mod,,[DECEA3]Improved[-] Hunter Mod,[DECEA3]개선됨[-] 헌터 모드
modMeleeTheHunterImpDesc,item_modifiers,mod,,"The gear is almost like fishing, except the fish bite and don't always go with the flow. Increases damage to enemies depending on their type.\n\nThe [DECEA3]Huntsman[-] skill improves the modification quality.",모든 좀비 유형의 재생 능력을 차단합니다.\n 입히는 피해가 증가합니다:\n동물에게 [DECEA3]50%[-]만큼.\n야생 및 방사성으로 [DECEA3]25%[-]만큼\n충전하려면 [DECEA3]20%[-]만큼\n지옥으로 [DECEA3]15%[-]\n정예에게는 [DECEA3]10%[-]만큼\n [DECEA3]5%[-]\n\n[DECEA3]근접 무기에만 설치할 수 있습니다.[-]
modMeleeTheHunterUnique,item_modifiers,mod,,[FFB800]Unique[-] Hunter Mod,[FFB800]고유[-]헌터 모드
modMeleeTheHunterUniqueDesc,item_modifiers,mod,,High-quality equipment for hunting any enemy. Increases damage to enemies depending on their type.,모든 좀비 유형의 재생 능력을 차단합니다.\n가해지는 피해가 증가합니다:\n동물에게 [DECEA3]100%[-]만큼.\n방사성 및 충전으로 [DECEA3]50%[-]만큼.\n지옥과 엘리트에게 [DECEA3]25%[-]만큼.\n미니보스와 보스에게 [DECEA3]10%[-]만큼\n\n[DECEA3]수 근접 무기에만 설치됩니다.[-]
modMeleeTerribleSpikesImp,item_modifiers,mod,,[DECEA3]Improved[-] Terrible Spikes Mod,[DECEA3]개선됨[-] 끔찍한 스파이크 모드
modMeleeTerribleSpikesImpDesc,item_modifiers,mod,,Has a [DECEA3]30%[-] chance to inflict a bleeding wound with a normal attack.\nHas a [DECEA3]15%[-] chance to inflict a terrible bleeding wound with a power attack.,일반 공격으로 [DECEA3]30%[-] 확률로 출혈 상처를 입힐 수 있습니다.\n강력 공격으로 [DECEA3]15%[-] 확률로 끔찍한 출혈 상처를 입힐 수 있습니다.
modMeleeTerribleSpikesUnique,item_modifiers,mod,,[FFB800]Unique[-] Terrible Spikes Mod,[FFB800]독특한[-] 끔찍한 스파이크 모드
modMeleeTerribleSpikesUniqueDesc,item_modifiers,mod,,Has a [DECEA3]60%[-] chance to inflict a bleeding wound with a normal attack.\nHas a [DECEA3]30%[-] chance to inflict a terrible bleeding wound with a power attack.,일반 공격으로 [DECEA3]60%[-] 확률로 출혈 상처를 입힐 수 있습니다.\n강력 공격으로 [DECEA3]30%[-] 확률로 끔찍한 출혈 상처를 입힐 수 있습니다.
modMeleeClubBurningUnique,item_modifiers,mod,,[FFB800]Unique[-] Burning Shaft Mod,[FFB800]고유[-] 버닝 샤프트 모드
modMeleeClubBurningUniqueDesc,item_modifiers,mod,,Has a [DECEA3]100%[-] chance of setting the enemy on fire upon impact.,[DECEA3]100%[-]의 확률로 적에게 충격이 가해지면 불이 붙습니다.
modMeleeElectroUnique,item_modifiers,mod,,[FFB800]Unique[-] Electro Mod,[FFB800]독특한[-] 일렉트로 모드
modMeleeElectroUniqueDesc,item_modifiers,mod,,"If an enemy survives a Power Attack, they are inflicted with an enhanced Electroshock effect for [DECEA3]8[-] seconds. All enemies within [DECEA3]5[-] meters of the target also receive a standard Electroshock effect. The ability has a [DECEA3]12[-] second cooldown and its automatic cast can be disabled.\n\nPress (hold) [DECEA3][ F ][-] to turn on or off.\n[DECEA3]The enhanced Electroshock effect does not work on the Shocker boss.[-]",적이 파워 어택에서 살아남으면 [DECEA3]8[-]초 동안 강화된 전기 충격 효과를 받습니다. 대상으로부터 [DECEA3]5[-]미터 내의 모든 적들도 표준 감전 효과를 받습니다. 이 능력은 [DECEA3]12[-]초의 재사용 대기시간을 가지며 자동 시전을 비활성화할 수 있습니다. 강화된 전기충격 효과는 쇼커 보스에게는 적용되지 않습니다.
modMeleeParalizeImp,item_modifiers,mod,,[DECEA3]Improved[-] Poisoned Blades Mod,[DECEA3]Improved[-] Poisoned Blades Mod
modMeleeParalizeImpDesc,item_modifiers,mod,,"The blades poison the victim upon impact and inflicts Paralysis, preventing movement for [DECEA3]5[-] seconds.\n[DECEA3]Paralysis does not affect bosses or minibosses.[-]\n\n[DECEA3]Can only be installed on weapons with a blade.[-]","The blades poison the victim upon impact and inflicts Paralysis, preventing movement for [DECEA3]5[-] seconds.\n[DECEA3]Paralysis does not affect bosses or minibosses.[-]\n\n[DECEA3]Can only be installed on weapons with a blade.[-]"
modMeleeParalizeUnique,item_modifiers,mod,,[FFB800]Unique[-] Poisoned Blades Mod,[FFB800]Unique[-] Poisoned Blades Mod
modMeleeParalizeUniqueDesc,item_modifiers,mod,,"Strong poison not only poisons the victim, but also applies the Strong Paralysis effect, preventing the ability to move or attack normally for [DECEA3]5[-] seconds.\nThe poison is so strong that it can paralyze absolutely any enemy.\n\n[DECEA3]Can only be installed on weapons with a blade.[-]","Strong poison not only poisons the victim, but also applies the Strong Paralysis effect, preventing the ability to move or attack normally for [DECEA3]5[-] seconds.\nThe poison is so strong that it can paralyze absolutely any enemy.\n\n[DECEA3]Can only be installed on weapons with a blade.[-]"
modGunDrumMagazineExtenderImp,item_modifiers,mod,,[DECEA3]Improved[-] Drum Magazine Mod,[DECEA3]개선됨[-] 드럼 매거진 모드
modGunDrumMagazineExtenderImpDesc,item_modifiers,mod,,"Thanks to the improvement, your weapon's magazine size and reload speed are increased.\n\nThe [DECEA3]Machine Gunner[-] skill improves the quality of the modification.",개선 덕분에 무기의 탄창 크기가 [DECEA3]150%[-] 증가하는 동시에 재장전 속도는 감소하지 않습니다.
modGunDrumMagazineExtenderUnique,item_modifiers,mod,,[FFB800]Unique[-] Drum Magazine Mod,[FFB800]독특한[-] 드럼 매거진 모드
modGunDrumMagazineExtenderUniqueDesc,item_modifiers,mod,,A unique modification. Significantly increases the magazine size of automatic weapons and improves reload speed.,독특한 수정으로 무기의 탄창 크기가 [DECEA3]200%[-] 증가하고 재장전 속도가 [DECEA3]25%[-] 증가합니다.
modGunMagazineExtenderImp,item_modifiers,mod,,[DECEA3]Improved[-] Magazine Extender Mod,[DECEA3]개선됨[-] 탄창 확장 모드
modGunMagazineExtenderImpDesc,item_modifiers,mod,,"Thanks to the improvement, your weapon's magazine size and reload speed are increased.\n\nThe [DECEA3]Gunslinger[-] skill improves the quality of the modification.",개선 덕분에 무기의 탄창 크기가 [DECEA3]100%[-] 증가하고 발사 속도가 [DECEA3]10%[-] 증가하며 재장전 속도가 [DECEA3]25%[-] 증가합니다.
modGunMagazineExtenderUnique,item_modifiers,mod,,[FFB800]Unique[-] Magazine Extender Mod,[FFB800]독특한[-] 탄창 확장 모드
modGunMagazineExtenderUniqueDesc,item_modifiers,mod,,"A unique modification. Significantly increases magazine size, increases reload speed, and slightly increases rate of fire.",독특한 수정으로 무기의 탄창 크기가 [DECEA3]150%[-] 증가하고 발사 속도가 [DECEA3]20%[-] 증가하며 재장전 속도가 [DECEA3]50%[-] 증가합니다.
modGunMeleeRadRemoverImp,item_modifiers,mod,,[DECEA3]Improved[-] Rad Remover Mod,[DECEA3]개선됨[-] Rad 제거 모드
modGunMeleeRadRemoverImpDesc,item_modifiers,mod,,"Thanks to the improvement, it temporarily blocks regeneration for all types of zombies, as well as active irradiation for elite zombies and the recovery ability of bosses.\n\nThe [DECEA3]Huntsman[-] skill develops the quality of the modification.",개선 덕분에 모든 종류의 좀비의 재생 능력을 차단합니다.\n또한 좀비에 대한 피해가 증가합니다: 방사선 조사된 좀비는 [DECEA3]25%[-]입니다.\n충전된 좀비는 [DECEA3]20%[-]입니다.\n지옥 좀비는 [DECEA3]15%[-]입니다.\n엘리트 좀비는 [DECEA3]10%[-]입니다.\n미니 보스 [DECEA3]5%[-]
modGunMeleeRadRemoverUnique,item_modifiers,mod,,[FFB800]Unique[-] Rad Remover Mod,[FFB800]독특한[-] Rad 제거 모드
modGunMeleeRadRemoverUniqueDesc,item_modifiers,mod,,"Unique modification. Temporarily disables regeneration and irradiation abilities for all enemy types, as well as the recovery ability for bosses.",고유한 수정으로 [DECEA3]90[-]초 동안 모든 유형의 좀비의 재생 능력을 차단합니다.\n또한 좀비에 대한 피해가 증가합니다. 방사능 좀비는 [DECEA3]50%[-]로 충전됩니다.\n충전된 좀비는 [DECEA3]25%[-]로 충전됩니다.\n좀비는 [DECEA3]20%[-]로 지옥입니다.\n엘리트 좀비는 [DECEA3]15%[-].\n[DECEA3]10%[-]의 미니 보스.\n[DECEA3]5%[-]의 보스
modGunCrippleEmImp,item_modifiers,mod,,[DECEA3]Improved[-] Cripple 'Em Mod,[DECEA3]개선됨[-] Cripple 'Em Mod
modGunCrippleEmImpDesc,item_modifiers,mod,,"Thanks to the improvement, hitting a target has an increased chance of crippling or severing a limb. It also guarantees a reduction in the target's defense and damage output.","개선 덕분에 [DECEA3]40%[-] 확률로 이족보행 대상의 다리를 불구로 만들 수 있으며, [DECEA3]5[-]초 동안 피해 저항을 [DECEA3]5%[-] 감소시키고 대상이 주는 피해를 [DECEA3]10%[-]만큼 감소시킵니다."
modGunCrippleEmUnique,item_modifiers,mod,,[FFB800]Unique[-] Cripple 'Em Mod,[FFB800]고유[-] Cripple 'Em Mod
modGunCrippleEmUniqueDesc,item_modifiers,mod,,"Unique modification, hitting a target has an increased chance of crippling or severing a limb. It also guarantees a reduction in the target's defense and damage output.","독특한 수정 사항으로, [DECEA3]60%[-] 확률로 두 발로 걷는 대상의 다리를 불구로 만들 수 있으며, [DECEA3]7[-]초 동안 피해 저항을 [DECEA3]15%[-]만큼 감소시키고 대상의 피해를 [DECEA3]30%[-]만큼 감소시킵니다."
modGunRiflePartsImp,item_modifiers,mod,,[DECEA3]Improved[-] Rifle Parts Mod,[DECEA3]개선된[-] 소총 부품 모드
modGunRiflePartsImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the durability of sniper rifles by [DECEA3]120%[-]",개선으로 인해 저격총의 내구도가 [DECEA3]120%[-] 증가합니다.
modGunRiflePartsUnique,item_modifiers,mod,,[FFB800]Unique[-] Rifle Parts Mod,[FFB800]독특한[-] 소총 부품 모드
modGunRiflePartsUniqueDesc,item_modifiers,mod,,"Unique modification, increases the durability of sniper rifles by [DECEA3]240%[-], also by [DECEA3]30%[-] increases weapon handling skill",독특한 수정으로 저격총의 내구성이 [DECEA3]240%[-] 증가하고 무기 취급 기술이 [DECEA3]30%[-] 증가합니다.
modGunPistolPartsImp,item_modifiers,mod,,[DECEA3]Improved[-] Pistols Parts Mod,[DECEA3]개선됨[-] 권총 부품 모드
modGunPistolPartsImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the durability of pistols by [DECEA3]120%[-]",개선으로 인해 권총의 내구도가 [DECEA3]120%[-] 증가합니다.
modGunPistolPartsUnique,item_modifiers,mod,,[FFB800]Unique[-] Pistols Parts Mod,[FFB800]독특한[-] 권총 부품 모드
modGunPistolPartsUniqueDesc,item_modifiers,mod,,"Unique modification, increases the durability of pistols by [DECEA3]240%[-], also by [DECEA3]30%[-] increases weapon handling skill",독특한 수정으로 권총의 내구성이 [DECEA3]240%[-] 증가하고 무기 취급 기술이 [DECEA3]30%[-] 증가합니다.
modGunM60PartsImp,item_modifiers,mod,,[DECEA3]Improved[-] Machine Gun Parts Mod,[DECEA3]개선됨[-] 기관총 부품 모드
modGunM60PartsImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the durability of machine guns by [DECEA3]120%[-]",개선으로 인해 기관총의 내구도가 [DECEA3]120%[-] 증가합니다.
modGunM60PartsUnique,item_modifiers,mod,,[FFB800]Unique[-] Machine Gun Parts Mod,[FFB800]고유[-] 기관총 부품 모드
modGunM60PartsUniqueDesc,item_modifiers,mod,,"Unique modification, increases the durability of machine guns by [DECEA3]240%[-], also by [DECEA3]30%[-] increases weapon handling skill",독특한 수정으로 기관총의 내구성이 [DECEA3]240%[-] 증가하고 무기 취급 기술이 [DECEA3]30%[-] 증가합니다.
modGunShotgunPartsImp,item_modifiers,mod,,[DECEA3]Improved[-] Shotgun Parts Mod,[DECEA3]개선됨[-] 산탄총 부품 모드
modGunShotgunPartsImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the durability of shotgun by [DECEA3]120%[-]",개선으로 인해 산탄총의 내구도가 [DECEA3]120%[-] 증가합니다.
modGunShotgunPartsUnique,item_modifiers,mod,,[FFB800]Unique[-] Shotgun Parts Mod,[FFB800]독특한[-] 산탄총 부품 모드
