Key,Source,Context,Changes,English,French
quest_survival,Quest,Quest Info,,Survive in the wild world,Survivre dans le monde sauvage
quest_conditions,Quest,Quest Info,,Fulfil the conditions of the quest,Remplir les conditions de la quête
quest_radio,Quest,Quest Info,,Set up communication with the outside world,Établir la communication avec le monde extérieur
quest_suprequest,Quest,Quest Info,,Get support resources,Obtenir des ressources d'assistance
quest_craftmod,Quest,Quest Info,,Create a modification,Créer une modification
quest_killradzombie,Quest,Quest Info,,Kill the infected zombies,Tuez les zombies infectés
quest_rareammo,Quest,Quest Info,,Get experimental ammo,Obtenez des munitions expérimentales
quest_zombie_minibosses,Quest,Quest Info,,Kill the minibosses,Tuez les miniboss
quest_RadResist,Quest,Quest Info,,Protect yourself from radiation,Protégez-vous des radiations
quest_zombie_bosses,Quest,Quest Info,,Kill Bosses,Tuer des boss
quest_wasteland,Quest,Quest Info,,Continue exploring the wasteland,Continuez à explorer le désert
quest_StartSupplyCache_statement,Quest,Quest Info,,Find a supply cache,Trouver une cache de ravitaillement
quest_StartSupplyCache_subtitle,Quest,Quest Info,,Find a supply cache,Trouver une cache de ravitaillement
quest_StartSupplyCache_response,Quest,Quest Info,,Find a supply cache([DECEA3]{poi.distance} {poi.direction}[-]),Trouver une cache de ravitaillement([DECEA3]{poi.distance} {poi.direction}[-])
StartSupplyCacheName,Quest,Quest Info,,[DECEA3]Quest[-] Supply cache,[DECEA3]Quête[-] Cache de ravitaillement
StartSupplyCacheOffer,Quest,Quest Info,,"By the way, while you were gone I remembered something...\nRecently, one of our scouts went to check a supply cache nearby and never came back. They say there was an infected beast running around nearby, or a dog, or a wolf, who knows. But we didn't check ourselves, as you can see there weren't many people anyway. In any case, if you're going that way, check it out, you might need the supplies yourself, but we don't need these creatures so close.\nBut I'll tell you right away that it's better to stock up on weapons and stakes - the more the better! These creatures have either eaten or maimed a lot of good guys. But the risk is worth it.\n\n[DECEA3]Attention, a difficult task for the initial stage of the game. Be careful![-]","Au fait, pendant votre absence, je me suis souvenu de quelque chose...\nRécemment, un de nos éclaireurs est allé vérifier une cache de ravitaillement à proximité et n'est jamais revenu. On dit qu'il y avait une bête infectée qui courait à proximité, ou un chien, ou un loup, qui sait. Mais nous n'avons pas vérifié nous-mêmes, comme vous pouvez le constater, de toute façon, il n'y avait pas beaucoup de monde. Quoi qu'il en soit, si vous passez par là, vérifiez-le, vous aurez peut-être besoin des fournitures vous-même, mais nous n'avons pas besoin de ces créatures si proches.\nMais je vous le dis tout de suite, il vaut mieux s'approvisionner en armes et en pieux - plus il y en a, mieux c'est ! Ces créatures ont mangé ou mutilé beaucoup de gentils. Mais le risque en vaut la peine.\n\n[DECEA3]Attention, une tâche difficile pour la phase initiale du jeu. Sois prudent![-]"
bookRareSamples1,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 1[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 1[-]
bookRareSamples1Desc,items,Request,,Starts [FFB800]Chapter 1[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Démarre le [FFB800]Chapitre 1[-] de la quête [FFB800]Échantillons rares[-]\n\n[DECEA3]Attention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]
bookRareSamples2,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 2[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 2[-]
bookRareSamples2Desc,items,Request,,Starts [FFB800]Chapter 2[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Démarre le [FFB800]Chapitre 2[-] de la quête [FFB800]Échantillons rares[-]\n\n[DECEA3]Attention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]
bookRareSamples3,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 3[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 3[-]
bookRareSamples3Desc,items,Request,,Starts [FFB800]Chapter 3[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Démarre le [FFB800]Chapitre 3[-] de la quête [FFB800]Échantillons rares[-]\n\n[DECEA3]Attention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]
bookRareSamples4,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 4[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 4[-]
bookRareSamples4Desc,items,Request,,Starts [FFB800]Chapter 4[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Démarre le [FFB800]Chapitre 4[-] de la quête [FFB800]Échantillons rares[-]\n\n[DECEA3]Attention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]
bookRareSamples5,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 5[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 5[-]
bookRareSamples5Desc,items,Request,,Starts [FFB800]Chapter 5[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Démarre le [FFB800]Chapitre 5[-] de la quête [FFB800]Échantillons rares[-]\n\n[DECEA3]Attention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]
bookRareSamples6,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 6[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 6[-]
bookRareSamples6Desc,items,Request,,Starts [FFB800]Chapter 6[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Démarre le [FFB800]Chapitre 6[-] de la quête [FFB800]Échantillons rares[-]\n\n[DECEA3]Attention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]
bookRareSamples7,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 7[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 7[-]
bookRareSamples7Desc,items,Request,,Starts [FFB800]Chapter 7[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Démarre le [FFB800]Chapitre 7[-] de la quête [FFB800]Échantillons rares[-]\n\n[DECEA3]Attention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]
bookRareSamples8,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 8[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 8[-]
bookRareSamples8Desc,items,Request,,Starts [FFB800]Chapter 8[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Démarre le [FFB800]Chapitre 8[-] de la quête [FFB800]Échantillons rares[-]\n\n[DECEA3]Attention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]
bookRareSamples9,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 9[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 9[-]
bookRareSamples9Desc,items,Request,,Starts [FFB800]Chapter 9[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Démarre le [FFB800]Chapitre 9[-] de la quête [FFB800]Échantillons rares[-]\n\n[DECEA3]Attention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]
bookRareSamples10,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 10[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 10[-]
bookRareSamples10Desc,items,Request,,Starts [FFB800]Chapter 10[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Démarre le [FFB800]Chapitre 10[-] de la quête [FFB800]Échantillons rares[-]\n\n[DECEA3]Attention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]
RareSamples1Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 1[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 1[-]
RareSamples1Offer,Quest,Quest Info,,"[FFB800]Chapter 1. Communication with the Outside World[-]\n\n«Greetings, survivor. The settlers reported that you somehow managed to survive. That's great, extra hands wouldn't hurt, and even more so, extra heads. For now, settle in here and try to survive. Once you figure out what's what, it would be nice to establish communication.\nI don't like playing with a broken phone, and it's much easier to communicate with a smart stalker directly. In general, figure out how to create a Radio Station and install it. When everything is ready, you can find out my frequency from any merchant. Contact me and I'll tell you how we can help each other.\nAnd yes... nice to meet you» [DECEA3]- Adel[-]","[FFB800]Chapitre 1. Communication avec le monde extérieur[-]\n\n« Salutations, survivant. Les colons ont rapporté que vous aviez réussi à survivre. C'est super, des mains supplémentaires ne feraient pas de mal, et encore plus des têtes supplémentaires. Pour l'instant, installez-vous ici et essayez de survivre. Une fois que vous aurez compris de quoi il s'agit, ce serait bien d'établir une communication.\nJe n'aime pas jouer avec un téléphone cassé, et il est beaucoup plus facile de communiquer directement avec un harceleur intelligent. En général, découvrez comment créer une station de radio et l'installer. Lorsque tout est prêt, vous pourrez connaître ma fréquence auprès de n'importe quel commerçant. Contactez-moi et je vous dirai comment nous pouvons nous entraider.\nEt oui... ravi de vous rencontrer» [DECEA3]- Adel[-]"
RareSamples1Desc,Quest,Quest Info,,"[FFB800]Chapter 1. Communication with the Outside World[-]\n\n«Greetings, survivor. The settlers reported that you somehow managed to survive. That's great, extra hands wouldn't hurt, and even more so, extra heads. For now, settle in here and try to survive. Once you figure out what's what, it would be nice to establish communication.\nI don't like playing with a broken phone, and it's much easier to communicate with a smart stalker directly. In general, figure out how to create a Radio Station and install it. When everything is ready, you can find out my frequency from any merchant. Contact me and I'll tell you how we can help each other.\nAnd yes... nice to meet you» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Chapitre 1. Communication avec le monde extérieur[-]\n\n« Salutations, survivant. Les colons ont rapporté que vous aviez réussi à survivre. C'est super, des mains supplémentaires ne feraient pas de mal, et encore plus des têtes supplémentaires. Pour l'instant, installez-vous ici et essayez de survivre. Une fois que vous aurez compris de quoi il s'agit, ce serait bien d'établir une communication.\nJe n'aime pas jouer avec un téléphone cassé, et il est beaucoup plus facile de communiquer directement avec un harceleur intelligent. En général, découvrez comment créer une station de radio et l'installer. Lorsque tout est prêt, vous pourrez connaître ma fréquence auprès de n'importe quel commerçant. Contactez-moi et je vous dirai comment nous pouvons nous entraider.\nEt oui... ravi de vous rencontrer» [DECEA3]- Adel\n\nAttention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]"
RareSamples2Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 2[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 2[-]
RareSamples2Offer,Quest,Quest Info,,"[FFB800]Chapter 2. Communication with the Outside World[-]\n\n«I'm glad you've managed to get used to it and not 'lose' your head, not everyone can do that. We'll organize support for those who still remain in the Quarantine Zone. Not as often as we'd like, but still. If you help us, we'll help you. Collect 10 boxes of resources to support other settlements, and we'll send you valuable alloys. I'm sure you won't be able to create such materials on your own. But they may be useful to you for upgrades or creating something worthwhile.\nWhen you're ready, use the Radio Station to send the support package and receive a small case of experimental alloys.» [DECEA3]- Adel[-]","[FFB800]Chapitre 2. Communication avec le monde extérieur[-]\n\n« Je suis content que tu aies réussi à t'habituer et à ne pas 'perdre' la tête, tout le monde ne peut pas faire ça. Nous organiserons un soutien pour ceux qui restent encore dans la zone de quarantaine. Pas aussi souvent que nous le souhaiterions, mais quand même. Si vous nous aidez, nous vous aiderons. Récupérez 10 boîtes de ressources pour soutenir d’autres colonies et nous vous enverrons de précieux alliages. Je suis sûr que vous ne pourrez pas créer vous-même de tels matériaux. Mais ils peuvent vous être utiles pour des mises à niveau ou pour créer quelque chose d'intéressant.\nLorsque vous êtes prêt, utilisez la station radio pour envoyer le package d'assistance et recevoir une petite caisse d'alliages expérimentaux.» [DECEA3]- Adel[-]"
RareSamples2Desc,Quest,Quest Info,,"[FFB800]Chapter 2. Communication with the Outside World[-]\n\n«I'm glad you've managed to get used to it and not 'lose' your head, not everyone can do that. We'll organize support for those who still remain in the Quarantine Zone. Not as often as we'd like, but still. If you help us, we'll help you. Collect 10 boxes of resources to support other settlements, and we'll send you valuable alloys. I'm sure you won't be able to create such materials on your own. But they may be useful to you for upgrades or creating something worthwhile.\nWhen you're ready, use the Radio Station to send the support package and receive a small case of experimental alloys.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Chapitre 2. Communication avec le monde extérieur[-]\n\n« Je suis content que tu aies réussi à t'habituer et à ne pas 'perdre' la tête, tout le monde ne peut pas faire ça. Nous organiserons un soutien pour ceux qui restent encore dans la zone de quarantaine. Pas aussi souvent que nous le souhaiterions, mais quand même. Si vous nous aidez, nous vous aiderons. Récupérez 10 boîtes de ressources pour soutenir d’autres colonies et nous vous enverrons de précieux alliages. Je suis sûr que vous ne pourrez pas créer vous-même de tels matériaux. Mais ils peuvent vous être utiles pour des mises à niveau ou pour créer quelque chose d'intéressant.\nLorsque vous êtes prêt, utilisez la station radio pour envoyer le package d'assistance et recevoir une petite caisse d'alliages expérimentaux.» [DECEA3]- Adel\n\nAttention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]"
RareSamples3Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 3: Research Refining[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 3 : Raffinage de recherche[-]
RareSamples3Offer,Quest,Quest Info,,"[FFB800]Chapter 3. Research refining[-]\n\nCraft two Tier I Research Material bundles in the Mutation Incubator, open them and keep 2 Research Material units in your inventory.","[FFB800]Chapitre 3. Raffinage de recherche[-]\n\nFabriquez deux lots de Matériau de recherche de palier I dans l’Incubateur de mutations, ouvrez-les et conservez 2 unités de Matériau de recherche dans l’inventaire."
RareSamples3Desc,Quest,Quest Info,,"[FFB800]Chapter 3. Research refining[-]\n\nCraft two Tier I Research Material bundles in the Mutation Incubator, open them and keep 2 Research Material units in your inventory.","[FFB800]Chapitre 3. Raffinage de recherche[-]\n\nFabriquez deux lots de Matériau de recherche de palier I dans l’Incubateur de mutations, ouvrez-les et conservez 2 unités de Matériau de recherche dans l’inventaire."
RareSamples4Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 4[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 4[-]
RareSamples5Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 5[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 5[-]
RareSamples5Offer,Quest,Quest Info,,[FFB800]Chapter 5. Best Ammo[-]\n\n«We managed to collect the initial samples. The guys from the lab are ready to exchange them for experimental ammunition. Contact them by radio to request an exchange. You can exchange the found samples for any caliber you are interested in.\nMake a request and get a small case of 7.62 mm experimental ammunition.» [DECEA3]- Adel[-],"[FFB800]Chapitre 5. Meilleures munitions[-]\n\n«Nous avons réussi à collecter les premiers échantillons. Les gars du laboratoire sont prêts à les échanger contre des munitions expérimentales. Contactez-les par radio pour demander un échange. Vous pouvez échanger les échantillons trouvés contre n'importe quel calibre qui vous intéresse.\nFaites une demande et obtenez une petite caisse de munitions expérimentales de 7,62 mm.» [DECEA3]- Adel[-]"
RareSamples5Desc,Quest,Quest Info,,[FFB800]Chapter 5. Best Ammo[-]\n\n«We managed to collect the initial samples. The guys from the lab are ready to exchange them for experimental ammunition. Contact them by radio to request an exchange. You can exchange the found samples for any caliber you are interested in.\nMake a request and get a small case of 7.62 mm experimental ammunition.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],"[FFB800]Chapitre 5. Meilleures munitions[-]\n\n«Nous avons réussi à collecter les premiers échantillons. Les gars du laboratoire sont prêts à les échanger contre des munitions expérimentales. Contactez-les par radio pour demander un échange. Vous pouvez échanger les échantillons trouvés contre n'importe quel calibre qui vous intéresse.\nFaites une demande et obtenez une petite caisse de munitions expérimentales de 7,62 mm.» [DECEA3]- Adel\n\nAttention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]"
RareSamples6Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 6[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 6[-]
RareSamples6Offer,Quest,Quest Info,,"[FFB800]Chapter 6. A wasteland is a wasteland[-]\n\n«You turned out to be a really tough nut to crack. The headquarters even thinks you're immortal. In any case, no one has ever managed to reduce the population of these creatures to such an extent.\nI suggest you go into the wasteland and see what's going on there. I'll warn you right away, it's not an easy walk. The average level of radiation exposure is recorded there, and at night or during rain it rises even higher.\nYou can't do without good protection there. Try to find Nomad equipment, it will increase your chances of survival.» [DECEA3]- Adel[-]","[FFB800]Chapitre 6. Une terre en friche est une terre en friche[-]\n\n« Vous vous êtes révélé être un vrai dur à cuire. Le quartier général pense même que tu es immortel. De toute façon, personne n'a jamais réussi à réduire la population de ces créatures à un tel point.\nJe vous suggère d'aller dans le désert et de voir ce qui s'y passe. Je vous préviens tout de suite, ce n'est pas une promenade facile. Le niveau moyen d'exposition aux radiations y est enregistré, et la nuit ou pendant la pluie, il augmente encore plus.\nVous ne pouvez pas vous passer d'une bonne protection là-bas. Essayez de trouver du matériel Nomad, cela augmentera vos chances de survie.» [DECEA3]- Adel[-]"
RareSamples6Desc,Quest,Quest Info,,"[FFB800]Chapter 6. A wasteland is a wasteland[-]\n\n«You turned out to be a really tough nut to crack. The headquarters even thinks you're immortal. In any case, no one has ever managed to reduce the population of these creatures to such an extent.\nI suggest you go into the wasteland and see what's going on there. I'll warn you right away, it's not an easy walk. The average level of radiation exposure is recorded there, and at night or during rain it rises even higher.\nYou can't do without good protection there. Try to find Nomad equipment, it will increase your chances of survival.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Chapitre 6. Une terre en friche est une terre en friche[-]\n\n« Vous vous êtes révélé être un vrai dur à cuire. Le quartier général pense même que tu es immortel. De toute façon, personne n'a jamais réussi à réduire la population de ces créatures à un tel point.\nJe vous suggère d'aller dans le désert et de voir ce qui s'y passe. Je vous préviens tout de suite, ce n'est pas une promenade facile. Le niveau moyen d'exposition aux radiations y est enregistré, et la nuit ou pendant la pluie, il augmente encore plus.\nVous ne pouvez pas vous passer d'une bonne protection là-bas. Essayez de trouver du matériel Nomad, cela augmentera vos chances de survie.» [DECEA3]- Adel\n\nAttention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]"
RareSamples7Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 7[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 7[-]
RareSamples7Offer,Quest,Quest Info,,"[FFB800]Chapter 7. There's No Such Thing as Too Much Protection[-]\n\n«Great, now you have good equipment. But the radiation in those parts is really deadly.\nYou need to find or create radiation shields. They provide much stronger protection. In addition, I heard that the Zone has learned to create the medication Anti-Rad, which is also an indispensable thing if you want to survive. Anyway, when you get all this, contact me, I'll tell you what to do next.» [DECEA3]- Adel[-]","[FFB800]Chapitre 7. Il n'y a pas trop de protection[-]\n\n« Super, maintenant vous avez un bon équipement. Mais les radiations dans ces régions sont vraiment mortelles.\nVous devez trouver ou créer des boucliers anti-radiations. Ils offrent une protection beaucoup plus forte. De plus, j'ai entendu dire que la Zone avait appris à créer le médicament Anti-Rad, qui est également indispensable si l'on veut survivre. Quoi qu'il en soit, quand vous aurez tout cela, contactez-moi, je vous dirai quoi faire ensuite.» [DECEA3]- Adel[-]"
RareSamples7Desc,Quest,Quest Info,,"[FFB800]Chapter 7. There's No Such Thing as Too Much Protection[-]\n\n«Great, now you have good equipment. But the radiation in those parts is really deadly.\nYou need to find or create radiation shields. They provide much stronger protection. In addition, I heard that the Zone has learned to create the medication Anti-Rad, which is also an indispensable thing if you want to survive. Anyway, when you get all this, contact me, I'll tell you what to do next.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Chapitre 7. Il n'y a pas trop de protection[-]\n\n« Super, maintenant vous avez un bon équipement. Mais les radiations dans ces régions sont vraiment mortelles.\nVous devez trouver ou créer des boucliers anti-radiations. Ils offrent une protection beaucoup plus forte. De plus, j'ai entendu dire que la Zone avait appris à créer le médicament Anti-Rad, qui est également indispensable si l'on veut survivre. Quoi qu'il en soit, quand vous aurez tout cela, contactez-moi, je vous dirai quoi faire ensuite.» [DECEA3]- Adel\n\nAttention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]"
RareSamples8Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 8[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 8[-]
RareSamples8Offer,Quest,Quest Info,,"[FFB800]Chapter 8. Bad Pets[-]\n\n«I'll get straight to the point. We've been receiving reports from various parts of the Zone that huge mutated animals have started appearing at night. I think it's time for you to start hunting them. I'm sure you'll be able to collect many more samples from these creatures. From reports of encounters with such pets, we know that they don't travel alone. Prepare well before you go looking for them.» [DECEA3]- Adel[-]","[FFB800]Chapitre 8. Mauvais animaux[-]\n\n« J'irai droit au but. Nous avons reçu des rapports de diverses parties de la Zone selon lesquels d'énormes animaux mutés ont commencé à apparaître la nuit. Je pense qu'il est temps pour vous de commencer à les chasser. Je suis sûr que vous pourrez collecter beaucoup plus d'échantillons de ces créatures. D’après les rapports de rencontres avec de tels animaux, nous savons qu’ils ne voyagent pas seuls. Préparez-vous bien avant de partir à leur recherche.» [DECEA3]- Adel[-]"
RareSamples8Desc,Quest,Quest Info,,[FFB800]Chapter 8. Bad Pets[-]\n\n«I'll get straight to the point. We've been receiving reports from various parts of the Zone that huge mutated animals have started appearing at night. I think it's time for you to start hunting them. I'm sure you'll be able to collect many more samples from these creatures. Reports of encounters with such pets indicate that they don't travel alone. Prepare well before you set out to look for them.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. It can only be restarted with the help of an administrator.[-],[FFB800]Chapitre 8. Mauvais animaux[-]\n\n« J'irai droit au but. Nous avons reçu des rapports de diverses parties de la Zone selon lesquels d'énormes animaux mutés ont commencé à apparaître la nuit. Je pense qu'il est temps pour vous de commencer à les chasser. Je suis sûr que vous pourrez collecter beaucoup plus d'échantillons de ces créatures. Les rapports de rencontres avec de tels animaux indiquent qu'ils ne voyagent pas seuls. Préparez-vous bien avant de partir à leur recherche.» [DECEA3]- Adel\n\nAttention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Il ne peut être redémarré qu'avec l'aide d'un administrateur.[-]
RareSamples9Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 9[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 9[-]
RareSamples9Offer,Quest,Quest Info,,"[FFB800]Chapter 9. Big Ones[-]\n\n«I think you're ready to go now. ...Take some matches, a mug and a flashlight (Joke)\nSo, as we know, the increased radiation level caused an abnormal mutation of everyone who lives there. It's an extremely dangerous idea to climb there at night, but most of the unexplored anomalies appear there at night.\nYou need to kill and collect samples from three anomalies known to us. Everything you find there is yours. I'm sure there is something to profit from, considering that most of the survivors in the zone avoid this territory.\nI really hope for your abilities.» [DECEA3]- Adel[-]","[FFB800]Chapitre 9. Les grands[-]\n\n« Je pense que tu es prêt à partir maintenant. ...Prenez des allumettes, une tasse et une lampe de poche (Blague)\nDonc, comme nous le savons, l'augmentation du niveau de rayonnement a provoqué une mutation anormale de tous ceux qui vivent là-bas. C'est une idée extrêmement dangereuse d'y grimper la nuit, mais la plupart des anomalies inexplorées y apparaissent la nuit.\nVous devez tuer et collecter des échantillons de trois anomalies que nous connaissons. Tout ce que vous y trouvez vous appartient. Je suis sûr qu'il y a quelque chose à gagner, étant donné que la plupart des survivants de la zone évitent ce territoire.\nJ'espère vraiment en vos capacités.» [DECEA3]- Adel[-]"
RareSamples9Desc,Quest,Quest Info,,"[FFB800]Chapter 9. Big Ones[-]\n\n«I think you're ready to go now. ...Take some matches, a mug and a flashlight (Joke)\nSo, as we know, the increased radiation level caused an abnormal mutation of everyone who lives there. It's an extremely dangerous idea to climb there at night, but most of the unexplored anomalies appear there at night.\nYou need to kill and collect samples from three anomalies known to us. Everything you find there is yours. I'm sure there is something to profit from, considering that most of the survivors in the zone avoid this territory.\nI really hope for your abilities.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Chapitre 9. Les grands[-]\n\n« Je pense que tu es prêt à partir maintenant. ...Prenez des allumettes, une tasse et une lampe de poche (Blague)\nDonc, comme nous le savons, l'augmentation du niveau de rayonnement a provoqué une mutation anormale de tous ceux qui vivent là-bas. C'est une idée extrêmement dangereuse d'y grimper la nuit, mais la plupart des anomalies inexplorées y apparaissent la nuit.\nVous devez tuer et collecter des échantillons de trois anomalies que nous connaissons. Tout ce que vous y trouvez vous appartient. Je suis sûr qu'il y a quelque chose à gagner, étant donné que la plupart des survivants de la zone évitent ce territoire.\nJ'espère vraiment en vos capacités.» [DECEA3]- Adel\n\nAttention ! L'annulation de cette quête brisera toute la chaîne de quêtes. Le redémarrage n'est possible qu'avec l'aide d'un administrateur.[-]"
RareSamples10Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 10[-],[DECEA3]Quête[-] Échantillons rares [FFB800]Chapitre 10[-]
