Key,Source,Context,Changes,English,Brazilian
perkOrganizerRank2LongDesc,progression,Skills,,"Good organization means good results. Expedition duration has been reduced by [DECEA3]20%[-], and the chance of successful completion has been increased by [DECEA3]8%[-].","Uma boa organização significa bons resultados. A duração da expedição foi reduzida em [DECEA3]20%[-], e a chance de conclusão bem-sucedida foi aumentada em [DECEA3]8%[-]."
perkOrganizerRank3LongDesc,progression,Skills,,"Selecting participants is the foundation for a successful expedition. Expedition duration has been reduced by [DECEA3]30%[-], and the chance of successful completion has been increased by [DECEA3]12%[-].","A seleção dos participantes é a base para uma expedição bem-sucedida. A duração da expedição foi reduzida em [DECEA3]30%[-], e a chance de conclusão bem-sucedida foi aumentada em [DECEA3]12%[-]."
perkOrganizerRank4LongDesc,progression,Skills,,"Understanding all aspects of preparing and executing even the most complex expeditions leaves virtually no chance of mission failure. Expedition duration has been reduced by [DECEA3]40%[-], and the chance of successful completion has been increased by [DECEA3]16%[-].","Compreender todos os aspectos da preparação e execução, mesmo das expedições mais complexas, praticamente não deixa nenhuma chance de fracasso da missão. A duração da expedição foi reduzida em [DECEA3]40%[-], e a chance de conclusão bem-sucedida foi aumentada em [DECEA3]16%[-]."
perkOrganizerRank5LongDesc,progression,Skills,,"Better preparation is simply impossible. Now everything depends on the best team. Expedition duration has been reduced by [DECEA3]50%[-], and the chance of successful completion has been increased by [DECEA3]20%[-].","Uma melhor preparação é simplesmente impossível. Agora tudo depende da melhor equipa. A duração da expedição foi reduzida em [DECEA3]50%[-], e a chance de conclusão bem-sucedida foi aumentada em [DECEA3]20%[-]."
perkOrganizerRank1Desc,progression,Skills,,Beginning,Começo
perkOrganizerRank2Desc,progression,Skills,,Good organizer,Bom organizador
perkOrganizerRank3Desc,progression,Skills,,Friend of mercenaries,Amigo dos mercenários
perkOrganizerRank4Desc,progression,Skills,,Organization Expert,Especialista em organização
perkOrganizerRank5Desc,progression,Skills,,Master of Expeditions,Mestre das Expedições
perkAggressorName,progression,perk,,Aggressor,Agressor
perkAggressorDesc,progression,perk,,"If you aggressively seek adventure, it will surely find you. Killing minibosses and bosses can attract new enemies.","Se você busca aventura agressivamente, ela certamente o encontrará. Matar minibosses e chefes pode atrair novos inimigos."
perkAggressorRank1LongDesc,progression,Skills,,"If you find big loot, there may be more nearby. Killing a miniboss has an [DECEA3]8%[-] chance of attracting a new one, and killing a boss has an [DECEA3]4%[-] chance of attracting another one.","Se você encontrar um grande saque, pode haver mais por perto. Matar um minichefe tem [DECEA3]8%[-] de chance de atrair um novo, e matar um chefe tem [DECEA3]4%[-] de chance de atrair outro."
perkAggressorRank2LongDesc,progression,Skills,,"You know how to throw a party even in a contaminated area. Killing a miniboss has an [DECEA3]16%[-] chance of attracting a new one, and killing a boss has an [DECEA3]8%[-] chance of attracting another one.","Você sabe dar uma festa mesmo em uma área contaminada. Matar um minichefe tem [DECEA3]16%[-] de chance de atrair um novo, e matar um chefe tem [DECEA3]8%[-] de chance de atrair outro."
perkAggressorRank3LongDesc,progression,Skills,,"If you use a wounded enemy as bait, you can find more. Killing a miniboss has an [DECEA3]24%[-] chance of attracting a new one, and killing a boss has an [DECEA3]12%[-] chance of attracting another one.","Se você usar um inimigo ferido como isca, poderá encontrar mais. Matar um minichefe tem [DECEA3]24%[-] de chance de atrair um novo, e matar um chefe tem [DECEA3]12%[-] de chance de atrair outro."
perkAggressorRank4LongDesc,progression,Skills,,"A walk is much better when there is plenty of prey. Killing a miniboss has an [DECEA3]32%[-] chance of attracting a new one, and killing a boss has an [DECEA3]16%[-] chance of attracting another one.","Uma caminhada é muito melhor quando há muitas presas. Matar um minichefe tem [DECEA3]32%[-] de chance de atrair um novo, e matar um chefe tem [DECEA3]16%[-] de chance de atrair outro."
perkAggressorRank5LongDesc,progression,Skills,,"You definitely know how to attract the attention of the whole neighborhood. Killing a miniboss has an [DECEA3]40%[-] chance of attracting a new one, and killing a boss has an [DECEA3]20%[-] chance of attracting another one.","Você definitivamente sabe como atrair a atenção de toda a vizinhança. Matar um minichefe tem [DECEA3]40%[-] de chance de atrair um novo, e matar um chefe tem [DECEA3]20%[-] de chance de atrair outro."
perkAggressorRank1Desc,progression,Skills,,A lover of noise,Um amante do barulho
perkAggressorRank2Desc,progression,Skills,,Lure Expert,Especialista em iscas
perkAggressorRank3Desc,progression,Skills,,Live bait hunter,Caçador de iscas vivas
perkAggressorRank4Desc,progression,Skills,,Showman,Showman
perkAggressorRank5Desc,progression,Skills,,Aggressor,Agressor

===
=== Z_Radiostation ===
===


lblCategoryNotes,UI,Tooltip,,Notes Quests,Missões de Notas
lblCategoryRequest,UI,Tooltip,,Support Request,Solicitação de suporte
lblCategoryRequestAmmo,UI,Tooltip,,Ammunition Request,Solicitação de Munição
lblCategoryRareMedicine,UI,Tooltip,,Rare medicines,Medicamentos raros
lblCategoryCallBoss,UI,Tooltip,,Boss Hunt,Caça ao Chefe
lblCategoryExpedition,UI,Tooltip,,Expedition,Expedição
Objective_Exp_Reconnaissance_key,Quest,Quest Info,,Reconnaissance,Reconhecimento
Objective_Exp_Activity_key,Quest,Quest Info,,Increased Activity,Aumento da atividade
Objective_Exp_Infection_key,Quest,Quest Info,,Infection Foci,Focos de infecção
Objective_Exp_Deadzone_key,Quest,Quest Info,,Dead Zone,Zona Morta
exp_gather_statement,Quest,Quest Info,,Expedition equipment,Equipamento de expedição
exp_gather_subtitle,Quest,Quest Info,,Preparing the expedition,Preparando a expedição
exp_process_statement,Quest,Quest Info,,Wait until the expedition is completed,Espere até que a expedição seja concluída
exp_process_subtitle,Quest,Quest Info,,Wait until the expedition is completed,Espere até que a expedição seja concluída
exp_complite_statement,Quest,Quest Info,,Expedition was completed successfully,A expedição foi concluída com sucesso
exp_complite_subtitle,Quest,Quest Info,,Expedition was completed successfully,A expedição foi concluída com sucesso
exp_fail_statement,Quest,Quest Info,,Expedition failed,Expedição falhou
exp_fail_subtitle,Quest,Quest Info,,Expedition failed,Expedição falhou
prepar_exp_complite,Quest,Quest Info,,Excellent! I'll hand this gear over to the Scav. I think that's enough to begin the mission.,Excelente! Vou entregar esse equipamento ao Scav. Acho que isso é suficiente para começar a missão.
exp_complite,Quest,Quest Info,,The expedition was successfully completed. Here's everything we found.,A expedição foi concluída com sucesso. Aqui está tudo o que encontramos.
exp_fail,Quest,Quest Info,,"Unfortunately, the news isn't good. The expedition encountered a horde too large. They barely escaped and failed to secure any loot. Let's hope for better luck next time.","Infelizmente, as notícias não são boas. A expedição encontrou uma horda muito grande. Eles escaparam por pouco e não conseguiram garantir nenhum saque. Esperemos melhor sorte na próxima vez."
exp_ArmorBundle_Desc,items,item,,The armor set is used to equip the expedition.,O conjunto de armadura é utilizado para equipar a expedição.
exp_ArmorBundlePreacher,items,item,,Preacher Armor Set,Conjunto de armadura de pregador
exp_ArmorBundleAthletic,items,item,,Athletic Armor Set,Conjunto de armadura atlética
exp_ArmorBundleEnforcer,items,item,,Enforcer Armor Set,Conjunto de Armadura do Executor
exp_ArmorBundleBiker,items,item,,Biker Armor Set,Conjunto de armadura de motociclista
exp_ArmorBundleRanger,items,item,,Ranger Armor Set,Conjunto de armadura de Ranger
exp_ArmorBundleCommando,items,item,,Commando Armor Set,Conjunto de armadura de comando
exp_ArmorBundleAssassin,items,item,,Assassin Armor Set,Conjunto de armadura de assassino
exp_ArmorBundleNomad,items,item,,Nomad Armor Set,Conjunto de armadura nômade
exp_ArmorBundleRaider,items,item,,Raider Armor Set,Conjunto de armadura de invasor
reward_expReconnaissance,items,Resources,,Expedition reward [42C234]Reconnaissance[-],Recompensa da expedição [42C234]Reconhecimento[-]
reward_expReconnaissanceDesc,items,Resources,,"A reward set for completing an expedition. Opening the set will reward you with random rare modifications, a random ranged weapon, and rare and unique alloys.","Um conjunto de recompensas por completar uma expedição. A abertura do conjunto irá recompensá-lo com modificações raras aleatórias, uma arma aleatória de longo alcance e ligas raras e únicas."
reward_expActivity,items,Resources,,Expedition reward [FFFF00]Increased Activity[-],Recompensa da expedição [FFFF00]Atividade aumentada[-]
reward_expActivityDesc,items,Resources,,"A reward set for completing an expedition. Opening the set will reward you with random unique and rare modifications, a random [8692FF]Improved[-] ranged weapon, and rare and unique alloys.","Um conjunto de recompensas por completar uma expedição. A abertura do conjunto irá recompensá-lo com modificações únicas e raras aleatórias, uma arma de longo alcance [8692FF]Melhorada[-] aleatória e ligas raras e únicas."
reward_expInfection,items,Resources,,Expedition reward [FFA032]Infection Foci[-],Recompensa da expedição [FFA032]Focos de infecção[-]
reward_expInfectionDesc,items,Resources,,"A reward set for completing an expedition. Opening the set will grant you random unique and rare modifications, a random [FFB800]Legendary[-] ranged weapon, and rare and unique alloys.","Um conjunto de recompensas por completar uma expedição. Abrir o conjunto concederá a você modificações aleatórias únicas e raras, uma arma de longo alcance [FFB800]Lendária[-] aleatória e ligas raras e únicas."
reward_expDeadzone,items,Resources,,Expedition reward [FF1400]Dead Zone[-],Recompensa da expedição [FF1400]Zona Morta[-]
reward_expDeadzoneDesc,items,Resources,,A reward set for completing an expedition. Opening the set will grant you:\nRandom unique and rare modifications.\nA random [F0B18A]Unique[-] ranged and melee weapon.\nRare and unique alloys.,Um conjunto de recompensas por completar uma expedição. A abertura do conjunto concederá a você:\nModificações únicas e raras aleatórias.\nUma arma [F0B18A]Única[-] aleatória de longo alcance e corpo a corpo.\nLigas raras e únicas.
reward_randomAlloys,items,Resources,,Rare alloys,Ligas raras
reward_randomAlloysDesc,items,Resources,,The set contains a random amount of rare alloys.\n\nPress [DECEA3]«Open»[-] to receive the resources.,O conjunto contém uma quantidade aleatória de ligas raras.\n\nPressione [DECEA3]«Abrir»[-] para receber os recursos.
rewardRareMedicines_SmallBundle,items,Resources,,[DECEA3]Medicine Pack:[-] Rare Medicines,[DECEA3]Pacote de Medicamentos:[-] Medicamentos Raros
rewardRareMedicines_SmallBundleDesc,items,Resources,,Contains [DECEA3]10[-] rare medicines.\n\nPress [DECEA3]«Open»[-] to receive the medicines.,Contém [DECEA3]10[-] medicamentos raros.\n\nPressione [DECEA3]«Abrir»[-] para receber os medicamentos.
rewardRareMedicines_BigBundle,items,Resources,,[DECEA3]Medicine Pack:[-] Rare Medicines,[DECEA3]Pacote de Medicamentos:[-] Medicamentos Raros
rewardRareMedicines_BigBundleDesc,items,Resources,,Contains [DECEA3]100[-] rare medicines.\n\nPress [DECEA3]«Open»[-] to receive the medicines.,Contém [DECEA3]100[-] medicamentos raros.\n\nPressione [DECEA3]«Abrir»[-] para receber os medicamentos.
reward762DU_100Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 7.62 mm [5AFF75](DU)[-],"[DECEA3]Pacote de munição:[-] 7,62 mm [5AFF75](DU)[-]"
reward762DU_100BundleDesc,items,Resources,,Contains [DECEA3]100[-] rounds of 7.62 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,"Contém [DECEA3]100[-] cartuchos de 7,62 mm com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição."
reward762DU_1000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 7.62 mm [5AFF75](DU)[-],"[DECEA3]Pacote de munição:[-] 7,62 mm [5AFF75](DU)[-]"
reward762DU_1000BundleDesc,items,Resources,,Contains [DECEA3]1000[-] rounds of 7.62 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,"Contém [DECEA3]1000[-] cartuchos de 7,62 mm com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição."
reward762DU_5000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 7.62 mm [5AFF75](DU)[-],"[DECEA3]Pacote de munição:[-] 7,62 mm [5AFF75](DU)[-]"
reward762DU_5000BundleDesc,items,Resources,,Contains [DECEA3]5000[-] rounds of 7.62 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,"Contém [DECEA3]5000[-] cartuchos de 7,62 mm com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição."
reward44MagnumDU_100Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] .44 Magnum [5AFF75](DU)[-],[DECEA3]Pacote de munição:[-] .44 Magnum [5AFF75](DU)[-]
reward44MagnumDU_100BundleDesc,items,Resources,,Contains [DECEA3]100[-] rounds of .44 Magnum with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]100[-] cartuchos de .44 Magnum com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
reward44MagnumDU_1000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] .44 Magnum [5AFF75](DU)[-],[DECEA3]Pacote de munição:[-] .44 Magnum [5AFF75](DU)[-]
reward44MagnumDU_1000BundleDesc,items,Resources,,Contains [DECEA3]1000[-] rounds of .44 Magnum with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]1000[-] cartuchos de .44 Magnum com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
reward44MagnumDU_5000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] .44 Magnum [5AFF75](DU)[-],[DECEA3]Pacote de munição:[-] .44 Magnum [5AFF75](DU)[-]
reward44MagnumDU_5000BundleDesc,items,Resources,,Contains [DECEA3]5000[-] rounds of .44 Magnum with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]5000[-] cartuchos de .44 Magnum com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
reward9mmDU_100Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 9 mm [5AFF75](DU)[-],[DECEA3]Pacote de munição:[-] 9 mm [5AFF75](DU)[-]
reward9mmDU_100BundleDesc,items,Resources,,Contains [DECEA3]100[-] rounds of 9 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]100[-] cartuchos de 9 mm com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
reward9mmDU_1000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 9 mm [5AFF75](DU)[-],[DECEA3]Pacote de munição:[-] 9 mm [5AFF75](DU)[-]
reward9mmDU_1000BundleDesc,items,Resources,,Contains [DECEA3]1000[-] rounds of 9 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]1000[-] cartuchos de 9 mm com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
reward9mmDU_5000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 9 mm [5AFF75](DU)[-],[DECEA3]Pacote de munição:[-] 9 mm [5AFF75](DU)[-]
reward9mmDU_5000BundleDesc,items,Resources,,Contains [DECEA3]5000[-] rounds of 9 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]5000[-] cartuchos de 9 mm com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
rewardShotgunDU_100Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] Shotgun Slugs [5AFF75](DU)[-],[DECEA3]Pacote de Munição:[-] Balas de Espingarda [5AFF75](DU)[-]
rewardShotgunDU_100BundleDesc,items,Resources,,Contains [DECEA3]100[-] shotgun slugs with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]100[-] balas de espingarda com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
rewardShotgunDU_1000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] Shotgun Slugs [5AFF75](DU)[-],[DECEA3]Pacote de Munição:[-] Balas de Espingarda [5AFF75](DU)[-]
rewardShotgunDU_1000BundleDesc,items,Resources,,Contains [DECEA3]1000[-] shotgun slugs with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]1000[-] balas de espingarda com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
rewardShotgunDU_5000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] Shotgun Slugs [5AFF75](DU)[-],[DECEA3]Pacote de Munição:[-] Balas de Espingarda [5AFF75](DU)[-]
rewardShotgunDU_5000BundleDesc,items,Resources,,Contains [DECEA3]5000[-] shotgun slugs with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]5000[-] balas de espingarda com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
rewardTurretDU_1500Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] Turret Ammunition [5AFF75](DU)[-],[DECEA3]Pacote de Munição:[-] Munição de Torreta [5AFF75](DU)[-]
rewardTurretDU_1500BundleDesc,items,Resources,,Contains [DECEA3]1500[-] turret rounds with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]1500[-] cartuchos de torre com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
rewardTurretDU_9000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] Turret Ammunition [5AFF75](DU)[-],[DECEA3]Pacote de Munição:[-] Munição de Torreta [5AFF75](DU)[-]
rewardTurretDU_9000BundleDesc,items,Resources,,Contains [DECEA3]9000[-] turret rounds with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,Contém [DECEA3]9000[-] cartuchos de torre com [5AFF75]urânio empobrecido[-].\n\nPressione [DECEA3]«Abrir»[-] para receber a munição.
Ammo_expReconnaissance,items,Resources,,Armament [42C234]Reconnaissance[-],Armamento [42C234]Reconhecimento[-]
Ammo_expReconnaissanceDesc,items,Resources,,Equipment item [42C234]Expeditions[-] Surrounding Area Reconnaissance\n\nContains all necessary weapons for the mission.,Item de equipamento [42C234]Expedições[-] Reconhecimento da Área Circundante\n\nContém todas as armas necessárias para a missão.
Armor_expReconnaissance,items,Resources,,Equipment [42C234]Reconnaissance[-],Equipamento [42C234]Reconhecimento[-]
Armor_expReconnaissanceDesc,items,Resources,,Equipment item [42C234]Expeditions[-] Surrounding Area Reconnaissance\n\nContains all necessary equipment for mission participants.,Item de equipamento [42C234]Expedições[-] Reconhecimento da Área Circundante\n\nContém todo o equipamento necessário para os participantes da missão.
Food_expReconnaissance,items,Resources,,Provisions [42C234]Reconnaissance[-],Disposições [42C234]Reconhecimento[-]
Food_expReconnaissanceDesc,items,Resources,,Equipment item [42C234]Expeditions[-] Surrounding Area Reconnaissance\n\nContains a supply of provisions and medicines for the mission participants.,Item de equipamento [42C234]Expedições[-] Reconhecimento da Área Circundante\n\nContém um suprimento de provisões e remédios para os participantes da missão.
Supplies_expReconnaissance,items,Resources,,Full gear [42C234]Reconnaissance[-],Equipamento completo [42C234]Reconhecimento[-]
Supplies_expReconnaissanceDesc,items,Resources,,"Equipment kit [42C234]Expeditions[-] Surrounding Area Reconnaissance\n\nContains all necessary equipment for the mission.\n\n[DECEA3]To begin an expedition, take these supplies to any trader.[-]","Kit de equipamentos [42C234]Expedições[-] Reconhecimento da Área Circundante\n\nContém todos os equipamentos necessários para a missão.\n\n[DECEA3]Para iniciar uma expedição, leve esses suprimentos a qualquer comerciante.[-]"
Ammo_expActivity,items,Resources,,Armament [FFFF00]Increased Activity[-],Armamento [FFFF00]Atividade aumentada[-]
Ammo_expActivityDesc,items,Resources,,Equipment item [FFFF00]Expeditions[-] Increased Activity\n\nContains all necessary weapons for the mission.,Item de equipamento [FFFF00]Expedições[-] Atividade aumentada\n\nContém todas as armas necessárias para a missão.
Armor_expActivity,items,Resources,,Equipment [FFFF00]Increased Activity[-],Equipamento [FFFF00]Aumento da atividade[-]
Armor_expActivityDesc,items,Resources,,Equipment item [FFFF00]Expeditions[-] Increased Activity\n\nContains all necessary equipment for mission participants.,Item de equipamento [FFFF00]Expedições[-] Atividade aumentada\n\nContém todos os equipamentos necessários para os participantes da missão.
Food_expActivity,items,Resources,,Provisions [FFFF00]Increased Activity[-],Disposições [FFFF00]Aumento da atividade[-]
Food_expActivityDesc,items,Resources,,Equipment item [FFFF00]Expeditions[-] Increased Activity\n\nContains a supply of provisions and medicines for the mission participants.,Item de equipamento [FFFF00]Expedições[-] Atividade aumentada\n\nContém um suprimento de provisões e remédios para os participantes da missão.
Vehicle_expActivity,items,Resources,,Vehicle [FFFF00]Increased Activity[-],Veículo [FFFF00]Aumento da atividade[-]
Vehicle_expActivityDesc,items,Resources,,Equipment item [FFFF00]Expeditions[-] Increased Activity\n\nContains transport for the expedition's movement.,Item de equipamento [FFFF00]Expedições[-] Atividade aumentada\n\nContém transporte para a movimentação da expedição.
Supplies_expActivity,items,Resources,,Full gear [FFFF00]Increased Activity[-],Equipamento completo [FFFF00]Atividade aumentada[-]
Supplies_expActivityDesc,items,Resources,,"Equipment kit [FFFF00]Expeditions[-] Increased Activity\n\nContains all necessary equipment for the mission.\n\n[DECEA3]To begin an expedition, take these supplies to any trader.[-]","Kit de equipamentos [FFFF00]Expedições[-] Atividade aumentada\n\nContém todos os equipamentos necessários para a missão.\n\n[DECEA3]Para iniciar uma expedição, leve esses suprimentos a qualquer comerciante.[-]"
Ammo_expInfection,items,Resources,,Armament [FFA032]Infection Foci[-],Armamento [FFA032]Focos de infecção[-]
Ammo_expInfectionDesc,items,Resources,,Equipment item [FFA032]Expeditions[-] Infection Foci\n\nContains all necessary weapons for the mission.,Item de equipamento [FFA032]Expedições[-] Focos de infecção\n\nContém todas as armas necessárias para a missão.
Armor_expInfection,items,Resources,,Equipment [FFA032]Infection Foci[-],Equipamento [FFA032]Focos de infecção[-]
Armor_expInfectionDesc,items,Resources,,Equipment item [FFA032]Expeditions[-] Infection Foci\n\nContains all necessary equipment for mission participants.,Item de equipamento [FFA032]Expedições[-] Focos de infecção\n\nContém todo o equipamento necessário para os participantes da missão.
Food_expInfection,items,Resources,,Provisions [FFA032]Infection Foci[-],Disposições [FFA032]Focos de infecção[-]
Food_expInfectionDesc,items,Resources,,Equipment item [FFA032]Expeditions[-] Infection Foci\n\nContains a supply of provisions and medicines for the mission participants.,Item de equipamento [FFA032]Expedições[-] Focos de infecção\n\nContém um suprimento de provisões e remédios para os participantes da missão.
Vehicle_expInfection,items,Resources,,Vehicle [FFA032]Infection Foci[-],Veículo [FFA032]Focos de infecção[-]
Vehicle_expInfectionDesc,items,Resources,,Equipment item [FFA032]Expeditions[-] Infection Foci\n\nContains transport for the expedition's movement.,Item de equipamento [FFA032]Expedições[-] Focos de infecção\n\nContém transporte para a movimentação da expedição.
Supplies_expInfection,items,Resources,,Full gear [FFA032]Infection Foci[-],Equipamento completo [FFA032]Focos de infecção[-]
Supplies_expInfectionDesc,items,Resources,,"Equipment kit [FFA032]Expeditions[-] Infection Foci\n\nContains all necessary equipment for the mission.\n\n[DECEA3]To begin an expedition, take these supplies to any trader.[-]","Kit de equipamentos [FFA032]Expedições[-] Focos de Infecção\n\nContém todos os equipamentos necessários para a missão.\n\n[DECEA3]Para iniciar uma expedição, leve esses suprimentos a qualquer comerciante.[-]"
Ammo_expDeadzone,items,Resources,,Armament [FF1400]Dead Zone[-],Armamento [FF1400]Zona Morta[-]
Ammo_expDeadzoneDesc,items,Resources,,Equipment item [FF1400]Expeditions[-] Dead Zone\n\nContains all necessary weapons for the mission.,Item de equipamento [FF1400]Expedições[-] Zona Morta\n\nContém todas as armas necessárias para a missão.
Armor_expDeadzone,items,Resources,,Equipment [FF1400]Dead Zone[-],Equipamento [FF1400]Zona Morta[-]
Armor_expDeadzoneDesc,items,Resources,,Equipment item [FF1400]Expeditions[-] Dead Zone\n\nContains all necessary equipment for mission participants.,Item de equipamento [FF1400]Expedições[-] Zona Morta\n\nContém todo o equipamento necessário para os participantes da missão.
Food_expDeadzone,items,Resources,,Provisions [FF1400]Dead Zone[-],Provisões [FF1400]Zona Morta[-]
Food_expDeadzoneDesc,items,Resources,,Equipment item [FF1400]Expeditions[-] Dead Zone\n\nContains a supply of provisions and medicines for the mission participants.,Item de equipamento [FF1400]Expedições[-] Zona Morta\n\nContém um suprimento de provisões e remédios para os participantes da missão.
Vehicle_expDeadzone,items,Resources,,Vehicle [FF1400]Dead Zone[-],Veículo [FF1400]Zona Morta[-]
Vehicle_expDeadzoneDesc,items,Resources,,Equipment item [FF1400]Expeditions[-] Dead Zone\n\nContains transport for the expedition's movement.,Item de equipamento [FF1400]Expedições[-] Zona Morta\n\nContém transporte para a movimentação da expedição.
Supplies_expDeadzone,items,Resources,,Full gear [FF1400]Dead Zone[-],Equipamento completo [FF1400]Zona Morta[-]
Supplies_expDeadzoneDesc,items,Resources,,"Equipment kit [FF1400]Expeditions[-] Dead Zone\n\nContains all necessary equipment for the mission.\n\n[DECEA3]To begin an expedition, take these supplies to any trader.[-]","Kit de equipamentos [FF1400]Expedições[-] Zona Morta\n\nContém todos os equipamentos necessários para a missão.\n\n[DECEA3]Para iniciar uma expedição, leve esses suprimentos a qualquer comerciante.[-]"
expReconnaissance_Pre,items,Resources,,Reconnaissance [42C234]Expedition[-],Reconhecimento [42C234]Expedição[-]
expReconnaissance_PreDesc,items,Request,,"«I don't think it'll be hard to gather people willing to run around the area in search of adventure, and it won't be free, of course. But I'll tell you right away that all the gear and equipment is on you. I'll only be responsible for the mercenaries themselves. I think three people will be enough. As soon as you've saved up enough dukes for an advance, let me know, I'll find some reliable people.»\n [DECEA3]- Wild[-]\n\nChance of success: [DECEA3]100%[-]\nDuration: [DECEA3]45 minutes[-]","«Não creio que seja difícil reunir pessoas dispostas a correr pela zona em busca de aventura, e não será gratuita, claro. Mas direi imediatamente que todo o equipamento e equipamentos são por sua conta. Serei responsável apenas pelos próprios mercenários. Acho que três pessoas serão suficientes. Assim que você tiver economizado duques suficientes para um adiantamento, me avise, encontrarei pessoas confiáveis.»\n [DECEA3]- Selvagem[-]\n\nChance de sucesso: [DECEA3]100%[-]\nDuração: [DECEA3]45 minutos[-]"
expReconnaissance_Start,items,Resources,,[42C234]Expedition[-] Reconnaissance [DECEA3]Execution[-],[42C234]Expedição[-] Reconhecimento [DECEA3]Execução[-]
expReconnaissance_StartDesc,items,Request,,"«So, the team is assembled and the gear is delivered. We're ready to begin. I'm sending out the expedition. When they're finished, you can pick up whatever they find from any trader.»\n[DECEA3]- Wild[-]\n\nChance of success: [DECEA3]100%[-]\nDuration: [DECEA3]45 minutes[-]","«Então, a equipa está montada e o equipamento entregue. Estamos prontos para começar. Estou enviando a expedição. Quando eles terminarem, você poderá pegar o que encontrarem em qualquer comerciante.»\n[DECEA3]- Selvagem[-]\n\nChance de sucesso: [DECEA3]100%[-]\nDuração: [DECEA3]45 minutos[-]"
expActivity_Pre,items,Resources,,Increased Activity [FFFF00]Expedition[-],Aumento de atividade [FFFF00]Expedição[-]
