Key,Source,Context,Changes,English,Japanese
bookRareSamples1,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 1[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター1[-]
bookRareSamples1Desc,items,Request,,Starts [FFB800]Chapter 1[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]レアサンプル[-]クエストの[FFB800]第1章[-]を開始します\n\n[DECEA3]警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
bookRareSamples2,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 2[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター2[-]
bookRareSamples2Desc,items,Request,,Starts [FFB800]Chapter 2[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]レアサンプル[-]クエストの[FFB800]第2章[-]を開始します\n\n[DECEA3]警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
bookRareSamples3,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 3[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター3[-]
bookRareSamples3Desc,items,Request,,Starts [FFB800]Chapter 3[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]レアサンプル[-]クエストの[FFB800]第3章[-]を開始します\n\n[DECEA3]警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
bookRareSamples4,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 4[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター4[-]
bookRareSamples4Desc,items,Request,,Starts [FFB800]Chapter 4[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]レアサンプル[-]クエストの[FFB800]第4章[-]を開始します\n\n[DECEA3]警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
bookRareSamples5,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 5[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター5[-]
bookRareSamples5Desc,items,Request,,Starts [FFB800]Chapter 5[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]レアサンプル[-]クエストの[FFB800]第5章[-]を開始します\n\n[DECEA3]警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
bookRareSamples6,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 6[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター6[-]
bookRareSamples6Desc,items,Request,,Starts [FFB800]Chapter 6[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]レアサンプル[-]クエストの[FFB800]第6章[-]を開始します\n\n[DECEA3]警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
bookRareSamples7,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 7[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター7[-]
bookRareSamples7Desc,items,Request,,Starts [FFB800]Chapter 7[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]レアサンプル[-]クエストの[FFB800]第7章[-]を開始します\n\n[DECEA3]警告！このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
bookRareSamples8,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 8[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター8[-]
bookRareSamples8Desc,items,Request,,Starts [FFB800]Chapter 8[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]レアサンプル[-]クエストの[FFB800]第8章[-]を開始します\n\n[DECEA3]警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
bookRareSamples9,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 9[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター9[-]
bookRareSamples9Desc,items,Request,,Starts [FFB800]Chapter 9[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]レアサンプル[-]クエストの[FFB800]第9章[-]を開始します\n\n[DECEA3]警告！このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
bookRareSamples10,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 10[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター10[-]
bookRareSamples10Desc,items,Request,,Starts [FFB800]Chapter 10[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]レアサンプル[-]クエストの[FFB800]第10章[-]を開始します\n\n[DECEA3]警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
RareSamples1Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 1[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター1[-]
RareSamples1Offer,Quest,Quest Info,,"[FFB800]Chapter 1. Communication with the Outside World[-]\n\n«Greetings, survivor. The settlers reported that you somehow managed to survive. That's great, extra hands wouldn't hurt, and even more so, extra heads. For now, settle in here and try to survive. Once you figure out what's what, it would be nice to establish communication.\nI don't like playing with a broken phone, and it's much easier to communicate with a smart stalker directly. In general, figure out how to create a Radio Station and install it. When everything is ready, you can find out my frequency from any merchant. Contact me and I'll tell you how we can help each other.\nAnd yes... nice to meet you» [DECEA3]- Adel[-]",[FFB800]第 1 章。外の世界とのコミュニケーション[-]\n\n«こんにちは、生存者。入植者たちはあなたが何とか生き残ったと報告しました。それは素晴らしいことです。手が追加されても問題はありませんし、頭が追加されても問題はありません。とりあえず、ここに落ち着いて生き延びてください。何が何であるかを理解したら、コミュニケーションを確立すると良いでしょう。\n私は壊れた携帯電話で遊ぶのは好きではありません。賢いストーカーと直接コミュニケーションを取る方がはるかに簡単です。一般に、ラジオ ステーションを作成してインストールする方法を検討します。すべての準備ができたら、どの販売者でも私の周波数を知ることができます。私に連絡してください。お互いにどのように助け合えるか教えます。\nそしてそうです... よろしくお願いします» [DECEA3]- アデル[-]
RareSamples1Desc,Quest,Quest Info,,"[FFB800]Chapter 1. Communication with the Outside World[-]\n\n«Greetings, survivor. The settlers reported that you somehow managed to survive. That's great, extra hands wouldn't hurt, and even more so, extra heads. For now, settle in here and try to survive. Once you figure out what's what, it would be nice to establish communication.\nI don't like playing with a broken phone, and it's much easier to communicate with a smart stalker directly. In general, figure out how to create a Radio Station and install it. When everything is ready, you can find out my frequency from any merchant. Contact me and I'll tell you how we can help each other.\nAnd yes... nice to meet you» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]",[FFB800]第 1 章。外の世界とのコミュニケーション[-]\n\n«こんにちは、生存者。入植者たちはあなたが何とか生き残ったと報告しました。それは素晴らしいことです。手が追加されても問題はありませんし、頭が追加されても問題はありません。とりあえず、ここに落ち着いて生き延びてください。何が何であるかを理解したら、コミュニケーションを確立すると良いでしょう。\n私は壊れた携帯電話で遊ぶのは好きではありません。賢いストーカーと直接コミュニケーションを取る方がはるかに簡単です。一般に、ラジオ ステーションを作成してインストールする方法を検討します。すべての準備ができたら、どの販売者でも私の周波数を知ることができます。私に連絡してください。お互いにどのように助けられるか教えます。\nそして、はい... 初めまして» [DECEA3]- アデル\n\n警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
RareSamples2Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 2[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター2[-]
RareSamples2Offer,Quest,Quest Info,,"[FFB800]Chapter 2. Communication with the Outside World[-]\n\n«I'm glad you've managed to get used to it and not 'lose' your head, not everyone can do that. We'll organize support for those who still remain in the Quarantine Zone. Not as often as we'd like, but still. If you help us, we'll help you. Collect 10 boxes of resources to support other settlements, and we'll send you valuable alloys. I'm sure you won't be able to create such materials on your own. But they may be useful to you for upgrades or creating something worthwhile.\nWhen you're ready, use the Radio Station to send the support package and receive a small case of experimental alloys.» [DECEA3]- Adel[-]",[FFB800]第 2 章。外の世界とのコミュニケーション[-]\n\n«慣れて「頭がおかしくなる」ことがなくてよかったです。誰もがそれができるわけではありません。まだ隔離区域に残っている人々への支援を組織します。私たちが望んでいるほど頻繁ではありませんが、それでもです。あなたが私たちを助けてくれれば、私たちはあなたを助けます。他の居住地を支援するために資源を 10 箱集めれば、貴重な合金をお送りします。きっとこのような資料を自分で作ることはできないでしょう。ただし、アップグレードや価値のあるものを作成する場合には役立つかもしれません。\n準備ができたら、ラジオ ステーションを使用してサポート パッケージを送信し、実験用合金の小さなケースを受け取ります。» [DECEA3]- アデル[-]
RareSamples2Desc,Quest,Quest Info,,"[FFB800]Chapter 2. Communication with the Outside World[-]\n\n«I'm glad you've managed to get used to it and not 'lose' your head, not everyone can do that. We'll organize support for those who still remain in the Quarantine Zone. Not as often as we'd like, but still. If you help us, we'll help you. Collect 10 boxes of resources to support other settlements, and we'll send you valuable alloys. I'm sure you won't be able to create such materials on your own. But they may be useful to you for upgrades or creating something worthwhile.\nWhen you're ready, use the Radio Station to send the support package and receive a small case of experimental alloys.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]",[FFB800]第 2 章。外の世界とのコミュニケーション[-]\n\n«慣れて「頭がおかしくなる」ことがなくてよかったです。誰もがそれができるわけではありません。まだ隔離区域に残っている人々への支援を組織します。私たちが望んでいるほど頻繁ではありませんが、それでもです。あなたが私たちを助けてくれれば、私たちはあなたを助けます。他の居住地を支援するために資源を 10 箱集めれば、貴重な合金をお送りします。きっとこのような資料を自分で作ることはできないでしょう。ただし、アップグレードや価値のあるものを作成する場合には役立つかもしれません。\n準備ができたら、ラジオ ステーションを使用してサポート パッケージを送信し、実験用合金の小さなケースを受け取ります。» [DECEA3]- アデル\n\n警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
RareSamples3Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 3: Research Refining[-],[DECEA3]クエスト[-] 希少サンプル [FFB800]第3章：研究精製[-]
RareSamples3Offer,Quest,Quest Info,,"[FFB800]Chapter 3. Research refining[-]\n\nCraft two Tier I Research Material bundles in the Mutation Incubator, open them and keep 2 Research Material units in your inventory.",[FFB800]第3章：研究精製[-]\n\n変異インキュベーターでティアIの研究素材バンドルを2個作成して開封し、研究素材を2個インベントリに保持してください。
RareSamples3Desc,Quest,Quest Info,,"[FFB800]Chapter 3. Research refining[-]\n\nCraft two Tier I Research Material bundles in the Mutation Incubator, open them and keep 2 Research Material units in your inventory.",[FFB800]第3章：研究精製[-]\n\n変異インキュベーターでティアIの研究素材バンドルを2個作成して開封し、研究素材を2個インベントリに保持してください。
RareSamples4Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 4[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター4[-]
RareSamples5Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 5[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター5[-]
RareSamples5Offer,Quest,Quest Info,,[FFB800]Chapter 5. Best Ammo[-]\n\n«We managed to collect the initial samples. The guys from the lab are ready to exchange them for experimental ammunition. Contact them by radio to request an exchange. You can exchange the found samples for any caliber you are interested in.\nMake a request and get a small case of 7.62 mm experimental ammunition.» [DECEA3]- Adel[-],[FFB800]第 5 章。最高の弾薬[-]\n\n«最初のサンプルを収集することができました。研究所の人たちはそれらを実験用弾薬と交換する準備ができています。無線で連絡して交換を依頼してください。見つかったサンプルは、興味のある口径と交換できます。\nリクエストを出して、7.62 mm 実験用弾薬の小さなケースを入手してください。» [DECEA3]- アデル[-]
RareSamples5Desc,Quest,Quest Info,,[FFB800]Chapter 5. Best Ammo[-]\n\n«We managed to collect the initial samples. The guys from the lab are ready to exchange them for experimental ammunition. Contact them by radio to request an exchange. You can exchange the found samples for any caliber you are interested in.\nMake a request and get a small case of 7.62 mm experimental ammunition.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],[FFB800]第 5 章。最高の弾薬[-]\n\n«最初のサンプルを収集することができました。研究所の人たちはそれらを実験用弾薬と交換する準備ができています。無線で連絡して交換を依頼してください。見つかったサンプルは、興味のある口径と交換できます。\nリクエストを出して、7.62 mm 実験用弾薬の小さなケースを入手してください。» [DECEA3]- アデル\n\n警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
RareSamples6Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 6[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター6[-]
RareSamples6Offer,Quest,Quest Info,,"[FFB800]Chapter 6. A wasteland is a wasteland[-]\n\n«You turned out to be a really tough nut to crack. The headquarters even thinks you're immortal. In any case, no one has ever managed to reduce the population of these creatures to such an extent.\nI suggest you go into the wasteland and see what's going on there. I'll warn you right away, it's not an easy walk. The average level of radiation exposure is recorded there, and at night or during rain it rises even higher.\nYou can't do without good protection there. Try to find Nomad equipment, it will increase your chances of survival.» [DECEA3]- Adel[-]",[FFB800]第 6 章。荒れ地は荒れ地です[-]\n\n«あなたは、割るのが本当に難しいナッツであることが判明しました。本部はあなたが不死であるとさえ考えています。いずれにせよ、これほどまでにこれらの生物の個体数を減らすことに成功した人は誰もいません。\n荒れ地に行って、そこで何が起こっているのか見てみることをお勧めします。すぐに警告しますが、簡単に歩くことはできません。そこには放射線被ばくの平均レベルが記録されており、夜間や雨の間はさらに高くなります。\nそこでは適切な防護がなければ耐えられません。ノマド装備を見つけてください。生き残る可能性が高まります。」 [DECEA3]- アデル[-]
RareSamples6Desc,Quest,Quest Info,,"[FFB800]Chapter 6. A wasteland is a wasteland[-]\n\n«You turned out to be a really tough nut to crack. The headquarters even thinks you're immortal. In any case, no one has ever managed to reduce the population of these creatures to such an extent.\nI suggest you go into the wasteland and see what's going on there. I'll warn you right away, it's not an easy walk. The average level of radiation exposure is recorded there, and at night or during rain it rises even higher.\nYou can't do without good protection there. Try to find Nomad equipment, it will increase your chances of survival.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]",[FFB800]第 6 章。荒れ地は荒れ地です[-]\n\n«あなたは、割るのが本当に難しいナッツであることが判明しました。本部はあなたが不死であるとさえ考えています。いずれにせよ、これほどまでにこれらの生物の個体数を減らすことに成功した人は誰もいません。\n荒れ地に行って、そこで何が起こっているのか見てみることをお勧めします。すぐに警告しますが、簡単に歩くことはできません。そこには放射線被ばくの平均レベルが記録されており、夜間や雨の間はさらに高くなります。\nそこでは適切な防護がなければ耐えられません。ノマド装備を見つけてください。生き残る可能性が高まります。」 [DECEA3]- アデル\n\n警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
RareSamples7Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 7[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター7[-]
RareSamples7Offer,Quest,Quest Info,,"[FFB800]Chapter 7. There's No Such Thing as Too Much Protection[-]\n\n«Great, now you have good equipment. But the radiation in those parts is really deadly.\nYou need to find or create radiation shields. They provide much stronger protection. In addition, I heard that the Zone has learned to create the medication Anti-Rad, which is also an indispensable thing if you want to survive. Anyway, when you get all this, contact me, I'll tell you what to do next.» [DECEA3]- Adel[-]",[FFB800]第 7 章。保護しすぎるということはありません[-]\n\n«素晴らしい、これで良い装備が揃いました。しかし、これらの部分の放射線は本当に致命的です。\n放射線シールドを見つけるか作成する必要があります。より強力な保護を提供します。さらに、ゾーンはアンチラドという薬の作り方を学んだそうですが、これも生きていくためには欠かせないものです。とにかく、これをすべて理解したら、私に連絡してください。次に何をすべきかを教えます。」 [DECEA3]- アデル[-]
RareSamples7Desc,Quest,Quest Info,,"[FFB800]Chapter 7. There's No Such Thing as Too Much Protection[-]\n\n«Great, now you have good equipment. But the radiation in those parts is really deadly.\nYou need to find or create radiation shields. They provide much stronger protection. In addition, I heard that the Zone has learned to create the medication Anti-Rad, which is also an indispensable thing if you want to survive. Anyway, when you get all this, contact me, I'll tell you what to do next.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]",[FFB800]第 7 章。保護しすぎるということはありません[-]\n\n«素晴らしい、これで良い装備が揃いました。しかし、これらの部分の放射線は本当に致命的です。\n放射線シールドを見つけるか作成する必要があります。より強力な保護を提供します。さらに、ゾーンはアンチラドという薬の作り方を学んだそうですが、これも生きていくためには欠かせないものです。とにかく、これをすべて理解したら、私に連絡してください。次に何をすべきかを教えます。」 [DECEA3]- アデル\n\n警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
RareSamples8Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 8[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター8[-]
RareSamples8Offer,Quest,Quest Info,,"[FFB800]Chapter 8. Bad Pets[-]\n\n«I'll get straight to the point. We've been receiving reports from various parts of the Zone that huge mutated animals have started appearing at night. I think it's time for you to start hunting them. I'm sure you'll be able to collect many more samples from these creatures. From reports of encounters with such pets, we know that they don't travel alone. Prepare well before you go looking for them.» [DECEA3]- Adel[-]",[FFB800]第 8 章. 悪いペット[-]\n\n«早速本題に入ります。ゾーンのさまざまな地域から、巨大な突然変異動物が夜に出現し始めたとの報告を受けています。そろそろ彼らを狩り始める時期だと思う。これらの生き物からさらに多くのサンプルを収集できると思います。このようなペットとの遭遇の報告から、彼らが一人で旅行するわけではないことがわかっています。探しに行く前に十分な準備をしてください。」 [DECEA3]- アデル[-]
RareSamples8Desc,Quest,Quest Info,,[FFB800]Chapter 8. Bad Pets[-]\n\n«I'll get straight to the point. We've been receiving reports from various parts of the Zone that huge mutated animals have started appearing at night. I think it's time for you to start hunting them. I'm sure you'll be able to collect many more samples from these creatures. Reports of encounters with such pets indicate that they don't travel alone. Prepare well before you set out to look for them.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. It can only be restarted with the help of an administrator.[-],[FFB800]第 8 章. 悪いペット[-]\n\n«早速本題に入ります。ゾーンのさまざまな地域から、巨大な突然変異動物が夜に出現し始めたとの報告を受けています。そろそろ彼らを狩り始める時期だと思う。これらの生き物からさらに多くのサンプルを収集できると思います。このようなペットと遭遇した報告によると、彼らは一人で旅行するわけではありません。探し始める前に十分な準備をしてください。」 [DECEA3]- アデル\n\n警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動するには管理者の協力が必要です。[-]
RareSamples9Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 9[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター9[-]
RareSamples9Offer,Quest,Quest Info,,"[FFB800]Chapter 9. Big Ones[-]\n\n«I think you're ready to go now. ...Take some matches, a mug and a flashlight (Joke)\nSo, as we know, the increased radiation level caused an abnormal mutation of everyone who lives there. It's an extremely dangerous idea to climb there at night, but most of the unexplored anomalies appear there at night.\nYou need to kill and collect samples from three anomalies known to us. Everything you find there is yours. I'm sure there is something to profit from, considering that most of the survivors in the zone avoid this territory.\nI really hope for your abilities.» [DECEA3]- Adel[-]",[FFB800]第 9 章。大物たち[-]\n\n«もう準備はできていると思います。 ...マッチ、マグカップ、懐中電灯を持ってきてください (冗談)\nつまり、ご存知のとおり、放射線レベルの上昇により、そこに住んでいる人全員に異常な突然変異が発生しました。夜にそこに登るのは非常に危険な考えですが、未踏のアノマリーのほとんどは夜にそこに現れます。\n私たちが知っている 3 つのアノマリーを殺してサンプルを収集する必要があります。そこで見つけたものはすべてあなたのものです。ゾーン内の生存者のほとんどがこの領域を避けていることを考えると、何か利益を得られるものがあると確信しています。\n私はあなたの能力を心から期待しています。」 [DECEA3]- アデル[-]
RareSamples9Desc,Quest,Quest Info,,"[FFB800]Chapter 9. Big Ones[-]\n\n«I think you're ready to go now. ...Take some matches, a mug and a flashlight (Joke)\nSo, as we know, the increased radiation level caused an abnormal mutation of everyone who lives there. It's an extremely dangerous idea to climb there at night, but most of the unexplored anomalies appear there at night.\nYou need to kill and collect samples from three anomalies known to us. Everything you find there is yours. I'm sure there is something to profit from, considering that most of the survivors in the zone avoid this territory.\nI really hope for your abilities.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]",[FFB800]第 9 章。大物たち[-]\n\n«もう準備はできていると思います。 ...マッチ、マグカップ、懐中電灯を持ってきてください (冗談)\nつまり、ご存知のとおり、放射線レベルの上昇により、そこに住んでいる人全員に異常な突然変異が発生しました。夜にそこに登るのは非常に危険な考えですが、未踏のアノマリーのほとんどは夜にそこに現れます。\n私たちが知っている 3 つのアノマリーを殺してサンプルを収集する必要があります。そこで見つけたものはすべてあなたのものです。ゾーン内の生存者のほとんどがこの領域を避けていることを考えると、何か利益を得られるものがあると確信しています。\n私はあなたの能力を心から期待しています。」 [DECEA3]- アデル\n\n警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
RareSamples10Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 10[-],[DECEA3]クエスト[-]レアサンプル[FFB800]チャプター10[-]
RareSamples10Offer,Quest,Quest Info,,"[FFB800]Chapter 10. Big threat[-]\n\n«You are simply a hero. How you managed to survive after all this, for me personally, remains a mystery. In any case, your merits are undeniable and very soon we will be able to secure the Quarantine Zone as much as possible. Of course, clearing the entire zone requires a lot of time and effort. But now there is one last task for you. We are hearing rumors about the appearance of huge creatures - Carriers. Kill one of them and we will be able to understand a lot about what is happening with the virus now.» [DECEA3]- Adel[-]",[FFB800]第 10 章。大きな脅威[-]\n\n«あなたは単なる英雄です。私個人としては、この後どうやって生き残ったのかは謎のままです。いずれにせよ、皆さんの功績は否定できず、近いうちに可能な限り隔離ゾーンを確保できるようになります。もちろん、すべてのゾーンをクリアするには多くの時間と労力が必要です。しかし、最後にもう 1 つタスクがあります。巨大な生き物、キャリアの出現に関する噂を聞いています。そのうちの1人を殺せば、ウイルスで今何が起こっているかについて多くを理解できるようになるだろう。」 [DECEA3]- アデル[-]
RareSamples10Desc,Quest,Quest Info,,"[FFB800]Chapter 10. Big threat[-]\n\n«You are simply a hero. How you managed to survive after all this, for me personally, remains a mystery. In any case, your merits are undeniable and very soon we will be able to secure the Quarantine Zone as much as possible. Of course, clearing the entire zone requires a lot of time and effort. But now there is one last task for you. We are hearing rumors about the appearance of huge creatures - Carriers. Kill one of them and we will be able to understand a lot about what is happening with the virus now.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]",[FFB800]第 10 章。大きな脅威[-]\n\n«あなたは単なる英雄です。私個人としては、この後どうやって生き残ったのかは謎のままです。いずれにせよ、皆さんの功績は否定できず、近いうちに可能な限り隔離ゾーンを確保できるようになります。もちろん、すべてのゾーンをクリアするには多くの時間と労力が必要です。しかし、最後にもう 1 つタスクがあります。巨大な生き物、キャリアの出現に関する噂を聞いています。そのうちの1人を殺せば、ウイルスで今何が起こっているかについて多くを理解できるようになるだろう。」 [DECEA3]- アデル\n\n警告!このクエストをキャンセルすると、クエストチェーン全体が中断されます。再起動は管理者の支援が必要な場合のみ可能です。[-]
questRewardPistolBundleT1,items,Item,,Pistol Bundle,ピストルバンドル
questRewardPistolBundleT1Desc,items,Item,,A Pistol and some 9 mm ammo,ピストルと9 mm弾薬数本
questRewardShotgunBundleT1,items,Item,,Double Barrel Shotgun Bundle,ダブルバレルショットガンバンドル
questRewardShotgunBundleT1Desc,items,Item,,A Double Barrel Shotgun and some shells,ダブルバレルショットガンといくつかの砲弾
questRewardRifleBundletT1,items,Item,,Hunting Rifle Bundle,ハンティングライフルバンドル
questRewardRifleBundletT1Desc,items,Item,,A Hunting Rifle and some 7.62 mm ammo,狩猟用ライフルと 7.62 mm 弾薬
questRewardMachineGunBundleT1,items,Item,,AK-47 Bundle,AK-47 バンドル
questRewardMachineGunBundleT1Desc,items,Item,,An AK-47 and some 7.62 mm ammo,AK-47 と 7.62 mm 弾薬数個
questRewardPistolBundleT2,items,Item,,Magnum Bundle,マグナムバンドル
questRewardPistolBundleT2Desc,items,Item,,A Magnum and some .44 mm ammo,マグナムと .44 mm 弾薬数本
questRewardShotgunBundleT2,items,Item,,Pump Shotgun Bundle,ポンプショットガンバンドル
questRewardShotgunBundleT2Desc,items,Item,,A Pump Shotgun and some shells,ポンプショットガンといくつかの砲弾
questRewardRifleBundletT2,items,Item,,Lever Action Rifle Bundle,レバーアクションライフルバンドル
questRewardRifleBundletT2Desc,items,Item,,A Lever Action Rifle and some 7.62 mm ammo,レバー アクション ライフルと 7.62 mm 弾薬
questRewardMachineGunBundleT2,items,Item,,Tactical Assault Rifle Bundle,タクティカルアサルトライフルバンドル
questRewardMachineGunBundleT2Desc,items,Item,,A Tactical Assault Rifle and some 7.62 mm ammo,タクティカル アサルト ライフルと 7.62 mm 弾薬
questRewardPistolBundleT3,items,Item,,SMG-5 Bundle,SMG-5 バンドル
questRewardPistolBundleT3Desc,items,Item,,A SMG-5 and some 9 mm ammo,SMG-5 と 9 mm 弾薬数発
questRewardShotgunBundleT3,items,Item,,Auto Shotgun Bundle,オートショットガンバンドル
questRewardShotgunBundleT3Desc,items,Item,,An Auto Shotgun and some shells,オートショットガンといくつかの砲弾
questRewardRifleBundletT3,items,Item,,Sniper Rifle Bundle,スナイパーライフルバンドル
questRewardRifleBundletT3Desc,items,Item,,A Sniper Rifle and some 7.62 mm ammo,スナイパーライフルと 7.62 mm 弾薬
questRewardMachineGunBundleT3,items,Item,,M60 Bundle,M60 バンドル
questRewardMachineGunBundleT3Desc,items,Item,,An M60 and some 7.62 mm ammo,M60 と 7.62 mm 弾薬
questRewardKnucklesImpT4,items,Item,,Knuckles [DECEA3]Improved[-] Bundle,ナックルズ[DECEA3]改良[-]バンドル
questRewardKnucklesImpT4Desc,items,Item,,Improved [DECEA3]Knuckles[-].,[DECEA3]ナックル[-]を改良しました。
questRewardClubImpBundleT4,items,Item,,Club [DECEA3]Improved[-] Bundle,クラブ[DECEA3]改善[-]バンドル
