Key,Source,Context,Changes,English,Spanish
perkCamelStockName,progression,perk,,Camel Stock,Reserva de camello
perkCamelStockDesc,progression,perk,,The ability to retain water in the body will help anyone survive. It increases water reserves.,La capacidad de retener agua en el cuerpo ayuda a cualquier persona a sobrevivir. Aumenta las reservas de agua.
perkCamelStockRank1LongDesc,progression,Skills,,Water reserves increased by [DECEA3]20[-],Las reservas de agua aumentan en [DECEA3]20[-]
perkCamelStockRank2LongDesc,progression,Skills,,Water reserves increased by [DECEA3]40[-],Las reservas de agua aumentan en [DECEA3]40[-]
perkCamelStockRank3LongDesc,progression,Skills,,Water reserves increased by [DECEA3]60[-],Las reservas de agua aumentan en [DECEA3]60[-]
perkCamelStockRank4LongDesc,progression,Skills,,Water reserves increased by [DECEA3]80[-],Las reservas de agua aumentan en [DECEA3]80[-]
perkCamelStockRank5LongDesc,progression,Skills,,Water reserves increased by [DECEA3]100[-],Las reservas de agua aumentan en [DECEA3]100[-]
perkCamelStockRank6LongDesc,progression,Skills,,Water reserves increased by [DECEA3]120[-],Las reservas de agua aumentan en [DECEA3]120[-]
perkCamelStockRank7LongDesc,progression,Skills,,Water reserves increased by [DECEA3]140[-],Las reservas de agua aumentan en [DECEA3]140[-]
perkCamelStockRank8LongDesc,progression,Skills,,Water reserves increased by [DECEA3]160[-],Las reservas de agua aumentan en [DECEA3]160[-]
perkCamelStockRank9LongDesc,progression,Skills,,Water reserves increased by [DECEA3]180[-],Las reservas de agua aumentan en [DECEA3]180[-]
perkCamelStockRank10LongDesc,progression,Skills,,Water reserves increased by [DECEA3]200[-],Las reservas de agua aumentan en [DECEA3]200[-]
perkCamelStockRank1Desc,progression,Skills,,+20 to water,+20 a las reservas de agua
perkCamelStockRank2Desc,progression,Skills,,+40 to water,+40 a las reservas de agua
perkCamelStockRank3Desc,progression,Skills,,+60 to water,+60 a las reservas de agua
perkCamelStockRank4Desc,progression,Skills,,+80 to water,+80 a las reservas de agua
perkCamelStockRank5Desc,progression,Skills,,+100 to water,+100 a las reservas de agua
perkCamelStockRank6Desc,progression,Skills,,+120 to water,+120 a las reservas de agua
perkCamelStockRank7Desc,progression,Skills,,+140 to water,+140 a las reservas de agua
perkCamelStockRank8Desc,progression,Skills,,+160 to water,+160 a las reservas de agua
perkCamelStockRank9Desc,progression,Skills,,+180 to water,+180 a las reservas de agua
perkCamelStockRank10Desc,progression,Skills,,+200 to water,+200 a las reservas de agua
perkFastFeetName,progression,perk,,Speed walker,Corredor veloz
perkFastFeetDesc,progression,perk,,Fast legs are essential when exploring the wasteland. Who knows who might show up and where. By training your legs you increase your overall movement speed.,"Las piernas rápidas son esenciales al explorar el páramo. Quién sabe quién o qué puede aparecer. Al entrenar tus piernas, aumentas tu velocidad de movimiento general."
perkFastFeetRank1LongDesc,progression,Skills,,"Movement speed increased by [DECEA3]5%[-], and stamina consumption while running decreased by [DECEA3]2.5%[-]","La velocidad de movimiento aumenta en un [DECEA3]5%[-], y el consumo de resistencia al correr disminuye en un [DECEA3]2.5%[-]"
perkFastFeetRank2LongDesc,progression,Skills,,"Movement speed increased by [DECEA3]10%[-], and stamina consumption while running decreased by [DECEA3]5%[-]","La velocidad de movimiento aumenta en un [DECEA3]10%[-], y el consumo de resistencia al correr disminuye en un [DECEA3]5%[-]"
perkFastFeetRank3LongDesc,progression,Skills,,"Movement speed increased by [DECEA3]15%[-], and stamina consumption while running decreased by [DECEA3]7.5%[-]","La velocidad de movimiento aumenta en un [DECEA3]15%[-], y el consumo de resistencia al correr disminuye en un [DECEA3]7.5%[-]"
perkFastFeetRank4LongDesc,progression,Skills,,"Movement speed increased by [DECEA3]20%[-], and stamina consumption while running decreased by [DECEA3]10%[-]","La velocidad de movimiento aumenta en un [DECEA3]20%[-], y el consumo de resistencia al correr disminuye en un [DECEA3]10%[-]"
perkFastFeetRank5LongDesc,progression,Skills,,"Movement speed increased by [DECEA3]25%[-], and stamina consumption while running decreased by [DECEA3]12.5%[-]","La velocidad de movimiento aumenta en un [DECEA3]25%[-], y el consumo de resistencia al correr disminuye en un [DECEA3]12.5%[-]"
perkFastFeetRank6LongDesc,progression,Skills,,"Movement speed increased by [DECEA3]30%[-], and stamina consumption while running decreased by [DECEA3]15%[-]","La velocidad de movimiento aumenta en un [DECEA3]30%[-], y el consumo de resistencia al correr disminuye en un [DECEA3]15%[-]"
perkFastFeetRank7LongDesc,progression,Skills,,"Movement speed increased by [DECEA3]35%[-], and stamina consumption while running decreased by [DECEA3]17.5%[-]","La velocidad de movimiento aumenta en un [DECEA3]35%[-], y el consumo de resistencia al correr disminuye en un [DECEA3]17.5%[-]"
perkFastFeetRank8LongDesc,progression,Skills,,"Movement speed increased by [DECEA3]40%[-], and stamina consumption while running decreased by [DECEA3]20%[-]","La velocidad de movimiento aumenta en un [DECEA3]40%[-], y el consumo de resistencia al correr disminuye en un [DECEA3]20%[-]"
perkFastFeetRank9LongDesc,progression,Skills,,"Movement speed increased by [DECEA3]45%[-], and stamina consumption while running decreased by [DECEA3]22.5%[-]","La velocidad de movimiento aumenta en un [DECEA3]45%[-], y el consumo de resistencia al correr disminuye en un [DECEA3]22.5%[-]"
perkFastFeetRank10LongDesc,progression,Skills,,"Movement speed increased by [DECEA3]50%[-], and stamina consumption while running decreased by [DECEA3]25%[-]","La velocidad de movimiento aumenta en un [DECEA3]50%[-], y el consumo de resistencia al correr disminuye en un [DECEA3]25%[-]"
perkFastFeetRank1Desc,progression,Skills,,+5% movement speed,+5% velocidad de movimiento
perkFastFeetRank2Desc,progression,Skills,,+10% movement speed,+10% velocidad de movimiento
perkFastFeetRank3Desc,progression,Skills,,+15% movement speed,+15% velocidad de movimiento
perkFastFeetRank4Desc,progression,Skills,,+20% movement speed,+20% velocidad de movimiento
perkFastFeetRank5Desc,progression,Skills,,+25% movement speed,+25% velocidad de movimiento
perkFastFeetRank6Desc,progression,Skills,,+30% movement speed,+30% velocidad de movimiento
perkFastFeetRank7Desc,progression,Skills,,+35% movement speed,+35% velocidad de movimiento
perkFastFeetRank8Desc,progression,Skills,,+40% movement speed,+40% velocidad de movimiento
perkFastFeetRank9Desc,progression,Skills,,+45% movement speed,+45% velocidad de movimiento
perkFastFeetRank10Desc,progression,Skills,,+50% movement speed,+50% velocidad de movimiento
perkRangeCombatPerfName,progression,perk,,Ranged combat,Combate a distancia
perkRangeCombatPerfDesc,progression,perk,,"Accurately and quickly hitting a target at a distance is not an easy task. By developing superiority in ranged combat, you can deal more damage with any ranged weapon.","Acertar de forma precisa y rápida a un objetivo a distancia no es tarea fácil. Al desarrollar superioridad en el combate a distancia, puedes infligir más daño con cualquier arma a distancia."
perkRangeCombatPerfRank1LongDesc,progression,Skills,,You deal [DECEA3]20%[-] more damage with all ranged weapons.,Infliges un [DECEA3]20%[-] más de daño con todas las armas a distancia.
perkRangeCombatPerfRank2LongDesc,progression,Skills,,You deal [DECEA3]40%[-] more damage with all ranged weapons.,Infliges un [DECEA3]40%[-] más de daño con todas las armas a distancia.
perkRangeCombatPerfRank3LongDesc,progression,Skills,,You deal [DECEA3]60%[-] more damage with all ranged weapons.,Infliges un [DECEA3]60%[-] más de daño con todas las armas a distancia.
perkRangeCombatPerfRank4LongDesc,progression,Skills,,You deal [DECEA3]80%[-] more damage with all ranged weapons.,Infliges un [DECEA3]80%[-] más de daño con todas las armas a distancia.
perkRangeCombatPerfRank5LongDesc,progression,Skills,,You deal [DECEA3]100%[-] more damage with all ranged weapons.,Infliges un [DECEA3]100%[-] más de daño con todas las armas a distancia.
perkRangeCombatPerfRank6LongDesc,progression,Skills,,You deal [DECEA3]120%[-] more damage with all ranged weapons.,Infliges un [DECEA3]120%[-] más de daño con todas las armas a distancia.
perkRangeCombatPerfRank7LongDesc,progression,Skills,,You deal [DECEA3]140%[-] more damage with all ranged weapons.,Infliges un [DECEA3]140%[-] más de daño con todas las armas a distancia.
perkRangeCombatPerfRank8LongDesc,progression,Skills,,You deal [DECEA3]160%[-] more damage with all ranged weapons.,Infliges un [DECEA3]160%[-] más de daño con todas las armas a distancia.
perkRangeCombatPerfRank9LongDesc,progression,Skills,,You deal [DECEA3]180%[-] more damage with all ranged weapons.,Infliges un [DECEA3]180%[-] más de daño con todas las armas a distancia.
perkRangeCombatPerfRank10LongDesc,progression,Skills,,You deal [DECEA3]200%[-] more damage with all ranged weapons.,Infliges un [DECEA3]200%[-] más de daño con todas las armas a distancia.
perkRangeCombatPerfRank1Desc,progression,Skills,,+20% ranged weapon damage,+20% de daño con armas a distancia
perkRangeCombatPerfRank2Desc,progression,Skills,,+40% ranged weapon damage,+40% de daño con armas a distancia
perkRangeCombatPerfRank3Desc,progression,Skills,,+60% ranged weapon damage,+60% de daño con armas a distancia
perkRangeCombatPerfRank4Desc,progression,Skills,,+80% ranged weapon damage,+80% de daño con armas a distancia
perkRangeCombatPerfRank5Desc,progression,Skills,,+100% ranged weapon damage,+100% de daño con armas a distancia
perkRangeCombatPerfRank6Desc,progression,Skills,,+120% ranged weapon damage,+120% de daño con armas a distancia
perkRangeCombatPerfRank7Desc,progression,Skills,,+140% ranged weapon damage,+140% de daño con armas a distancia
perkRangeCombatPerfRank8Desc,progression,Skills,,+160% ranged weapon damage,+160% de daño con armas a distancia
perkRangeCombatPerfRank9Desc,progression,Skills,,+180% ranged weapon damage,+180% de daño con armas a distancia
perkRangeCombatPerfRank10Desc,progression,Skills,,+200% ranged weapon damage,+200% de daño con armas a distancia
perkMeleeCombatPerfName,progression,perk,,Melee combat,Combate cuerpo a cuerpo
perkMeleeCombatPerfDesc,progression,perk,,It is not easy to hit with any weapon in melee combat. By developing superiority in melee combat you can deal more damage with any melee weapon.,"No es fácil golpear con un arma en combate cuerpo a cuerpo. Al desarrollar superioridad en el combate cuerpo a cuerpo, puedes infligir más daño con cualquier arma cuerpo a cuerpo."
perkMeleeCombatPerfRank1LongDesc,progression,Skills,,You deal [DECEA3]30%[-] more damage with all melee weapons.,Infliges un [DECEA3]30%[-] más de daño con todas las armas cuerpo a cuerpo.
perkMeleeCombatPerfRank2LongDesc,progression,Skills,,You deal [DECEA3]60%[-] more damage with all melee weapons.,Infliges un [DECEA3]60%[-] más de daño con todas las armas cuerpo a cuerpo.
perkMeleeCombatPerfRank3LongDesc,progression,Skills,,You deal [DECEA3]90%[-] more damage with all melee weapons.,Infliges un [DECEA3]90%[-] más de daño con todas las armas cuerpo a cuerpo.
perkMeleeCombatPerfRank4LongDesc,progression,Skills,,You deal [DECEA3]120%[-] more damage with all melee weapons.,Infliges un [DECEA3]120%[-] más de daño con todas las armas cuerpo a cuerpo.
perkMeleeCombatPerfRank5LongDesc,progression,Skills,,You deal [DECEA3]150%[-] more damage with all melee weapons.,Infliges un [DECEA3]150%[-] más de daño con todas las armas cuerpo a cuerpo.
perkMeleeCombatPerfRank6LongDesc,progression,Skills,,You deal [DECEA3]180%[-] more damage with all melee weapons.,Infliges un [DECEA3]180%[-] más de daño con todas las armas cuerpo a cuerpo.
perkMeleeCombatPerfRank7LongDesc,progression,Skills,,You deal [DECEA3]210%[-] more damage with all melee weapons.,Infliges un [DECEA3]210%[-] más de daño con todas las armas cuerpo a cuerpo.
perkMeleeCombatPerfRank8LongDesc,progression,Skills,,You deal [DECEA3]240%[-] more damage with all melee weapons.,Infliges un [DECEA3]240%[-] más de daño con todas las armas cuerpo a cuerpo.
perkMeleeCombatPerfRank9LongDesc,progression,Skills,,You deal [DECEA3]270%[-] more damage with all melee weapons.,Infliges un [DECEA3]270%[-] más de daño con todas las armas cuerpo a cuerpo.
perkMeleeCombatPerfRank10LongDesc,progression,Skills,,You deal [DECEA3]300%[-] more damage with all melee weapons.,Infliges un [DECEA3]300%[-] más de daño con todas las armas cuerpo a cuerpo.
perkMeleeCombatPerfRank1Desc,progression,Skills,,+30% melee weapon damage,+30% de daño con armas cuerpo a cuerpo
perkMeleeCombatPerfRank2Desc,progression,Skills,,+60% melee weapon damage,+60% de daño con armas cuerpo a cuerpo
perkMeleeCombatPerfRank3Desc,progression,Skills,,+90% melee weapon damage,+90% de daño con armas cuerpo a cuerpo
perkMeleeCombatPerfRank4Desc,progression,Skills,,+120% melee weapon damage,+120% de daño con armas cuerpo a cuerpo
perkMeleeCombatPerfRank5Desc,progression,Skills,,+150% melee weapon damage,+150% de daño con armas cuerpo a cuerpo
perkMeleeCombatPerfRank6Desc,progression,Skills,,+180% melee weapon damage,+180% de daño con armas cuerpo a cuerpo
perkMeleeCombatPerfRank7Desc,progression,Skills,,+210% melee weapon damage,+210% de daño con armas cuerpo a cuerpo
perkMeleeCombatPerfRank8Desc,progression,Skills,,+240% melee weapon damage,+240% de daño con armas cuerpo a cuerpo
perkMeleeCombatPerfRank9Desc,progression,Skills,,+270% melee weapon damage,+270% de daño con armas cuerpo a cuerpo
perkMeleeCombatPerfRank10Desc,progression,Skills,,+300% melee weapon damage,+300% de daño con armas cuerpo a cuerpo
perkPackMuleRank1LongDesc,progression,perk Str,,Who has time to organize their stuff perfectly?\nCarry three more items without being encumbered.\nIncreases the crafting speed of items from your inventory by [DECEA3]10%[-].\nYour pack has a [DECEA3]3%[-] chance to ignore physical damage when hit.,¿Quién tiene tiempo para organizar sus cosas a la perfección?\nLleva tres objetos más sin sobrecargarte.\nAumenta la velocidad de creación de objetos de tu inventario en un [DECEA3]10%[-].\nTu mochila tiene un [DECEA3]3%[-] de probabilidad de ignorar el daño físico al recibir un golpe.
perkPackMuleRank2LongDesc,progression,perk Str,,You know it's in there somewhere.\nCarry three additional items without being encumbered.\nIncreases the crafting speed of items from your inventory by [DECEA3]15%[-]\nYour pack has a [DECEA3]6%[-] chance to ignore physical damage when hit.,Sabes que está ahí en alguna parte.\nLleva tres artículos adicionales sin estar sobrecargado.\nAumenta la velocidad de creación de artículos de tu inventario en un [DECEA3]15%[-]\nTu mochila tiene una probabilidad de [DECEA3]6%[-] de ignorar el daño físico cuando es golpeado.
perkPackMuleRank3LongDesc,progression,perk Str,,You know exactly where everything is.\nCarry four additional items without being encumbered.\nIncreases the crafting speed of items from your inventory by [DECEA3]20%[-].\nYour pack has a [DECEA3]9%[-] chance to ignore physical damage when hit.,Sabes exactamente dónde está todo.\nLleva cuatro artículos adicionales sin estar sobrecargado.\nAumenta la velocidad de creación de artículos de tu inventario en un [DECEA3]20%[-].\nTu mochila tiene una probabilidad de [DECEA3]9%[-] de ignorar el daño físico cuando es golpeado.
perkPackMuleRank4LongDesc,progression,perk Str,,"You just passed inspection, private.\nCarry four more items without being encumbered.\nIncreases the crafting speed of items from your inventory by [DECEA3]25%[-]\nYour pack has a [DECEA3]12%[-] chance to ignore physical damage when hit.","Acabas de pasar la inspección, privado.\nLleva cuatro artículos más sin estar sobrecargados.\nAumenta la velocidad de elaboración de artículos de tu inventario en un [DECEA3]25%[-]\nTu mochila tiene una probabilidad de [DECEA3]12%[-] de ignorar el daño físico cuando es golpeado."
perkPackMuleRank5LongDesc,progression,perk Str,,Now you're just showing off! You're either part mule or a circus strongman.\nCarry four more items without being encumbered.\nIncreases the crafting speed of items from your inventory by [DECEA3]30%[-].\nYour pack has a [DECEA3]15%[-] chance to ignore physical damage when hit.,¡Ahora sólo estás presumiendo! Eres mitad mula o un hombre fuerte de circo.\nLleva cuatro artículos más sin estar sobrecargado.\nAumenta la velocidad de elaboración de artículos de tu inventario en un [DECEA3]30%[-].\nTu mochila tiene una probabilidad de [DECEA3]15%[-] de ignorar el daño físico cuando te golpean.
skillGlobalName,progression,Skills,,Global skills,Habilidades globales
perkOrganizerName,progression,perk,,Organizer,Organizador
perkOrganizerDesc,progression,perk,,"Skills in organizing corporate events and other activities can be useful even after a nuclear explosion. With this experience, any expedition can proceed more quickly and the chances of its success increase.","Las habilidades para organizar eventos corporativos y otras actividades pueden ser útiles incluso después de una explosión nuclear. Con esta experiencia, cualquier expedición puede avanzar con mayor rapidez y aumentan las probabilidades de éxito."
perkOrganizerRank1LongDesc,progression,Skills,,"Attention to detail in expedition organization pays off. Expedition duration is reduced by [DECEA3]10%[-], and the chance of successful completion is increased by [DECEA3]4%[-].",La atención al detalle en la organización de expediciones da sus frutos. La duración de la expedición se reduce en un [DECEA3]10%[-] y la probabilidad de completarla con éxito aumenta en un [DECEA3]4%[-].
perkOrganizerRank2LongDesc,progression,Skills,,"Good organization means good results. Expedition duration has been reduced by [DECEA3]20%[-], and the chance of successful completion has been increased by [DECEA3]8%[-].",Una buena organización se traduce en buenos resultados. La duración de la expedición se ha reducido en un [DECEA3]20%[-] y la probabilidad de completarla con éxito se ha incrementado en un [DECEA3]8%[-].
perkOrganizerRank3LongDesc,progression,Skills,,"Selecting participants is the foundation for a successful expedition. Expedition duration has been reduced by [DECEA3]30%[-], and the chance of successful completion has been increased by [DECEA3]12%[-].",La selección de participantes es fundamental para una expedición exitosa. La duración de la expedición se ha reducido en un [DECEA3]30%[-] y la probabilidad de completarla con éxito se ha incrementado en un [DECEA3]12%[-].
perkOrganizerRank4LongDesc,progression,Skills,,"Understanding all aspects of preparing and executing even the most complex expeditions leaves virtually no chance of mission failure. Expedition duration has been reduced by [DECEA3]40%[-], and the chance of successful completion has been increased by [DECEA3]16%[-].","Comprender todos los aspectos de la preparación y ejecución, incluso de las expediciones más complejas, prácticamente elimina el riesgo de fracaso. La duración de la expedición se ha reducido en un [DECEA3]40%[-] y la probabilidad de completarla con éxito se ha incrementado en un [DECEA3]16%[-]."
perkOrganizerRank5LongDesc,progression,Skills,,"Better preparation is simply impossible. Now everything depends on the best team. Expedition duration has been reduced by [DECEA3]50%[-], and the chance of successful completion has been increased by [DECEA3]20%[-].",Una mejor preparación es simplemente imposible. Ahora todo depende del mejor equipo. La duración de la expedición se ha reducido en un [DECEA3]50%[-] y la probabilidad de completarla con éxito se ha incrementado en un [DECEA3]20%[-].
perkOrganizerRank1Desc,progression,Skills,,Beginning,Principiante
perkOrganizerRank2Desc,progression,Skills,,Good organizer,Un buen organizador
perkOrganizerRank3Desc,progression,Skills,,Friend of mercenaries,Amigo de mercenarios
perkOrganizerRank4Desc,progression,Skills,,Organization Expert,Experto en organización
perkOrganizerRank5Desc,progression,Skills,,Master of Expeditions,Maestro de expediciones
perkAggressorName,progression,perk,,Aggressor,Agresor
perkAggressorDesc,progression,perk,,"If you aggressively seek adventure, it will surely find you. Killing minibosses and bosses can attract new enemies.","Si buscas aventuras de forma agresiva, seguro que te encontrarán. Matar a minijefes y jefes puede atraer a nuevos enemigos."
perkAggressorRank1LongDesc,progression,Skills,,"If you find big loot, there may be more nearby. Killing a miniboss has an [DECEA3]8%[-] chance of attracting a new one, and killing a boss has an [DECEA3]4%[-] chance of attracting another one.","Si encuentras un gran botín, puede que haya más cerca. Matar a un minijefe tiene un [DECEA3]8%[-] de probabilidad de atraer a uno nuevo, y matar a un jefe tiene un [DECEA3]4%[-] de probabilidad de atraer a otro."
perkAggressorRank2LongDesc,progression,Skills,,"You know how to throw a party even in a contaminated area. Killing a miniboss has an [DECEA3]16%[-] chance of attracting a new one, and killing a boss has an [DECEA3]8%[-] chance of attracting another one.","Sabes cómo organizar una fiesta incluso en una zona contaminada. Matar a un minijefe tiene un [DECEA3]16%[-] de probabilidad de atraer a uno nuevo, y matar a un jefe tiene un [DECEA3]8%[-] de probabilidad de atraer a otro."
perkAggressorRank3LongDesc,progression,Skills,,"If you use a wounded enemy as bait, you can find more. Killing a miniboss has an [DECEA3]24%[-] chance of attracting a new one, and killing a boss has an [DECEA3]12%[-] chance of attracting another one.","Si utilizas a un enemigo herido como cebo, podrás encontrar más. Matar a un minijefe tiene un [DECEA3]24%[-] de probabilidad de atraer a uno nuevo, y matar a un jefe tiene un [DECEA3]12%[-] de probabilidad de atraer a otro."
perkAggressorRank4LongDesc,progression,Skills,,"A walk is much better when there is plenty of prey. Killing a miniboss has an [DECEA3]32%[-] chance of attracting a new one, and killing a boss has an [DECEA3]16%[-] chance of attracting another one.","Es mucho mejor pasear cuando hay mucha presa. Matar a un minijefe tiene un [DECEA3]32%[-] de probabilidad de atraer a uno nuevo, y matar a un jefe tiene un [DECEA3]16%[-] de probabilidad de atraer a otro."
perkAggressorRank5LongDesc,progression,Skills,,"You definitely know how to attract the attention of the whole neighborhood. Killing a miniboss has an [DECEA3]40%[-] chance of attracting a new one, and killing a boss has an [DECEA3]20%[-] chance of attracting another one.","Definitivamente sabes cómo atraer la atención de todo el vecindario. Matar a un minijefe tiene un [DECEA3]40%[-] de probabilidad de atraer a uno nuevo, y matar a un jefe tiene un [DECEA3]20%[-] de probabilidad de atraer a otro."
perkAggressorRank1Desc,progression,Skills,,A lover of noise,Un amante del ruido
perkAggressorRank2Desc,progression,Skills,,Lure Expert,Experto en señuelos
perkAggressorRank3Desc,progression,Skills,,Live bait hunter,Cazador de cebo vivo
perkAggressorRank4Desc,progression,Skills,,Showman,Presentador
perkAggressorRank5Desc,progression,Skills,,Aggressor,Agresor

===
=== Z_Radiostation ===
===


lblCategoryNotes,UI,Tooltip,,Notes Quests,Misiones de notas
lblCategoryRequest,UI,Tooltip,,Support Request,Solicitud de apoyo
lblCategoryRequestAmmo,UI,Tooltip,,Ammunition Request,Solicitud de munición
lblCategoryRareMedicine,UI,Tooltip,,Rare medicines,Medicinas raras
lblCategoryCallBoss,UI,Tooltip,,Boss Hunt,Caza de Jefes
lblCategoryExpedition,UI,Tooltip,,Expedition,Expedición
Objective_Exp_Reconnaissance_key,Quest,Quest Info,,Reconnaissance,Reconocimiento
Objective_Exp_Activity_key,Quest,Quest Info,,Increased Activity,Actividad aumentada
Objective_Exp_Infection_key,Quest,Quest Info,,Infection Foci,Focos de infección
Objective_Exp_Deadzone_key,Quest,Quest Info,,Dead Zone,Zona muerta
exp_gather_statement,Quest,Quest Info,,Expedition equipment,Equipo de expedición
exp_gather_subtitle,Quest,Quest Info,,Preparing the expedition,Preparando la expedición
exp_process_statement,Quest,Quest Info,,Wait until the expedition is completed,Espere hasta que finalice la expedición
exp_process_subtitle,Quest,Quest Info,,Wait until the expedition is completed,Espere hasta que finalice la expedición
exp_complite_statement,Quest,Quest Info,,Expedition was completed successfully,La expedición se completó con éxito
exp_complite_subtitle,Quest,Quest Info,,Expedition was completed successfully,La expedición se completó con éxito
exp_fail_statement,Quest,Quest Info,,Expedition failed,La expedición fracasó
exp_fail_subtitle,Quest,Quest Info,,Expedition failed,La expedición fracasó
prepar_exp_complite,Quest,Quest Info,,Excellent! I'll hand this gear over to the Scav. I think that's enough to begin the mission.,¡Excelente! Le entregaré este equipo al Scav. Creo que con esto basta para comenzar la misión.
exp_complite,Quest,Quest Info,,The expedition was successfully completed. Here's everything we found.,La expedición se completó con éxito. Esto es todo lo que encontramos.
exp_fail,Quest,Quest Info,,"Unfortunately, the news isn't good. The expedition encountered a horde too large. They barely escaped and failed to secure any loot. Let's hope for better luck next time.","Lamentablemente, las noticias no son buenas. La expedición se topó con una horda demasiado grande. Apenas lograron escapar y tampoco consiguieron ningún botín. Esperemos tener mejor suerte la próxima vez."
exp_ArmorBundle_Desc,items,item,,The armor set is used to equip the expedition.,El conjunto de armadura se utiliza para equipar la expedición.
exp_ArmorBundlePreacher,items,item,,Preacher Armor Set,Conjunto de armadura de predicador
exp_ArmorBundleAthletic,items,item,,Athletic Armor Set,Conjunto de armadura atlética
exp_ArmorBundleEnforcer,items,item,,Enforcer Armor Set,Conjunto de armadura de ejecutor
exp_ArmorBundleBiker,items,item,,Biker Armor Set,Conjunto de armadura para motociclista
exp_ArmorBundleRanger,items,item,,Ranger Armor Set,Conjunto de armadura de guardabosques
exp_ArmorBundleCommando,items,item,,Commando Armor Set,Conjunto de armadura de comando
exp_ArmorBundleAssassin,items,item,,Assassin Armor Set,Conjunto de armadura de asesino
exp_ArmorBundleNomad,items,item,,Nomad Armor Set,Conjunto de armadura nómada
exp_ArmorBundleRaider,items,item,,Raider Armor Set,Conjunto de armadura de saqueador
reward_expReconnaissance,items,Resources,,Expedition reward [42C234]Reconnaissance[-],Recompensa de la expedición [42C234]Reconocimiento[-]
reward_expReconnaissanceDesc,items,Resources,,"A reward set for completing an expedition. Opening the set will reward you with random rare modifications, a random ranged weapon, and rare and unique alloys.","Un conjunto de recompensas por completar una expedición. Al abrirlo, obtendrás modificaciones raras aleatorias, un arma cuerpo a cuerpo o a distancia aleatoria y aleaciones raras y únicas."
reward_expActivity,items,Resources,,Expedition reward [FFFF00]Increased Activity[-],Recompensa de la expedición [FFFF00]Actividad aumentada[-]
reward_expActivityDesc,items,Resources,,"A reward set for completing an expedition. Opening the set will reward you with random unique and rare modifications, a random [8692FF]Improved[-] ranged weapon, and rare and unique alloys.","Un conjunto de recompensas por completar una expedición. Al abrir el conjunto, obtendrás modificaciones únicas y raras aleatorias, un arma a distancia [8692FF]mejorada[-] aleatoria y aleaciones raras y únicas."
reward_expInfection,items,Resources,,Expedition reward [FFA032]Infection Foci[-],Recompensa de la expedición [FFA032]Focos de infección[-]
reward_expInfectionDesc,items,Resources,,"A reward set for completing an expedition. Opening the set will grant you random unique and rare modifications, a random [FFB800]Legendary[-] ranged weapon, and rare and unique alloys.","Un conjunto de recompensas por completar una expedición. Al abrir el conjunto, obtendrás modificaciones únicas y raras aleatorias, un arma a distancia [FFB800]Legendaria[-] aleatoria y aleaciones raras y únicas."
reward_expDeadzone,items,Resources,,Expedition reward [FF1400]Dead Zone[-],Recompensa de la expedición [FF1400]Zona muerta[-]
reward_expDeadzoneDesc,items,Resources,,A reward set for completing an expedition. Opening the set will grant you:\nRandom unique and rare modifications.\nA random [F0B18A]Unique[-] ranged and melee weapon.\nRare and unique alloys.,"Un conjunto de recompensa por completar una expedición. Al abrir el conjunto, obtendrás:\nModificaciones únicas y raras aleatorias.\nUn arma [F0B18A]Única[-] aleatoria de distancia y cuerpo a cuerpo.\nAleaciones raras y únicas."
reward_randomAlloys,items,Resources,,Rare alloys,Aleaciones raras
reward_randomAlloysDesc,items,Resources,,The set contains a random amount of rare alloys.\n\nPress [DECEA3]«Open»[-] to receive the resources.,El conjunto contiene una cantidad aleatoria de aleaciones raras.\n\nPresiona [DECEA3]«Abrir»[-] para recibir los recursos.
rewardRareMedicines_SmallBundle,items,Resources,,[DECEA3]Medicine Pack:[-] Rare Medicines,[DECEA3]Paquete de medicamentos:[-] Medicamentos poco comunes
rewardRareMedicines_SmallBundleDesc,items,Resources,,Contains [DECEA3]10[-] rare medicines.\n\nPress [DECEA3]«Open»[-] to receive the medicines.,Contiene [DECEA3]10[-] medicamentos raros.\n\nPresione [DECEA3]«Abrir»[-] para recibir los medicamentos.
rewardRareMedicines_BigBundle,items,Resources,,[DECEA3]Medicine Pack:[-] Rare Medicines,[DECEA3]Paquete de medicamentos:[-] Medicamentos poco comunes
rewardRareMedicines_BigBundleDesc,items,Resources,,Contains [DECEA3]100[-] rare medicines.\n\nPress [DECEA3]«Open»[-] to receive the medicines.,Contiene [DECEA3]100[-] medicamentos raros.\n\nPresione [DECEA3]«Abrir»[-] para recibir los medicamentos.
reward762DU_100Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 7.62 mm [5AFF75](DU)[-],"[DECEA3]Paquete de municiones:[-] 7,62 mm [5AFF75](DU)[-]"
reward762DU_100BundleDesc,items,Resources,,Contains [DECEA3]100[-] rounds of 7.62 mm with [5AFF75]depleted uranium[-].\n\nPress [DECEA3]«Open»[-] to receive the ammunition.,"Contiene [DECEA3]100[-] cartuchos de 7,62 mm con [5AFF75]uranio empobrecido[-].\n\nPresiona [DECEA3]«Abrir»[-] para recibir la munición."
reward762DU_1000Bundle,items,Resources,,[DECEA3]Ammunition Pack:[-] 7.62 mm [5AFF75](DU)[-],"[DECEA3]Paquete de municiones:[-] 7,62 mm [5AFF75](DU)[-]"
