Key,Source,Context,Changes,English,Russian
ammo44magnumSmallCase100_Quest,items,Request,,[DECEA3]Small case:[-] .44 magnum,[DECEA3]Малый кейс:[-] .44 Magnum
ammo44magnumSmallCase100_QuestDesc,items,Request,,"Request for a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] rounds of .44 magnum with [5AFF75]((Depleted Uranium))[-]",Запрос на получение малого кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]100[-] патронов .44 Magnum с [5AFF75]обедненным ураном[-].
ammo44magnumBigCase1000_Quest,items,Request,,[DECEA3]Large case:[-] .44 magnum,[DECEA3]Большой кейс:[-] .44 Magnum
ammo44magnumBigCase1000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] rounds of .44 magnum with [5AFF75]((Depleted Uranium))[-]",Запрос на получение большого кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]1000[-] патронов .44 Magnum с [5AFF75]обедненным ураном[-].
ammo44magnumLargeCase5000_Quest,items,Request,,[DECEA3]Large case:[-] .44 magnum,[DECEA3]Огромный кейс:[-] .44 Magnum
ammo44magnumLargeCase5000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] rounds of .44 magnum with [5AFF75]((Depleted Uranium))[-]",Запрос на получение огромного кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]5000[-] патронов .44 Magnum с [5AFF75]обедненным ураном[-].
ammoShotgunSmallCase100_Quest,items,Request,,[DECEA3]Small case:[-] shotgun slugs,[DECEA3]Малый кейс:[-] Патроны для дробовика
ammoShotgunSmallCase100_QuestDesc,items,Request,,"Request for a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] shotgun slugs with [5AFF75]((Depleted Uranium))[-]",Запрос на получение малого кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]100[-] патронов для дробовика с [5AFF75]обедненным ураном[-].
ammoShotgunBigCase1000_Quest,items,Request,,[DECEA3]Large case:[-] shotgun slugs,[DECEA3]Большой кейс:[-] Патроны для дробовика
ammoShotgunBigCase1000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] shotgun slugs with [5AFF75]((Depleted Uranium))[-]",Запрос на получение большого кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]1000[-] патронов для дробовика с [5AFF75]обедненным ураном[-].
ammoShotgunLargeCase5000_Quest,items,Request,,[DECEA3]Large case:[-] shotgun slugs,[DECEA3]Огромный кейс:[-] Патроны для дробовика
ammoShotgunLargeCase5000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] shotgun slugs with [5AFF75]((Depleted Uranium))[-]",Запрос на получение огромного кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]5000[-] патронов для дробовика с [5AFF75]обедненным ураном[-].
ammoTurretCase1500_Quest,items,Request,,[DECEA3]Large case:[-] Turret Ammunition,[DECEA3]Большой кейс:[-] Боеприпасы для турели
ammoTurretCase1500_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1500[-] turret ammunition with [5AFF75]((Depleted Uranium))[-]",Запрос на получение большого кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]1500[-] боеприпасов для турели с [5AFF75]обедненным ураном[-].
ammoTurretCase9000_Quest,items,Request,,[DECEA3]Large case:[-] Turret Ammunition,[DECEA3]Огромный кейс:[-] Боеприпасы для турели
ammoTurretCase9000_QuestDesc,items,Request,,"Request for a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]9000[-] turret ammunition with [5AFF75]((Depleted Uranium))[-]",Запрос на получение огромного кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]9000[-] боеприпасов для турели с [5AFF75]обедненным ураном[-].
quest_alloys_small_case,Quest,Quest Info,,Excellent work! I'm sure even these supplies will be able to make life easier for a lot of people. The alloys should be sent to you. Keep up the good work!,"Отличная работа! Уверен, даже эти припасы смогут облегчить жизнь немалому количеству народа. Сплавы тебе должны отправить. Продолжай в том же духе!"
quest_alloys_medium_case,Quest,Quest Info,,Excellent! Your supplies will help more than one settlement. The alloys should be sent to you. Keep up the good work!,Превосходно! Твои припасы помогут не одному поселению. Сплавы тебе должны отправить. Продолжай в том же духе!
quest_alloys_big_case,Quest,Quest Info,,"Excellent! With this amount of supplies, we can organize several more safe zones. With your contribution, you are saving the lives of many survivors. The alloys should be sent to you. Keep up the good work!",Превосходно! С таким количеством припасов мы сможем организовать ещё несколько безопасных зон. Своим вкладом ты спасаешь жизни многих выживших. Сплавы тебе должны отправить. Продолжай в том же духе!
ammoSmallCase100Name,Quest,Quest Info,,Request AMMO [DECEA3]Small Case[-],[DECEA3]Малый кейс:[-] Запрос боеприпасов
ammoBigCase1000Name,Quest,Quest Info,,Request AMMO [DECEA3]Large Case[-],[DECEA3]Большой кейс:[-] Запрос боеприпасов
ammoLargeCase5000Name,Quest,Quest Info,,Request AMMO [DECEA3]Large Case[-],[DECEA3]Огромный кейс:[-] Запрос боеприпасов
ammo762SmallCase100Offer,Quest,Quest Info,,"You have requested a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] rounds of 7.62 mm with [5AFF75](Depleted Uranium)[-]",Вы запросили малый кейс экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]100[-] патронов 7.62 мм с [5AFF75]обедненным ураном[-].
ammo762BigCase1000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] rounds of 7.62 mm with [5AFF75](Depleted Uranium)[-]",Вы запросили большой кейс экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]1000[-] патронов 7.62 мм с [5AFF75]обедненным ураном[-].
ammo762LargeCase5000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition. Be careful! This activity may attract minibosses during the quest.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] rounds of 7.62 mm with [5AFF75](Depleted Uranium)[-]",Вы запросили огромный кейс экспериментальных боеприпасов. Будьте осторожны! Эта активность может привлечь минибоссов во время выполнения задания.\n\nПри активации задания вы получите [DECEA3]5000[-] патронов 7.62 мм с [5AFF75]обедненным ураном[-].
ammo9mmSmallCase100Offer,Quest,Quest Info,,"You have requested a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] rounds of 9 mm with [5AFF75](Depleted Uranium)[-]",Вы запросили малый кейс экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]100[-] патронов 9 мм с [5AFF75]обедненным ураном[-].
ammo9mmBigCase1000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] rounds of 9 mm with [5AFF75](Depleted Uranium)[-]",Вы запросили большой кейс экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]1000[-] патронов 9 мм с [5AFF75]обедненным ураном[-].
ammo9mmLargeCase5000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition. Be careful! This activity may attract minibosses during the quest.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] rounds of 9 mm with [5AFF75](Depleted Uranium)[-]",Вы запросили огромный кейс экспериментальных боеприпасов. Будьте осторожны! Эта активность может привлечь минибоссов во время выполнения задания.\n\nПри активации задания вы получите [DECEA3]5000[-] патронов 9 мм с [5AFF75]обедненным ураном[-].
ammo44magnumSmallCase100Offer,Quest,Quest Info,,"You have requested a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] rounds of .44 magnum with [5AFF75](Depleted Uranium)[-]",Запрос на получение малого кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]100[-] патронов .44 Magnum с [5AFF75]обедненным ураном[-].
ammo44magnumBigCase1000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] rounds of .44 magnum with [5AFF75](Depleted Uranium)[-]",Запрос на получение большого кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]1000[-] патронов .44 Magnum с [5AFF75]обедненным ураном[-].
ammo44magnumLargeCase5000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition. Be careful! This activity may attract minibosses during the quest.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] rounds of .44 magnum with [5AFF75](Depleted Uranium)[-]",Запрос на получение огромного кейса экспериментальных боеприпасов. Будьте осторожны! Эта активность может привлечь минибоссов во время выполнения задания.\n\nПри активации задания вы получите [DECEA3]5000[-] патронов .44 Magnum с [5AFF75]обедненным ураном[-].
ammoShotgunSmallCase100Offer,Quest,Quest Info,,"You have requested a small case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]100[-] shotgun slugs with [5AFF75](Depleted Uranium)[-]",Запрос на получение малого кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]100[-] Патроны для дробовика с [5AFF75]обедненным ураном[-].
ammoShotgunBigCase1000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1000[-] shotgun slugs with [5AFF75](Depleted Uranium)[-]",Запрос на получение большого кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]1000[-] Патроны для дробовика с [5AFF75]обедненным ураном[-].
ammoShotgunLargeCase5000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition. Be careful! This activity may attract minibosses during the quest.\n\nWhen you activate the mission, you will receive [DECEA3]5000[-] shotgun slugs with [5AFF75](Depleted Uranium)[-]",Запрос на получение огромного кейса экспериментальных боеприпасов. Будьте осторожны! Эта активность может привлечь минибоссов во время выполнения задания.\n\nПри активации задания вы получите [DECEA3]5000[-] Патроны для дробовика с [5AFF75]обедненным ураном[-].
ammoTurretCase1500Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition.\n\nWhen you activate the mission, you will receive [DECEA3]1500[-] turret ammunition with [5AFF75](Depleted Uranium)[-]",Запрос на получение большого кейса экспериментальных боеприпасов.\n\nПри активации задания вы получите [DECEA3]1500[-] боеприпасов для турели с [5AFF75]обедненным ураном[-].
ammoTurretCase9000Offer,Quest,Quest Info,,"You have requested a large case of experimental ammunition. Be careful! This activity may attract minibosses during the quest.\n\nWhen you activate the mission, you will receive [DECEA3]9000[-] turret ammunition with [5AFF75](Depleted Uranium)[-]",Запрос на получение большого кейса экспериментальных боеприпасов. Будьте осторожны! Эта активность может привлечь минибоссов во время выполнения задания.\n\nПри активации задания вы получите [DECEA3]9000[-] боеприпасов для турели с [5AFF75]обедненным ураном[-].
UltraLightAlloysSmall_Quest,items,Request,,[DECEA3]Small case[-] Ultra light alloys,[DECEA3]Малый кейс:[-] Сверхлегкие сплавы
UltraLightAlloysSmall_QuestDesc,items,Request,,"Request for a small resource case.\nBe careful, dropping the cargo may attract the attention of zombies.\n\nIf you successfully receive the cargo, you will receive [DECEA3]10 Ultra light alloys.[-]",Запрос на получение малого кейса ресурсов.\nБудьте осторожны: сброс груза может привлечь внимание зомби.\n\nВ случае успешного получения груза вы получите [DECEA3]10 Сверхлёгких сплавов.[-]
requestUltraStrengthAlloysSmall,items,Request,,[DECEA3]Small case[-] Ultra strength alloys,[DECEA3]Малый кейс:[-] Сверхпрочные сплавы
requestUltraStrengthAlloysSmallDesc,items,Request,,"Request for a small resource case.\nBe careful, dropping the cargo may attract the attention of zombies.\n\nIf you successfully receive the cargo, you will receive [DECEA3]10 Ultra strength alloys.[-]",Запрос на получение малого кейса ресурсов.\nБудьте осторожны: сброс груза может привлечь внимание зомби.\n\nВ случае успешного получения груза вы получите [DECEA3]10 Сверхпрочных сплавов.[-]
requestExperimentalAlloysSmall,items,Request,,[DECEA3]Small case[-] Experimental alloys,[DECEA3]Малый кейс:[-] Экспериментальные сплавы
requestExperimentalAlloysSmallDesc,items,Request,,"Request for a small resource case.\nBe careful, dropping the cargo may attract the attention of zombies.\n\nIf you successfully receive the cargo, you will receive [DECEA3]10 Experimental alloys.[-]",Запрос на получение малого кейса ресурсов.\nБудьте осторожны: сброс груза может привлечь внимание зомби.\n\nВ случае успешного получения груза вы получите [DECEA3]10 Экспериментальных сплавов.[-]
requestUltraLightAlloysMedium,items,Request,,[DECEA3]Medium case[-] Ultra light alloys,[DECEA3]Средний кейс:[-] Сверхлегкие сплавы
requestUltraLightAlloysMediumDesc,items,Request,,"Request to receive a medium case of resources.\nBe careful, dropping the cargo may attract the attention of zombies from all over the area.\n\nIf you successfully receive the cargo, you will receive [DECEA3]50 Ultra light alloys.[-]",Запрос на получение среднего кейса ресурсов.\nБудьте осторожны: сброс груза может привлечь внимание зомби со всей округи.\n\nВ случае успешного получения груза вы получите [DECEA3]50 Сверхлёгких сплавов.[-]
requestUltraStrengthAlloysMedium,items,Request,,[DECEA3]Medium case[-] Ultra strength alloys,[DECEA3]Средний кейс:[-] Сверхпрочные сплавы
requestUltraStrengthAlloysMediumDesc,items,Request,,"Request to receive a medium case of resources.\nBe careful, dropping the cargo may attract the attention of zombies from all over the area.\n\nIf you successfully receive the cargo, you will receive [DECEA3]50 Ultra strength alloys.[-]",Запрос на получение среднего кейса ресурсов.\nБудьте осторожны: сброс груза может привлечь внимание зомби со всей округи.\n\nВ случае успешного получения груза вы получите [DECEA3]50 Сверхпрочных сплавов.[-]
requestExperimentalAlloysMedium,items,Request,,[DECEA3]Medium case[-] Experimental alloys,[DECEA3]Средний кейс:[-] Экспериментальные сплавы
requestExperimentalAlloysMediumDesc,items,Request,,"Request to receive a medium case of resources.\nBe careful, dropping the cargo may attract the attention of zombies from all over the area.\n\nIf you successfully receive the cargo, you will receive [DECEA3]50 Experimental alloys.[-]",Запрос на получение среднего кейса ресурсов.\nБудьте осторожны: сброс груза может привлечь внимание зомби со всей округи.\n\nВ случае успешного получения груза вы получите [DECEA3]50 Экспериментальных сплавов.[-]
requestUltraLightAlloysBig,items,Request,,[DECEA3]Big case[-] Ultra light alloys,[DECEA3]Большой кейс:[-] Сверхлегкие сплавы
requestUltraLightAlloysBigDesc,items,Request,,"Request for a large case of resources.\nBe careful, dropping such a quantity of cargo will attract the attention of the horde.\n\nIf you successfully receive the cargo, you will receive [DECEA3]100 Ultra light alloys.[-]",Запрос на получение большого кейса ресурсов.\nБудьте осторожны: сброс такого количества груза привлечёт внимание орды.\n\nВ случае успешного получения груза вы получите [DECEA3]100 Сверхлёгких сплавов.[-]
requesUltraStrengthAlloysBig,items,Request,,[DECEA3]Big case[-] Ultra strength alloys,[DECEA3]Большой кейс:[-] Сверхпрочные сплавы
requesUltraStrengthAlloysBigDesc,items,Request,,"Request for a large case of resources.\nBe careful, dropping such a quantity of cargo will attract the attention of the horde.\n\nIf you successfully receive the cargo, you will receive [DECEA3]100 Ultra strength alloys.[-]",Запрос на получение большого кейса ресурсов.\nБудьте осторожны: сброс такого количества груза привлечёт внимание орды.\n\nВ случае успешного получения груза вы получите [DECEA3]100 Сверхпрочных сплавов.[-]
requestExperimentalAlloysBig,items,Request,,[DECEA3]Big case[-] Experimental alloys,[DECEA3]Большой кейс:[-] Экспериментальные сплавы
requestExperimentalAlloysBigDesc,items,Request,,"Request for a large case of resources.\nBe careful, dropping such a quantity of cargo will attract the attention of the horde.\n\nIf you successfully receive the cargo, you will receive [DECEA3]100 Experimental alloys.[-]",Запрос на получение большого кейса ресурсов.\nБудьте осторожны: сброс такого количества груза привлечёт внимание орды.\n\nВ случае успешного получения груза вы получите [DECEA3]100 Экспериментальных сплавов.[-]
radioStation,blocks,Workstation,,Radio Station,Радиостанция
radioStationDesc,blocks,Workstation,,Traders in the exclusion zone cannot help with everything. Communication with the outside world will allow you to exchange rare resources and receive unique tasks.,Торговцы в зоне отчуждения не во всём могут помочь. Связь с внешним миром позволит вам обменивать редкие ресурсы и получать уникальные задания.
SignalSmokeFaint,blocks,QuestItems,,Faint smoke signal (Supplies),Слабый сигнальный дым (Припасы)
SignalSmokeFaintDesc,blocks,QuestItems,,"There is not much smoke, but you can see it from the plane. But be careful, it can attract unnecessary attention.\n\n[DECEA3]Support mission item. Must be placed only outside of any claim block.[-]","Дыма не так много, но с самолёта разглядеть можно. Но будьте осторожны, он может привлечь излишнее внимание.\n\n[DECEA3]Предмет задания поддержки. Размещать необходимо только за пределами любого блока притязания.[-]"
SignalSmokeMedium,blocks,QuestItems,,Medium smoke signal (Supplies),Средний сигнальный дым (Припасы)
SignalSmokeMediumDesc,blocks,QuestItems,,"Medium smoke screen. But be careful, it will definitely attract zombies.\n\n[DECEA3]Support mission item. Must be placed only outside of any claim block.[-]","Средняя дымовая завеса. Но будьте осторожны, это точно привлечет внимание зомби.\n\n[DECEA3]Предмет задания поддержки. Размещать необходимо только за пределами любого блока притязания.[-]"
SignalSmokeStrong,blocks,QuestItems,,Strong smoke signal (Supplies),Сильный сигнальный дым (Припасы)
SignalSmokeStrongDesc,blocks,QuestItems,,"A powerful smoke screen. But be careful, it will definitely attract the attention of the horde.\n\n[DECEA3]Support mission item. Must be placed only outside of any claim block.[-]","Сильная дымовая завеса. Но будьте осторожны, это точно привлечет внимание орды.\n\n[DECEA3]Предмет задания поддержки. Размещать необходимо только за пределами любого блока притязания.[-]"
SignalSmokeAmmoSmall,blocks,QuestItems,,Faint smoke signal (Ammo),Слабый сигнальный дым (Боеприпасы)
SignalSmokeAmmoBig,blocks,QuestItems,,Medium smoke signal (Ammo),Средний сигнальный дым (Боеприпасы)
SignalSmokeAmmoLarge,blocks,QuestItems,,Strong smoke signal (Ammo),Сильный сигнальный дым (Боеприпасы)
quest_support_statement,Quest,Quest Info,,Receive a load of support,Получить груз поддержки
quest_support_subtitle,Quest,Quest Info,,Receive a load of support,Получить груз поддержки
quest_support_response,Quest,Quest Info,,Request support([DECEA3]{poi.distance} {poi.direction}[-]),Запрос поддержки ([DECEA3]{poi.distance} {poi.direction}[-])
SmallCase_Name,Quest,Quest Info,,Support Request [DECEA3]Small Case[-],Запрос поддержки: [DECEA3]Малый кейс[-]
SmallCase01_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the smoke signal when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Ultra Light Alloys[-]","Вы запросили малый кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым, когда будете готовы. Будьте осторожны: он может привлечь нежелательных гостей. Если у вас получится продержаться, вы получите малый набор ресурсов: [DECEA3]Сверхлегкие сплавы.[-]"
SmallCase02_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the smoke signal when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Ultra Strength Alloys[-]","Вы запросили малый кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым, когда будете готовы. Будьте осторожны: он может привлечь нежелательных гостей. Если у вас получится продержаться, вы получите малый набор ресурсов: [DECEA3]Сверхпрочные сплавы.[-]"
SmallCase03_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the smoke signal when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Experimental alloys[-]","Вы запросили малый кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым, когда будете готовы. Будьте осторожны: он может привлечь нежелательных гостей. Если у вас получится продержаться, вы получите малый набор ресурсов: [DECEA3]Экспериментальные сплавы.[-]"
MediumCase_Name,Quest,Quest Info,,Support Request [DECEA3]Medium Case[-],Запрос поддержки: [DECEA3]Средний кейс[-]
MediumCase01_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the smoke signal when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Ultra Light Alloys[-]","Вы запросили средний кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым, когда будете готовы. Будьте осторожны: он привлечёт спящих со всей округи. Если у вас получится продержаться, вы получите средний набор ресурсов: [DECEA3]Сверхлегкие сплавы.[-]"
MediumCase02_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the smoke signal when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Ultra Strength Alloys[-]","Вы запросили средний кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым, когда будете готовы. Будьте осторожны: он привлечёт спящих со всей округи. Если у вас получится продержаться, вы получите средний набор ресурсов: [DECEA3]Сверхпрочные сплавы.[-]"
MediumCase03_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the smoke signal when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Experimental Alloys[-]","Вы запросили средний кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым, когда будете готовы. Будьте осторожны: он привлечёт спящих со всей округи. Если у вас получится продержаться, вы получите средний набор ресурсов: [DECEA3]Экспериментальные сплавы.[-]"
BigCase_Name,Quest,Quest Info,,Support Request [DECEA3]Large Case[-],Запрос поддержки: [DECEA3]Большой кейс[-]
BigCase_Step1_Name,Quest,Quest Info,,Support Request: Start [DECEA3]Large Case[-],Запрос поддержки: Начало [DECEA3]Большой кейс[-]
BigCase_Step2_Name,Quest,Quest Info,,Support Request [DECEA3]Large Case[-],Запрос поддержки: [DECEA3]Большой кейс[-]
BigCase_Desc,Quest,Quest Info,,"Go to the designated point and place the smoke signal when you are ready. Be careful, this will attract the attention of the horde.\n\n[DECEA3]Be careful: you need to place the smoke signal after activating the task at the designated point. If you place it prematurely, the task will not be completed and you will have to cancel it without a reward.[-]","Отправляйтесь в указанную точку и разместите сигнальный дым, когда будете готовы. Будьте осторожны: это привлечёт внимание орды.\n\n[DECEA3]Будьте внимательны - размещать сигнальный дым нужно после активации задания на указанной точке. Если вы его установите преждевременно - задание не сможет быть завершено, и вам придётся его отменить без награды.[-]"
BigCase01_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the smoke signal when ready. Be careful, this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Ultra Light Alloys[-]","Вы запросили большой кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым, когда будете готовы. Будьте осторожны: это привлечёт внимание орды. Если у вас получится продержаться, вы получите большой набор ресурсов [DECEA3]Сверхлегкие сплавы.[-]"
BigCase02_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the smoke signal when ready. Be careful, this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Ultra Strength Alloys[-]","Вы запросили большой кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым, когда будете готовы. Будьте осторожны: это привлечёт внимание орды. Если у вас получится продержаться, вы получите большой набор ресурсов [DECEA3]Сверхпрочные сплавы.[-]"
BigCase03_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the smoke signal when ready. Be careful, this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Experimental Alloys[-]","Вы запросили большой кейс поддержки. Отправляйтесь в указанную точку и разместите сигнальный дым, когда будете готовы. Будьте осторожны: это привлечёт внимание орды. Если у вас получится продержаться, вы получите большой набор ресурсов [DECEA3]Экспериментальные сплавы.[-]"
dropSmallLightAlloys,entityclasses,Entity,,[DECEA3]Small Case[-] [59F5FF]Ultra Light[-] Alloys,[DECEA3]Малый кейс:[-] [59F5FF]Сверхлегкие[-] Сплавы
dropSmallStrengthAlloys,entityclasses,Entity,,[DECEA3]Small Case[-] [E9653B]Ultra Strength[-] Alloys,[DECEA3]Малый кейс:[-] [E9653B]Сверхпрочные[-] Сплавы
dropSmallExperimentalAlloys,entityclasses,Entity,,[DECEA3]Small Case[-] [882FA7]Experimental[-] Alloys,[DECEA3]Малый кейс:[-] [882FA7]Экспериментальные[-] Сплавы
dropMediumLightAlloys,entityclasses,Entity,,[DECEA3]Medium Case[-] [59F5FF]Ultra Light[-] Alloys,[DECEA3]Средний кейс:[-] [59F5FF]Сверхлёгкие[-] Сплавы
dropMediumStrengthAlloys,entityclasses,Entity,,[DECEA3]Medium Case[-] [E9653B]Ultra Strength[-] Alloys,[DECEA3]Средний кейс:[-] [E9653B]Сверхпрочные[-] Сплавы
dropMediumExperimentalAlloys,entityclasses,Entity,,[DECEA3]Medium Case[-] [882FA7]Experimental[-] Alloys,[DECEA3]Средний кейс:[-] [882FA7]Экспериментальные[-] Сплавы
dropBigLightAlloys,entityclasses,Entity,,[DECEA3]Large Case[-] [59F5FF]Ultra Light[-] Alloys,[DECEA3]Большой кейс:[-] [59F5FF]Сверхлегкие[-] Сплавы
dropBigStrengthAlloys,entityclasses,Entity,,[DECEA3]Large Case[-] [E9653B]Ultra Strength[-] Alloys,[DECEA3]Большой кейс:[-] [E9653B]Сверхпрочные[-] Сплавы
dropBigExperimentalAlloys,entityclasses,Entity,,[DECEA3]Large Case[-] [882FA7]Experimental[-] Alloys,[DECEA3]Большой кейс:[-] [882FA7]Экспериментальные[-] Сплавы
drop762DU_100,entityclasses,Entity,,[DECEA3]Small Case:[-] 7.62 mm,[DECEA3]Малый кейс:[-] 7.62 мм
drop762DU_1000,entityclasses,Entity,,[DECEA3]Big Case:[-] 7.62 mm,[DECEA3]Большой кейс:[-] 7.62 мм
drop762DU_5000,entityclasses,Entity,,[DECEA3]Large Case:[-] 7.62 mm,[DECEA3]Огромный кейс:[-] 7.62 мм
drop44MagnumDU_100,entityclasses,Entity,,[DECEA3]Small Case:[-] .44 Magnum,[DECEA3]Малый кейс:[-] .44 Magnum
drop44MagnumDU_1000,entityclasses,Entity,,[DECEA3]Big Case:[-] .44 Magnum,[DECEA3]Большой кейс:[-] .44 Magnum
drop44MagnumDU_5000,entityclasses,Entity,,[DECEA3]Large Case:[-] .44 Magnum,[DECEA3]Огромный кейс:[-] .44 Magnum
drop9mmDU_100,entityclasses,Entity,,[DECEA3]Small Case:[-] 9 mm,[DECEA3]Малый кейс:[-] 9 мм
drop9mmDU_1000,entityclasses,Entity,,[DECEA3]Big Case:[-] 9 mm,[DECEA3]Большой кейс:[-] 9 мм
drop9mmDU_5000,entityclasses,Entity,,[DECEA3]Large Case:[-] 9 mm,[DECEA3]Огромный кейс:[-] 9 мм
dropShotgunDU_100,entityclasses,Entity,,[DECEA3]Small Case:[-] shotgun slugs,[DECEA3]Малый кейс:[-] Пули для дробовика
dropShotgunDU_1000,entityclasses,Entity,,[DECEA3]Big Case:[-] shotgun slugs,[DECEA3]Большой кейс:[-] Пули для дробовика
dropShotgunDU_5000,entityclasses,Entity,,[DECEA3]Large Case:[-] shotgun slugs,[DECEA3]Огромный кейс:[-] Пули для дробовика
dropTurretDU_1500,entityclasses,Entity,,[DECEA3]Big Case:[-] Turret Ammunition,[DECEA3]Большой кейс:[-] Боеприпасы для турели
dropTurretDU_9000,entityclasses,Entity,,[DECEA3]Large Case:[-] Turret Ammunition,[DECEA3]Огромный кейс:[-] Боеприпасы для турели
drop_RareMed_Small,entityclasses,Entity,,[DECEA3]Small Case:[-] Rare medicines,[DECEA3]Малый кейс:[-] Редкие медикаменты
drop_RareMed_Big,entityclasses,Entity,,[DECEA3]Big Case:[-] Rare medicines,[DECEA3]Большой кейс:[-] Редкие медикаменты

===
=== Z_Rare_Modifiers ===
===


statRadBlocker,ui_display,Item stat,,Irradiation Blocker,Блок облучения
statBossRegenerationBlocker,ui_display,Item stat,,Boss Recovery Blocker,Блок восстановления боссов
