Key,Source,Context,Changes,English,Polish
modGunForegripUniqueDesc,item_modifiers,mod,,"Unique modification, significantly improved control and accuracy when firing a firearm from the hip or while moving","Unikalna modyfikacja, znacznie poprawiająca kontrolę i celność podczas strzelania z biodra lub w ruchu"
modGunBipodImp,item_modifiers,mod,,[DECEA3]Improved[-] Bipod Mod,[DECEA3]Ulepszony[-] Mod dwójnogu
modGunBipodImpDesc,item_modifiers,mod,,"Thanks to the improvement, it significantly increases weapon accuracy and controllability when aiming.",Dzięki udoskonaleniu znacznie zwiększa celność broni i sterowność podczas celowania.
modGunBipodUnique,item_modifiers,mod,,[FFB800]Unique[-] Bipod Mod,[FFB800]Unikalny[-] Dwójnóg Mod
modGunBipodUniqueDesc,item_modifiers,mod,,"Unique modification, it significantly increases weapon accuracy and controllability when aiming.","Unikalna modyfikacja, znacznie zwiększająca celność broni i sterowność podczas celowania."
modGunSoundSuppressorSilencerImp,item_modifiers,mod,,[DECEA3]Improved[-] Silencer Mod,[DECEA3]Ulepszony[-] Mod tłumika
modGunSoundSuppressorSilencerImpDesc,item_modifiers,mod,,"Thanks to the improvement, it significantly reduces the volume of the shot, while the maximum range and damage are slightly reduced. The damage bonus from stealth is increased by [DECEA3]50%[-]","Dzięki udoskonaleniu znacznie zmniejsza głośność strzału, jednocześnie nieznacznie zmniejszając maksymalny zasięg i obrażenia. Premia do obrażeń z ukrycia zostaje zwiększona o [DECEA3]50%[-]"
modGunSoundSuppressorSilencerUnique,item_modifiers,mod,,[FFB800]Unique[-] Silencer Mod,[FFB800]Unikalny[-] Mod tłumika
modGunSoundSuppressorSilencerUniqueDesc,item_modifiers,mod,,"Unique modification, it significantly reduces the volume of the shot, while the maximum firing range is increased by [DECEA3]10%[-]. The damage bonus from stealth is increased by [DECEA3]150%[-]","Unikalna modyfikacja, znacznie zmniejsza głośność strzału, jednocześnie zwiększając maksymalny zasięg ognia o [DECEA3]10%[-]. Premia do obrażeń z ukrycia zostaje zwiększona o [DECEA3]150%[-]"
modGunBoosterExp,item_modifiers,mod,,[FF6666]Experimental[-] Gun Booster Mod,[FF6666]Eksperymentalny[-] Mod wzmacniający broń
modGunBoosterExpDesc,item_modifiers,mod,,"An experimental modification. Increases the rate of fire of automatic weapons by [DECEA3]25%[-].\n\nWhen activated, [DECEA3][ F ][-] additionally increases the rate of fire and breakage rate of weapons by [DECEA3]25%[-].","Eksperymentalna modyfikacja. Aktywowany za pomocą [DECEA3][ F ][-] zwiększa szybkostrzelność o [DECEA3]50%[-], ale także znacznie zwiększa zużycie broni."
modGunBoosterUnique,item_modifiers,mod,,[FFB800]Unique[-] Gun Booster Mod,[FFB800]Unikalny[-] Mod wzmacniający broń
modGunBoosterUniqueDesc,item_modifiers,mod,,"Unique modification. Increases the rate of fire of automatic weapons by [DECEA3]50%[-].\n\nWhen activated, [DECEA3][ F ][-] additionally increases the rate of fire and breakage rate of weapons by [DECEA3]50%[-].","Unikalna modyfikacja po aktywacji [DECEA3][ F ][-] zwiększa szybkostrzelność o [DECEA3]2 razy[-], ale także znacząco zwiększa szybkość niszczenia broni"
modGunDamageAccumulatorExp,item_modifiers,mod,,[FF6666]Experimental[-] Damage Accumulator Mod,[FF6666]Eksperymentalny[-] Mod. akumulatora uszkodzeń
modGunDamageAccumulatorExpDesc,item_modifiers,mod,,"Experimental modification.\nAfter every [DECEA3]6-th[-] shot, subsequent shots have a [DECEA3]50%[-] chance to deal [DECEA3]200%[-] damage.","Eksperymentalna modyfikacja.\nPo każdym [DECEA3]6-tym[-] strzale, kolejne strzały mają [DECEA3]50%[-] szansę na zadanie [DECEA3]200%[-] obrażeń."
modGunDamageAccumulatorUnique,item_modifiers,mod,,[FFB800]Unique[-] Damage Accumulator Mod,[FFB800]Unikalny[-] Mod. Akumulatora Obrażeń
modGunDamageAccumulatorUniqueDesc,item_modifiers,mod,,"Unique modification.\nAfter every [DECEA3]4-th[-] shot, subsequent shots have a [DECEA3]50%[-] chance to deal [DECEA3]400%[-] damage.","Unikalna modyfikacja.\nPo każdym [DECEA3]4-tym[-] strzale, kolejne strzały mają [DECEA3]50%[-] szansę na zadanie [DECEA3]400%[-] obrażeń."
modTurretPartsImp,item_modifiers,mod,,[DECEA3]Improved[-] Turret Parts Mod,[DECEA3]Ulepszony[-] Mod części wieży
modTurretPartsImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the health of robotic hammers and automated turrets by [DECEA3]50%[-]",Dzięki udoskonaleniu zwiększa wytrzymałość robotycznych młotów i automatycznych wieżyczek o [DECEA3]50%[-]
modTurretPartsUnique,item_modifiers,mod,,[FFB800]Unique[-] Turret Parts Mod,[FFB800]Unikalne[-] Części wieży Mod
modTurretPartsUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, increases the health of robotic hammers and automated turrets by [DECEA3]100%[-]",Dzięki udoskonaleniu zwiększa wytrzymałość robotycznych młotów i automatycznych wieżyczek o [DECEA3]100%[-]
modReactorAmplifierImp,item_modifiers,mod,,[DECEA3]Improved[-] Reactor Amplifier Mod,[DECEA3]Ulepszony[-] Mod wzmacniacza reaktora
modReactorAmplifierImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the attack speed of the hammer by [DECEA3]50%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]",Dzięki ulepszeniu zwiększa prędkość ataku młota o [DECEA3]50%[-]\n\n[DECEA3]Instalowany tylko w młocie reaktora.[-]
modReactorAmplifierUnique,item_modifiers,mod,,[FFB800]Unique[-] Reactor Amplifier Mod,[FFB800]Unikalny[-] Wzmacniacz reaktorowy Mod
modReactorAmplifierUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the hammer's attack speed by [DECEA3]100%[-], and also greatly increases the chance of knocking down and the knockback range.\n\n[DECEA3]Installed only in the reactor hammer.[-]","Dzięki udoskonaleniu zwiększa prędkość ataku młota o [DECEA3]100%[-], a także znacznie zwiększa szansę na powalenie i zasięg odrzucenia.\n\n[DECEA3]Instalowany tylko w młocie reaktora.[-]"
modHeavyTipImp,item_modifiers,mod,,[DECEA3]Improved[-] Heavy Tip Mod,[DECEA3]Ulepszony[-] Mod. Ciężka końcówka
modHeavyTipImpDesc,item_modifiers,mod,,"Thanks to the improvement, increases the hammer's damage by [DECEA3]100%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]",Dzięki ulepszeniu zwiększa obrażenia młota o [DECEA3]100%[-]\n\n[DECEA3]Instalowany tylko w młocie reaktora.[-]
modHeavyTipUnique,item_modifiers,mod,,[FFB800]Unique[-] Heavy Tip Mod,[FFB800]Unikalny[-] Mod z ciężką końcówką
modHeavyTipUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, increases the hammer's damage by [DECEA3]200%[-]\n\n[DECEA3]Installed only in the reactor hammer.[-]",Dzięki ulepszeniu zwiększa obrażenia młota o [DECEA3]200%[-]\n\n[DECEA3]Instalowany tylko w młocie reaktora.[-]
modHugeSupplyImp,item_modifiers,mod,,[DECEA3]Improved[-] Huge Supply Mod,[DECEA3]Ulepszony[-] Mod ogromnej podaży
modHugeSupplyImpDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the magazine size by [DECEA3]3[-] times, but also makes the reloading process much longer.\n\n[DECEA3]Only installed in the improved automatic turret.[-]","Dzięki udoskonaleniu zwiększa pojemność magazynka o [DECEA3]3[-] razy, ale także znacznie wydłuża proces przeładowania.\n\n[DECEA3]Instalowany tylko w ulepszonej automatycznej wieży.[-]"
modHugeSupplyUnique,item_modifiers,mod,,[FFB800]Unique[-] Huge Supply Mod,[FFB800]Unikalny[-] Ogromny mod dostaw
modHugeSupplyUniqueDesc,item_modifiers,mod,,"Thanks to the improvement, it increases the magazine size by [DECEA3]6[-] times, but also makes the reloading process much longer.\n\n[DECEA3]Only installed in the improved automatic turret.[-]","Dzięki udoskonaleniu zwiększa pojemność magazynka o [DECEA3]6[-] razy, ale także znacznie wydłuża proces przeładowania.\n\n[DECEA3]Instalowany tylko w ulepszonej automatycznej wieży.[-]"
modVehicleSuperChargerImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Super Charger Mod,[DECEA3]Ulepszony[-] Mod. Super Ładowarka Pojazdu
modVehicleSuperChargerImpDesc,item_modifiers,mod,,"Thanks to the improvement, the acceleration and maximum speed of the vehicle are increased by [DECEA3]30%[-]",Dzięki udoskonaleniu przyspieszenie i prędkość maksymalna pojazdu wzrastają o [DECEA3]30%[-]
modVehicleSuperChargerUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Super Charger Mod,[FFB800]Unikalna[-] Super ładowarka samochodowa Mod
modVehicleSuperChargerUniqueDesc,item_modifiers,mod,,A unique modification that allows you to increase the acceleration and maximum speed of the vehicle by [DECEA3]60%[-],Unikalna modyfikacja pozwalająca zwiększyć przyspieszenie i prędkość maksymalną pojazdu o [DECEA3]60%[-]
modReactorAcceleratorExp,item_modifiers,mod,,[FF6666]Experimental[-] Reactor accelerator Mod,[FF6666]Eksperymentalny[-] Akcelerator reaktora Mod
modReactorAcceleratorExpDesc,item_modifiers,mod,,"A portable reactor can not only power any network, but also significantly increase the power of any engine. Installing such a modification on an [DECEA3]gyrocopter[-] will increase its speed several times, but it also requires twice as much fuel.","Przenośny reaktor może nie tylko zasilić dowolną sieć, ale także znacznie zwiększyć moc dowolnego silnika. Zainstalowanie takiej modyfikacji na wiatrakowcu [DECEA3][-] kilkukrotnie zwiększy jego prędkość, ale wymaga też dwukrotnie większej ilości paliwa."
modVehicleFuelSaverImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Fuel Saver Mod,[DECEA3]Ulepszony[-] Mod oszczędzania paliwa pojazdu
modVehicleFuelSaverImpDesc,item_modifiers,mod,,Significantly reduces vehicle fuel consumption.,Znacząco zmniejsza zużycie paliwa pojazdu.
modVehicleReserveFuelTankImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Reserve Fuel Tank Mod,[DECEA3]Ulepszony[-] Mod. zbiornika paliwa rezerwy pojazdu
modVehicleReserveFuelTankImpDesc,item_modifiers,mod,,Significantly increases the vehicle's fuel capacity,Znacząco zwiększa pojemność paliwową pojazdu
modVehicleFuelSystemUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Advanced Fuel System Mod,[FFB800]Unikalny[-] Zaawansowany układ paliwowy pojazdu Mod
modVehicleFuelSystemUniqueDesc,item_modifiers,mod,,"A unique modification that allows you to reduce fuel consumption by [DECEA3]80%[-], and also increases the fuel reserve by [DECEA3]200%[-]","Unikalna modyfikacja pozwalająca na zmniejszenie zużycia paliwa o [DECEA3]80%[-], a także zwiększenie rezerwy paliwa o [DECEA3]200%[-]"
modVehiclePlowUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Brutal Plow Mod,[FFB800]Unikalny[-] Pojazd Brutalny Pług Mod
modVehiclePlowUniqueDesc,item_modifiers,mod,,A heavy-duty plow for a [DECEA3]4x4 truck[-]. Hundreds of zombies have left their marks on it.\n\nReduces damage taken from objects hitting the front of the [DECEA3]4x4 truck[-]. Significantly increases damage to blocks and creatures.,Wytrzymały pług do ciężarówki [DECEA3]4x4[-]. Setki zombie zostawiły na nim swoje ślady.\n\nZmniejsza obrażenia od obiektów uderzających w przód ciężarówki [DECEA3]4x4[-]. Znacząco zwiększa obrażenia zadawane blokom i stworom.
modVehicleArmorImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Armor Mod,[DECEA3]Ulepszony[-] Mod opancerzenia pojazdu
modVehicleArmorImpDesc,item_modifiers,mod,,"Thanks to the upgrade, it significantly reduces the damage received when objects hit the front of the vehicle and also increases damage to blocks and creatures.\nInstalled on a [DECEA3]motorcycle[-] or [DECEA3]gyrocopter[-].","Dzięki ulepszeniu znacznie zmniejsza obrażenia otrzymywane, gdy obiekty uderzają w przód pojazdu, a także zwiększa obrażenia zadawane blokom i stworzeniom.\nZainstalowany na [DECEA3]motocyklu[-] lub [DECEA3]wiatrokopterze[-]."
modVehicleArmorUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Brutal Armor Mod,[FFB800]Unikalny[-] Mod brutalnego pancerza pojazdu
modVehicleArmorUniqueDesc,item_modifiers,mod,,A unique modification that significantly reduces damage received when objects hit the front of the vehicle and also significantly increases damage to blocks and creatures.\nInstalled on a [DECEA3]motorcycle[-] or [DECEA3]gyrocopter[-].,"Unikalna modyfikacja, która znacznie zmniejsza obrażenia otrzymywane, gdy obiekty uderzają w przód pojazdu, a także znacznie zwiększa obrażenia zadawane blokom i stworom.\nInstalowana na [DECEA3]motocyklu[-] lub [DECEA3]wiatrokopterze[-]."
buffJetPackReloadName,buffs,buff,,Recharging the jetpack,Ładowanie plecaka odrzutowego
buffJetPackReloadTooltip,buffs,buff,,Your jetpack is on recharge,Twój plecak odrzutowy jest w trakcie ładowania
buffJetPackReloadIncDesc,buffs,Buff,,"Your jetpack is recharging.\nThe [DECEA3]Convenient Jump[-] ability is active: the Parkour skill bonus does not apply to the first jump, but the next jump within [DECEA3]1.2[-] seconds will receive the full bonus.\nWait until the recharge is complete before using it again.\n\n[DECEA3]Duration: {cvar(.JetPackReload:0)} seconds[-]","Twój plecak odrzutowy ładuje się.\nZdolność [DECEA3]Wygodny skok[-] jest aktywna: premia do umiejętności Parkour nie ma zastosowania do pierwszego skoku, ale następny skok w ciągu [DECEA3]1,2[-] sekundy otrzyma pełną premię.\nPoczekaj, aż doładowanie się zakończy, zanim użyjesz jej ponownie.\n\n[DECEA3]Czas trwania: {cvar(.JetPackReload:0)} sekund[-]"
buffJetPackNormalName,buffs,buff,,JetPack [DECEA3]OFF[-],JetPack [DECEA3]WYŁĄCZONY[-]
buffJetPackNormalTooltip,buffs,buff,,Your jetpack is disabled,Twój plecak odrzutowy jest wyłączony
buffJetPackNormalIncDesc,buffs,Buff,,"Your jetpack is disabled.\nThe [DECEA3]Convenient Jump[-] ability is active: the Parkour skill bonus does not apply to the first jump, but the next jump within [DECEA3]1.2[-] seconds will receive the full bonus.\nYou must activate it to use jump boosts.\n\nIn this mode, stamina consumption when jumping is reduced by [DECEA3]30%[-]","Twój plecak odrzutowy jest wyłączony.\nZdolność [DECEA3]Wygodny skok[-] jest aktywna: premia do umiejętności Parkour nie ma zastosowania do pierwszego skoku, ale następny skok w ciągu [DECEA3]1,2[-] sekundy otrzyma pełny bonus.\nMusisz ją aktywować, aby móc korzystać ze wzmocnień skoku.\n\nW tym trybie zużycie wytrzymałości podczas skoku jest zmniejszone o [DECEA3]30%[-]"
buffJetPackBoostName,buffs,buff,,JetPack [DECEA3]ON[-],JetPack [DECEA3]WŁĄCZONY[-]
buffJetPackBoostTooltip,buffs,buff,,Your jetpack is active,Twój plecak odrzutowy jest aktywny
buffJetPackBoostIncDesc,buffs,Buff,,"Your jetpack is active. Your next jump will be boosted by [DECEA3]{cvar(.JetPackStrength:0)}%[-]\n\n[DECEA3]After a boosted jump, your jetpack will go on recharge. Be careful not to break your legs.[-]","Twój plecak odrzutowy jest aktywny. Twój następny skok zostanie wzmocniony o [DECEA3]{cvar(.JetPackStrength:0)}%[-]\n\n[DECEA3]Po wzmocnionym skoku Twój plecak odrzutowy zostanie ponownie naładowany. Uważaj, aby nie połamać nóg.[-]"
buffMotorBoosterName,buffs,buff,,Tool Booster,Wzmacniacz narzędzi
buffMotorBoosterTooltip,buffs,buff,,tool boost mode active,tryb wzmocnienia narzędzia aktywny
buffMotorBoosterIncDesc,buffs,Buff,,"Active mode [DECEA3]doubles work speed[-]\nAt the same time, the tool's breakage rate is increased by [DECEA3]100%[-].",Tryb aktywny [DECEA3]podwaja prędkość pracy[-]\nJednocześnie współczynnik pękania narzędzia wzrasta o [DECEA3]100%[-].
buffGunBooster1Name,buffs,buff,,[FF6666]Experimental[-] Gun Booster,[FF6666]Eksperymentalny[-] Wzmacniacz broni
buffGunBooster1Tooltip,buffs,buff,,gun boost mode active,tryb doładowania broni aktywny
buffGunBooster1Desc,buffs,Buff,,"Active mode increases the rate of fire by [DECEA3]50%[-]\nAt the same time, the rate of weapon breakdown is significantly increased",Tryb aktywny zwiększa szybkostrzelność o [DECEA3]50%[-]\nJednocześnie znacznie zwiększa się szybkość niszczenia broni
buffGunBooster2Name,buffs,buff,,[FFB800]Unique[-] Gun Booster,[FFB800]Unikalny[-] Wzmacniacz broni
buffGunBooster2Tooltip,buffs,buff,,gun boost mode active,tryb doładowania broni aktywny
buffGunBooster2Desc,buffs,Buff,,"Active mode [DECEA3]doubles the rate of fire[-]\nAt the same time, the weapon's breakdown rate is significantly increased",Tryb aktywny [DECEA3]podwaja szybkostrzelność[-]\nJednocześnie znacznie zwiększa się szybkość rozpadu broni
buffGunDAc1Name,buffs,buff,,[FF6666]Experimental[-] Damage Accumulator - Charging,[FF6666]Eksperymentalny[-] Akumulator uszkodzeń – ładowanie
buffGunDAc1Tooltip,buffs,buff,,Charging the damage accumulator,Ładowanie akumulatora obrażeń
buffGunDAc1Desc,buffs,Buff,,"Active mode accumulates charges when dealing damage to an enemy\nWhen [DECEA3]5[-] is accumulated, subsequent shots have a [DECEA3]50%[-] chance to deal increased damage.","Tryb aktywny gromadzi ładunki, gdy zadaje obrażenia wrogowi.\nGdy zgromadzi się [DECEA3]5[-], kolejne strzały mają [DECEA3]50%[-] szansy na zadanie zwiększonych obrażeń."
buffGunDAcShot1Name,buffs,buff,,[FF6666]Experimental[-] Damage Accumulator - Active,[FF6666]Eksperymentalny[-] Akumulator uszkodzeń – aktywny
buffGunDAcShot1Tooltip,buffs,buff,,damage accumulator active,Aktywny akumulator uszkodzeń
buffGunDAcShot1Desc,buffs,Buff,,The following shots have a [DECEA3]50%[-] chance to deal [DECEA3]200%[-] damage.,Następujące strzały mają [DECEA3]50%[-] szansę na zadanie [DECEA3]200%[-] obrażeń.
buffGunDAc2Name,buffs,buff,,[FFB800]Unique[-] Damage Accumulator - Charging,[FFB800]Unikalny[-] Akumulator uszkodzeń – ładowanie
buffGunDAc2Tooltip,buffs,buff,,Charging the damage accumulator,Ładowanie akumulatora obrażeń
buffGunDAc2Desc,buffs,Buff,,"Active mode accumulates charges when dealing damage to an enemy\nWhen [DECEA3]3[-] is accumulated, subsequent shots have a [DECEA3]50%[-] chance to deal increased damage.","Tryb aktywny gromadzi ładunki, gdy zadaje obrażenia wrogowi.\nGdy zgromadzi się [DECEA3]3[-], kolejne strzały mają [DECEA3]50%[-] szansy na zadanie zwiększonych obrażeń."
buffGunDAcShot2Name,buffs,buff,,[FFB800]Unique[-] Damage Accumulator - Active,[FFB800]Unikalny[-] Akumulator obrażeń - aktywny
buffGunDAcShot2Tooltip,buffs,buff,,damage accumulator active,Aktywny akumulator uszkodzeń
buffGunDAcShot2Desc,buffs,Buff,,The following shots have a [DECEA3]50%[-] chance to deal [DECEA3]400%[-] damage.,Następujące strzały mają [DECEA3]50%[-] szansę na zadanie [DECEA3]400%[-] obrażeń.
buffLSSset,buffs,buff,,LSS-1,LSS-1
buffLSSsetName,buffs,buff,,Life support system,System podtrzymywania życia
buffLSSsetTooltip,buffs,buff,,Life support system active,System podtrzymywania życia aktywny
buffLSSsetIncDesc,buffs,Buff,,"Active Life Support increases your core stats: Health, Stamina, Food and Water by [DECEA3]50[-]. You cannot be paralyzed.","Aktywne wsparcie życia zwiększa Twoje podstawowe statystyki: zdrowie, wytrzymałość, żywność i wodę o [DECEA3]50[-]"
armorModsT5,progression,Attribute,,Advanced modifications,Zaawansowane modyfikacje

===
=== Z_RareItems ===
===


buffRareRobinhoodName,buffs,buff,,Robin Hood,Robin Hooda
buffRareRobinhood1Desc,buffs,Buff,,You benefit from an active bonus from a rare weapon. Reload speed is increased by [DECEA3]50%[-] and damage is increased by [DECEA3]25%[-].,"Korzystasz z aktywnego bonusu z rzadkiej broni. Szybkość przeładowania zwiększa się o [DECEA3]50%[-], a obrażenia zwiększają się o [DECEA3]25%[-]."
buffRareRobinhood2Desc,buffs,Buff,,You benefit from an active bonus from a rare weapon. Reload speed is increased by [DECEA3]100%[-] and damage is increased by [DECEA3]50%[-].,"Korzystasz z aktywnego bonusu z rzadkiej broni. Szybkość przeładowania zwiększa się o [DECEA3]100%[-], a obrażenia zwiększają się o [DECEA3]50%[-]."
buffRareRobinhood3Desc,buffs,Buff,,You benefit from an active bonus from a rare weapon. Reload speed is increased by [DECEA3]200%[-] and damage is increased by [DECEA3]100%[-].,"Korzystasz z aktywnego bonusu z rzadkiej broni. Szybkość przeładowania zwiększa się o [DECEA3]200%[-], a obrażenia zwiększają się o [DECEA3]100%[-]."
rareSniperRifleBundle,items,item,,[FAFF63]Rare[-] Sniper Rifle,[FAFF63]Rzadki[-] Karabin snajperski
rareSniperRifleBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Sniper Rifle (tier 6) with a random property.,Zawiera losowy [FAFF63]rzadki[-] karabin snajperski (poziom 6) z losową właściwością.
rareAutoShotgunBundle,items,item,,[FAFF63]Rare[-] Auto Shotgun,[FAFF63]Rzadka[-] strzelba automatyczna
rareAutoShotgunBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Auto Shotgun (tier 6) with a random property.,Zawiera losową [FAFF63]rzadką[-] strzelbę automatyczną (poziom 6) z losową właściwością.
rareM60Bundle,items,item,,[FAFF63]Rare[-] M60 Machine Gun,[FAFF63]Rzadki[-] Karabin maszynowy M60
rareM60BundleDesc,items,item,,Contains a random [FAFF63]rare[-] M60 Machine Gun (Tier 6) with a random property.,Zawiera losowy [FAFF63]rzadki[-] karabin maszynowy M60 (poziom 6) z losową właściwością.
rareSMG5Bundle,items,item,,[FAFF63]Rare[-] SMG-5,[FAFF63]Rzadki[-] SMG-5
rareSMG5BundleDesc,items,item,,Contains a random [FAFF63]rare[-] SMG-5 (Tier 6) with a random property.,Zawiera losowy [FAFF63]rzadki[-] pistolet maszynowy SMG-5 (poziom 6) z losową właściwością.
rareDesertVultureBundle,items,item,,[FAFF63]Rare[-] .44 Desert Vulture,[FAFF63]Rzadki[-] sęp pustynny .44
rareDesertVultureBundleDesc,items,item,,Contains a random [FAFF63]rare[-] .44 Desert Vulture (Tier 6) with a random property.,Zawiera losowego [FAFF63]rzadkiego[-] .44 Desert Vulture (poziom 6) z losową właściwością.
rareArcheryBundle,items,item,,[FAFF63]Rare[-] Bow or crossbow,[FAFF63]Rzadki[-] Łuk lub kusza
rareArcheryBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Bow or crossbow (Tier 6) with a random property.,Zawiera losowy [FAFF63]rzadki[-] łuk lub kuszę (poziom 6) z losową właściwością.
rareSpearT3Bundle,items,item,,[FAFF63]Rare[-] Steel Spear,[FAFF63]Rzadka[-] Stalowa włócznia
rareSpearT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Spear (tier 6) with a random property.,Zawiera losową [FAFF63]rzadką[-] Stalową Włócznię (poziom 6) z losową właściwością.
rareClubT3Bundle,items,item,,[FAFF63]Rare[-] Steel Club,[FAFF63]Rzadki[-] Stalowy klub
rareClubT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Club (tier 6) with a random property.,Zawiera losowy [FAFF63]rzadki[-] Steel Club (poziom 6) z losową właściwością.
rareSledgehammerT3Bundle,items,item,,[FAFF63]Rare[-] Steel Sledgehammer,[FAFF63]Rzadki[-] Stalowy młot
rareSledgehammerT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Sledgehammer (tier 6) with a random property.,Zawiera losowy [FAFF63]rzadki[-] Stalowy Młot (poziom 6) z losową właściwością.
rareKnucklesT3Bundle,items,item,,[FAFF63]Rare[-] Steel Knuckles,[FAFF63]Rzadkie[-] Kastety stalowe
rareKnucklesT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Steel Knuckles (tier 6) with a random property.,Zawiera losowy [FAFF63]rzadki[-] Steel Knuckles (poziom 6) z losową właściwością.
rareMacheteT3Bundle,items,item,,[FAFF63]Rare[-] Machete,[FAFF63]Rzadka[-] Maczeta
rareMacheteT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Machete (tier 6) with a random property.,Zawiera losową [FAFF63]rzadką[-] Maczetę (poziom 6) z losową właściwością.
rareStunBatonT3Bundle,items,item,,[FAFF63]Rare[-] Stun Baton,[FAFF63]Rzadka[-] Pałka ogłuszająca
rareStunBatonT3BundleDesc,items,item,,Contains a random [FAFF63]rare[-] Stun Baton (tier 6) with a random property.,Zawiera losową [FAFF63]rzadką[-] Pałkę Ogłuszającą (poziom 6) z losową właściwością.
rareAugerBundle,items,item,,[FAFF63]Rare[-] Auger,[FAFF63]Rzadki[-] Ślimak
rareAugerBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Auger (tier 6) with a random property.,Zawiera losowy [FAFF63]rzadki[-] Auger (poziom 6) z losową właściwością.
rareChainsawBundle,items,item,,[FAFF63]Rare[-] Chainsaw,[FAFF63]Rzadka[-] Piła łańcuchowa
rareChainsawBundleDesc,items,item,,Contains a random [FAFF63]rare[-] Chainsaw (tier 6) with a random property.,Zawiera losową [FAFF63]rzadką[-] piłę łańcuchową (poziom 6) z losową właściwością.

===== RANGE WEAPON =====

gunRifleT0PipeRifleRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Crusher[-],[FAFF63]Rzadki[-] Karabin rurowy [DECEA3]- Crusher[-]
gunRifleT0PipeRifleRareCrusherDesc,items,Gun,,A homemade rifle firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"Domowy karabin strzelający amunicją 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Kruszarka»[-]\nZwiększone obrażenia broni.\n\nNaprawa za pomocą krótkiej żelaznej rurki.\nZłom na żelazo."
gunRifleT0PipeRifleRareKnockdown,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Knockdown[-],[FAFF63]Rzadki[-] Karabin rurowy [DECEA3]- Powalenie[-]
gunRifleT0PipeRifleRareKnockdownDesc,items,Gun,,A homemade rifle firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Knockdown»[-]\nHitting an enemy knocks them down.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"Domowy karabin strzelający amunicją 7,62 mm.\n\nMa rzadką właściwość [FAFF63] «Powalenie»[-]\nTrafienie wroga powala go.\n\nNaprawa za pomocą krótkiej żelaznej rurki.\nZłom na żelazo."
gunRifleT0PipeRifleRareFasthands,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Fast hands[-],[FAFF63]Rzadki[-] Karabin rurowy [DECEA3]-Szybkie ręce[-]
gunRifleT0PipeRifleRareFasthandsDesc,items,Gun,,A homemade rifle firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"Domowy karabin strzelający amunicją 7,62 mm.\n\nPosiada rzadką właściwość [FAFF63] «Szybkie ręce»[-]\nPrędkość przeładowania zwiększona o [DECEA3]2[-] razy.\n\nNaprawa za pomocą krótkiej żelaznej rurki.\nZłom na żelazo."
gunRifleT1HuntingRifleRareExperienced,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Experienced[-],[FAFF63]Rzadki[-] Karabin myśliwski [DECEA3]- Doświadczony[-]
