Key,Source,Context,Changes,English,Russian,Schinese
bookRareSamples10,items,Request,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 10[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 10[-],[DECEA3]任务[-]稀有样品[FFB800]第10章[-]
bookRareSamples10Desc,items,Request,,Starts [FFB800]Chapter 10[-] of the quest [FFB800]Rare Samples[-]\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],Запускает квест [FFB800]«Редкие образцы»[-] [FFB800]Глава 10[-].\n\n[DECEA3]Внимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-],开启[FFB800]稀有样本[-]任务第[FFB800]10章[-]。\n\n[DECEA3]警告！取消此任务会中断整条任务链，只有管理员才能重新开启。[-]
RareSamples1Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 1[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 1[-],[DECEA3]任务[-]稀有样品[FFB800]第1章[-]
RareSamples1Offer,Quest,Quest Info,,"[FFB800]Chapter 1. Communication with the Outside World[-]\n\n«Greetings, survivor. The settlers reported that you somehow managed to survive. That's great, extra hands wouldn't hurt, and even more so, extra heads. For now, settle in here and try to survive. Once you figure out what's what, it would be nice to establish communication.\nI don't like playing with a broken phone, and it's much easier to communicate with a smart stalker directly. In general, figure out how to create a Radio Station and install it. When everything is ready, you can find out my frequency from any merchant. Contact me and I'll tell you how we can help each other.\nAnd yes... nice to meet you» [DECEA3]- Adel[-]","[FFB800]Глава 1. Связь с внешним миром[-]\n\nПриветствую тебя, выживший. Поселенцы сообщили, что тебе каким-то образом удалось выжить. Это отлично, лишние руки нам не помешают, а головы тем более. Ты пока устройся здесь и постарайся выжить. Когда разберешься, что здесь к чему, было бы неплохо наладить связь.\nНе люблю играть в сломанный телефон, да и общаться с толковым сталкером напрямую куда проще. В общем, разберись, как создать радиостанцию, и установи её. Когда всё будет готово, мою частоту ты можешь узнать у любого торговца. Свяжись со мной, и я расскажу, как мы можем друг другу помочь.\nИ да… рада знакомству. [DECEA3]- Адель[-]",[FFB800]第1章：与外界的通信[-]\n\n«你好，幸存者。定居者报告说你设法活了下来。太好了，多出双手不会有什么坏处，更何况多出一颗头。现在，先在这里定居并努力生存。一旦你弄清楚是什么，建立沟通就会很好。\n我不喜欢玩坏手机，直接和智能跟踪者交流要容易得多。一般来说，弄清楚如何制作一个广播电台并安装它。一切准备就绪后，你就可以从任意商家那里查到我的频率。联系我，我会告诉你我们如何互相帮助。\n是的...很高兴见到你»[DECEA3]- 阿黛尔[-]
RareSamples1Desc,Quest,Quest Info,,"[FFB800]Chapter 1. Communication with the Outside World[-]\n\n«Greetings, survivor. The settlers reported that you somehow managed to survive. That's great, extra hands wouldn't hurt, and even more so, extra heads. For now, settle in here and try to survive. Once you figure out what's what, it would be nice to establish communication.\nI don't like playing with a broken phone, and it's much easier to communicate with a smart stalker directly. In general, figure out how to create a Radio Station and install it. When everything is ready, you can find out my frequency from any merchant. Contact me and I'll tell you how we can help each other.\nAnd yes... nice to meet you» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 1. Связь с внешним миром[-]\n\n«Приветствую тебя, выживший. Поселенцы сообщили, что тебе каким-то образом удалось выжить. Это отлично, лишние руки нам не помешают, а головы тем более. Ты пока устройся здесь и постарайся выжить. Когда разберешься, что здесь к чему, было бы неплохо наладить связь.\nНе люблю играть в сломанный телефон, да и общаться с толковым сталкером напрямую куда проще. В общем разберись как создать радиостанцию и установи ее. Когда все будет готово, мою частоту ты можешь узнать у любого торговца. Свяжись со мной и я расскажу, как мы можем друг другу помочь.\nИ да… рада знакомству» [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]",[FFB800]第1章：与外界的通信[-]\n\n«你好，幸存者。定居者报告说你设法活了下来。太好了，多出双手不会有什么坏处，更何况多出一颗头。现在，先在这里定居并努力生存。一旦你弄清楚是什么，建立沟通就会很好。\n我不喜欢玩坏手机，直接和智能跟踪者交流要容易得多。一般来说，弄清楚如何制作一个广播电台并安装它。一切准备就绪后，你就可以从任意商家那里查到我的频率。联系我，我会告诉你我们如何互相帮助。\n是的...很高兴见到你»[DECEA3]- 阿黛尔\n\n警告！取消这个任务将会破坏整个任务链。只有在管理员的帮助下才能重新启动。[-]
RareSamples2Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 2[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 2[-],[DECEA3]任务[-]稀有样品[FFB800]第2章[-]
RareSamples2Offer,Quest,Quest Info,,"[FFB800]Chapter 2. Communication with the Outside World[-]\n\n«I'm glad you've managed to get used to it and not 'lose' your head, not everyone can do that. We'll organize support for those who still remain in the Quarantine Zone. Not as often as we'd like, but still. If you help us, we'll help you. Collect 10 boxes of resources to support other settlements, and we'll send you valuable alloys. I'm sure you won't be able to create such materials on your own. But they may be useful to you for upgrades or creating something worthwhile.\nWhen you're ready, use the Radio Station to send the support package and receive a small case of experimental alloys.» [DECEA3]- Adel[-]","[FFB800]Глава 2. Связь с внешним миром[-]\n\nРада, что ты сумел освоиться и не «потерять» голову, далеко не всем это под силу. Мы организуем поддержку тех, кто всё ещё остаётся в Зоне карантина. Не так часто, как хотелось бы, но всё же. Если ты поможешь нам - мы поможем тебе. Собери 10 ящиков с ресурсами для поддержки других поселений, и мы отправим тебе ценные сплавы. Уверена, ты не сможешь создать такие материалы самостоятельно, но они могут тебе пригодиться для улучшений или создания чего-нибудь стоящего.\nКогда будешь готов, отправь груз поддержки через радиостанцию и получи малый кейс экспериментальных сплавов. [DECEA3]- Адель[-]",[FFB800]第2章：与外界的沟通[-]\n\n«我很高兴你已经习惯了，并且没有“失去”理智，不是每个人都能做到这一点。我们将为那些仍留在隔离区的人提供支持。虽然不像我们希望的那么频繁，但仍然如此。如果你帮助我们，我们就会帮助你。收集 10 箱资源来支持其他定居点，我们将向你发送有价值的合金。我确信你无法自己制作此类材料。但它们可能对你升级或制作有价值的东西有用。\n准备好后，使用广播电台发送支持包并收到一小箱实验合金。»[DECEA3]- 阿黛尔[-]
RareSamples2Desc,Quest,Quest Info,,"[FFB800]Chapter 2. Communication with the Outside World[-]\n\n«I'm glad you've managed to get used to it and not 'lose' your head, not everyone can do that. We'll organize support for those who still remain in the Quarantine Zone. Not as often as we'd like, but still. If you help us, we'll help you. Collect 10 boxes of resources to support other settlements, and we'll send you valuable alloys. I'm sure you won't be able to create such materials on your own. But they may be useful to you for upgrades or creating something worthwhile.\nWhen you're ready, use the Radio Station to send the support package and receive a small case of experimental alloys.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 2. Связь с внешним миром[-]\n\nРада, что ты сумел освоиться и не «потерять» голову, далеко не всем это под силу. Мы организуем поддержку тех, кто всё ещё остается в Зоне карантина. Не так часто, как хотелось бы, но все же. Если ты поможешь нам - мы поможем тебе. Собери 10 ящиков с ресурсами для поддержки других поселений, и мы отправим тебе ценные сплавы. Уверена, ты не сможешь создать такие материалы самостоятельно. Но они могут тебе пригодиться для улучшений или создания чего-нибудь стоящего.\nКогда будешь готов, отправь груз поддержки через радиостанцию и получи малый кейс экспериментальных сплавов. [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]",[FFB800]第2章：与外界的沟通[-]\n\n«我很高兴你已经习惯了，并且没有“失去”理智，不是每个人都能做到这一点。我们将为那些仍留在隔离区的人提供支持。虽然不像我们希望的那么频繁，但仍然如此。如果你帮助我们，我们就会帮助你。收集 10 箱资源来支持其他定居点，我们将向你发送有价值的合金。我确信你无法自己制作此类材料。但它们可能对你升级或制作有价值的东西有用。\n准备好后，使用广播电台发送支持包并收到一小箱实验合金。»[DECEA3]- 阿黛尔\n\n警告！取消这个任务将会破坏整个任务链。只有在管理员的帮助下才能重新启动。[-]
RareSamples3Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 3: Research Refining[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 3: Переработка[-],[DECEA3]任务[-] 稀有样本 [FFB800]第3章：研究精炼[-]
RareSamples3Offer,Quest,Quest Info,,"[FFB800]Chapter 3. Research refining[-]\n\nCraft two Tier I Research Material bundles in the Mutation Incubator, open them and keep 2 Research Material units in your inventory.","[FFB800]Глава 3. Переработка исследований[-]\n\nИзготовьте в Инкубаторе мутаций два комплекта Материала для исследований I тира, откройте их и сохраните 2 единицы Материала для исследований в инвентаре.",[FFB800]第3章：研究精炼[-]\n\n在突变孵化器中制作两个 I 阶研究材料包，打开它们，并在物品栏中保留 2 份研究材料。
RareSamples3Desc,Quest,Quest Info,,"[FFB800]Chapter 3. Research refining[-]\n\nCraft two Tier I Research Material bundles in the Mutation Incubator, open them and keep 2 Research Material units in your inventory.","[FFB800]Глава 3. Переработка исследований[-]\n\nИзготовьте в Инкубаторе мутаций два комплекта Материала для исследований I тира, откройте их и сохраните 2 единицы Материала для исследований в инвентаре.",[FFB800]第3章：研究精炼[-]\n\n在突变孵化器中制作两个 I 阶研究材料包，打开它们，并在物品栏中保留 2 份研究材料。
RareSamples4Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 4[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 4[-],[DECEA3]任务[-]稀有样品[FFB800]第4章[-]
RareSamples4Offer,Quest,Quest Info,,[FFB800]Chapter 4. Field collection[-]\n\nEliminate radiated and elite infected and retain the required Research Material. Samples are awarded for credited kills; corpse harvesting tools are not required.,[FFB800]Глава 4. Полевой сбор[-]\n\nУничтожайте радиоактивных и элитных заражённых и сохраните требуемый Материал для исследований. Образцы выдаются за засчитанные убийства; инструменты для разделки трупов не требуются.,[FFB800]第4章：野外采集[-]\n\n消灭辐射感染者和精英感染者，并保留任务要求的研究材料。完成有效击杀后会自动获得样本，无需使用工具采集尸体。
RareSamples4Desc,Quest,Quest Info,,[FFB800]Chapter 4. Field collection[-]\n\nEliminate radiated and elite infected and retain the required Research Material. Samples are awarded for credited kills; corpse harvesting tools are not required.,[FFB800]Глава 4. Полевой сбор[-]\n\nУничтожайте радиоактивных и элитных заражённых и сохраните требуемый Материал для исследований. Образцы выдаются за засчитанные убийства; инструменты для разделки трупов не требуются.,[FFB800]第4章：野外采集[-]\n\n消灭辐射感染者和精英感染者，并保留任务要求的研究材料。完成有效击杀后会自动获得样本，无需使用工具采集尸体。
RareSamples5Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 5[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 5[-],[DECEA3]任务[-]稀有样品[FFB800]第5章[-]
RareSamples5Offer,Quest,Quest Info,,[FFB800]Chapter 5. Best Ammo[-]\n\n«We managed to collect the initial samples. The guys from the lab are ready to exchange them for experimental ammunition. Contact them by radio to request an exchange. You can exchange the found samples for any caliber you are interested in.\nMake a request and get a small case of 7.62 mm experimental ammunition.» [DECEA3]- Adel[-],"[FFB800]Глава 5. Лучшие боеприпасы[-]\n\n«У нас получилось собрать начальные образцы. Ребята из лаборатории готовы поменять их на экспериментальные боеприпасы. Свяжись с ними по радиостанции, чтобы запросить обмен. Ты можешь обменять найденные образцы на любой интересующий тебя калибр.\nСделай запрос и получи малый кейс 7.62 mm экспериментальных боеприпасов.» [DECEA3]- Адель[-]",[FFB800]第5章：最佳弹药[-]\n\n«我们设法收集了初始样本。实验室的人准备用它们换实验弹药。通过无线电联系他们请求交换。你可以将找到的样品换成你感兴趣的任何口径。\n提出请求并获得一小箱 7.62 毫米实验弹药。»[DECEA3]- 阿黛尔[-]
RareSamples5Desc,Quest,Quest Info,,[FFB800]Chapter 5. Best Ammo[-]\n\n«We managed to collect the initial samples. The guys from the lab are ready to exchange them for experimental ammunition. Contact them by radio to request an exchange. You can exchange the found samples for any caliber you are interested in.\nMake a request and get a small case of 7.62 mm experimental ammunition.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-],"[FFB800]Глава 5. Лучшие боеприпасы[-]\n\n«У нас получилось собрать начальные образцы. Ребята из лаборатории готовы поменять их на экспериментальные боеприпасы. Свяжись с ними по радиостанции, чтобы запросить обмен. Ты можешь обменять найденные образцы на любой интересующий тебя калибр.\nСделай запрос и получи малый кейс 7.62 mm экспериментальных боеприпасов.» [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]",[FFB800]第5章：最佳弹药[-]\n\n«我们设法收集了初始样本。实验室的人准备用它们换实验弹药。通过无线电联系他们请求交换。你可以将找到的样品换成你感兴趣的任何口径。\n提出请求并获得一小箱 7.62 毫米实验弹药。»[DECEA3]- 阿黛尔\n\n警告！取消这个任务将会破坏整个任务链。只有在管理员的帮助下才能重新启动。[-]
RareSamples6Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 6[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 6[-],[DECEA3]任务[-]稀有样品[FFB800]第6章[-]
RareSamples6Offer,Quest,Quest Info,,"[FFB800]Chapter 6. A wasteland is a wasteland[-]\n\n«You turned out to be a really tough nut to crack. The headquarters even thinks you're immortal. In any case, no one has ever managed to reduce the population of these creatures to such an extent.\nI suggest you go into the wasteland and see what's going on there. I'll warn you right away, it's not an easy walk. The average level of radiation exposure is recorded there, and at night or during rain it rises even higher.\nYou can't do without good protection there. Try to find Nomad equipment, it will increase your chances of survival.» [DECEA3]- Adel[-]","[FFB800]Глава 6. Пустошь есть пустошь[-]\n\nТы оказался по-настоящему крепким орешком. В штабе вообще считают, что ты бессмертный. В любом случае, сократить поголовье этих тварей в таком количестве пока никому не удавалось.\nПредлагаю тебе отправиться в пустошь и посмотреть, что там происходит. Сразу предупрежу, это далеко нелёгкая прогулка. Там фиксируется средний уровень воздействия от радиации, а по ночам или во время дождя он поднимается еще выше.\nБез хорошей защиты там не обойтись. Попробуй найти экипировку Бродяги, она увеличит твои шансы на выживание. [DECEA3]- Адель[-]",[FFB800]第6章：废土就是废土[-]\n\n«你真是个难啃的骨头。总部甚至认为你是不朽的。无论如何，没有人能够将这些生物的数量减少到如此程度。\n我建议你去废土看看那里发生了什么。我会立即警告你，这不是一件容易的事。那里记录了辐射暴露的平均水平，在夜间或下雨期间，辐射暴露水平甚至更高。\n那里没有良好的保护是不可能的。尝试找到游牧者装备，它将增加你的生存机会。»[DECEA3]- 阿黛尔[-]
RareSamples6Desc,Quest,Quest Info,,"[FFB800]Chapter 6. A wasteland is a wasteland[-]\n\n«You turned out to be a really tough nut to crack. The headquarters even thinks you're immortal. In any case, no one has ever managed to reduce the population of these creatures to such an extent.\nI suggest you go into the wasteland and see what's going on there. I'll warn you right away, it's not an easy walk. The average level of radiation exposure is recorded there, and at night or during rain it rises even higher.\nYou can't do without good protection there. Try to find Nomad equipment, it will increase your chances of survival.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 6. Пустошь есть пустошь[-]\n\n«Ты оказался по-настоящему крепким орешком. В штабе вообще считают, что ты бессмертный. В любом случае сократить поголовье этих тварей в таком количестве пока никому не удавалось.\nПредлагаю тебе отправиться в пустошь и посмотреть, что там происходит. Сразу предупрежу, это далеко нелёгкая прогулка. Там фиксируется средний уровень воздействия от радиации, а по ночам или во время дождя он поднимается еще выше.\nБез хорошей защиты там не обойтись. Попробуй найти экипировку Бродяги, она увеличит твои шансы на выживание. [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]",[FFB800]第6章：废土就是废土[-]\n\n«你真是个难啃的骨头。总部甚至认为你是不朽的。无论如何，没有人能够将这些生物的数量减少到如此程度。\n我建议你去废土看看那里发生了什么。我会立即警告你，这不是一件容易的事。那里记录了辐射暴露的平均水平，在夜间或下雨期间，辐射暴露水平甚至更高。\n那里没有良好的保护是不可能的。尝试找到游牧者装备，它将增加你的生存机会。»[DECEA3]- 阿黛尔\n\n警告！取消这个任务将会破坏整个任务链。只有在管理员的帮助下才能重新启动。[-]
RareSamples7Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 7[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 7[-],[DECEA3]任务[-]稀有样品[FFB800]第7章[-]
RareSamples7Offer,Quest,Quest Info,,"[FFB800]Chapter 7. There's No Such Thing as Too Much Protection[-]\n\n«Great, now you have good equipment. But the radiation in those parts is really deadly.\nYou need to find or create radiation shields. They provide much stronger protection. In addition, I heard that the Zone has learned to create the medication Anti-Rad, which is also an indispensable thing if you want to survive. Anyway, when you get all this, contact me, I'll tell you what to do next.» [DECEA3]- Adel[-]","[FFB800]Глава 7. Защиты много не бывает[-]\n\nОтлично, теперь у тебя есть хорошая экипировка. Но радиация в тех краях действительно смертоносная.\nТебе нужно найти или создать защитные пластины от радиации. С ними защита намного сильнее. Кроме того, слышала, в Зоне научились создавать препарат Антирад, это тоже незаменимая вещь, если хочешь выжить. В общем, когда раздобудешь всё это свяжись со мной, я скажу, что делать дальше. [DECEA3]- Адель[-]",[FFB800]第7章：保护不嫌多[-]\n\n«太棒了，现在你拥有了很好的设备。但那些部位的辐射确实是致命的。\n你需要找到或制作辐射防护罩。它们提供更强大的保护。另外，听说佐恩已经学会了制造抗辐射药物，想要活下去，这也是必不可少的东西。不管怎样，当你得到这一切后，请联系我，我会告诉你下一步该怎么做。»[DECEA3]- 阿黛尔[-]
RareSamples7Desc,Quest,Quest Info,,"[FFB800]Chapter 7. There's No Such Thing as Too Much Protection[-]\n\n«Great, now you have good equipment. But the radiation in those parts is really deadly.\nYou need to find or create radiation shields. They provide much stronger protection. In addition, I heard that the Zone has learned to create the medication Anti-Rad, which is also an indispensable thing if you want to survive. Anyway, when you get all this, contact me, I'll tell you what to do next.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 7. Защиты много не бывает[-]\n\nОтлично, теперь у тебя есть хорошая экипировка. Но радиация в тех краях действительно смертоносная.\nТебе нужно найти или создать защитные пластины от радиации. С ними защита намного сильнее. Кроме того, слышала, в Зоне научились создавать препарат «Антирад», это тоже незаменимая вещь, если хочешь выжить. В общем, когда раздобудешь всё это, свяжись со мной, я скажу, что делать дальше. [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]",[FFB800]第7章：保护不嫌多[-]\n\n«太棒了，现在你拥有了很好的设备。但那些部位的辐射确实是致命的。\n你需要找到或制作辐射防护罩。它们提供更强大的保护。另外，听说佐恩已经学会了制造抗辐射药物，想要活下去，这也是必不可少的东西。不管怎样，当你得到这一切后，请联系我，我会告诉你下一步该怎么做。»[DECEA3]- 阿黛尔\n\n警告！取消这个任务将会破坏整个任务链。只有在管理员的帮助下才能重新启动。[-]
RareSamples8Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 8[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 8[-],[DECEA3]任务[-]稀有样品[FFB800]第8章[-]
RareSamples8Offer,Quest,Quest Info,,"[FFB800]Chapter 8. Bad Pets[-]\n\n«I'll get straight to the point. We've been receiving reports from various parts of the Zone that huge mutated animals have started appearing at night. I think it's time for you to start hunting them. I'm sure you'll be able to collect many more samples from these creatures. From reports of encounters with such pets, we know that they don't travel alone. Prepare well before you go looking for them.» [DECEA3]- Adel[-]","[FFB800]Глава 8. Плохие питомцы[-]\n\n«Сразу перейду к делу. Нам сообщают из разных участков Зоны, что по ночам стали появляться огромные мутировавшие животные. Я думаю, тебе пора открыть на них охоту. Уверена, с этих тварей ты сможешь собрать намного больше образцов. Из докладов о встречах с такими питомцами известно, что они не ходят по одному. Хорошо подготовься, прежде чем соберешься искать их.» [DECEA3]- Адель[-]",[FFB800]第8章：坏宠物[-]\n\n«我会开门见山。我们已经收到来自该区域各个地区的报告，称巨大的变异动物开始在夜间出现。我想你是时候开始狩猎它们了。我相信你将能够从这些生物身上收集更多样本。从与此类宠物相遇的报告中，我们知道它们不会单独旅行。在寻找他们之前请做好充分准备。»[DECEA3]- 阿黛尔[-]
RareSamples8Desc,Quest,Quest Info,,[FFB800]Chapter 8. Bad Pets[-]\n\n«I'll get straight to the point. We've been receiving reports from various parts of the Zone that huge mutated animals have started appearing at night. I think it's time for you to start hunting them. I'm sure you'll be able to collect many more samples from these creatures. Reports of encounters with such pets indicate that they don't travel alone. Prepare well before you set out to look for them.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. It can only be restarted with the help of an administrator.[-],"[FFB800]Глава 8. Плохие питомцы[-]\n\nСразу перейду к делу. Нам сообщают из разных участков Зоны, что по ночам стали появляться огромные мутировавшие животные. Я думаю, тебе пора открыть на них охоту. Уверена, с этих тварей ты сможешь собрать намного больше образцов. Из докладов о встречах с такими питомцами известно, что они не ходят по одному. Хорошо подготовься, прежде чем соберешься искать их. [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]",[FFB800]第8章：坏宠物[-]\n\n«我会开门见山。我们已经收到来自该区域各个地区的报告，称巨大的变异动物开始在夜间出现。我想你是时候开始狩猎它们了。我相信你将能够从这些生物身上收集更多样本。与此类宠物相遇的报告表明它们不会单独旅行。在出发寻找它们之前做好充分准备。»[DECEA3]- 阿黛尔\n\n警告！取消这个任务将会破坏整个任务链。它只能在管理员的帮助下重新启动。[-]
RareSamples9Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 9[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 9[-],[DECEA3]任务[-]稀有样品[FFB800]第9章[-]
RareSamples9Offer,Quest,Quest Info,,"[FFB800]Chapter 9. Big Ones[-]\n\n«I think you're ready to go now. ...Take some matches, a mug and a flashlight (Joke)\nSo, as we know, the increased radiation level caused an abnormal mutation of everyone who lives there. It's an extremely dangerous idea to climb there at night, but most of the unexplored anomalies appear there at night.\nYou need to kill and collect samples from three anomalies known to us. Everything you find there is yours. I'm sure there is something to profit from, considering that most of the survivors in the zone avoid this territory.\nI really hope for your abilities.» [DECEA3]- Adel[-]","[FFB800]Глава 9. Здоровяки[-]\n\nДумаю, теперь ты готов к походу. …Возьми еще спички, кружку и фонарик (Шутка)\nИтак, как нам известно, повышенный уровень радиации вызвал аномальные мутации всех, кто там обитает. Крайне опасная затея лезть туда ночью, но большинство неизученных аномалий появляется там именно ночью.\nТебе нужно убить и собрать образцы с трех известных нам аномалий. Всё, что найдешь там - твоё. Уверена, там есть чем поживиться, учитывая, что большая часть выживших в Зоне обходит эту территорию стороной.\nОчень надеюсь на твои способности. [DECEA3]- Адель[-]",[FFB800]第9章：大人物[-]\n\n«我想你现在已经准备好了。 ...带一些火柴、一个杯子和一个手电筒（笑话）\n因此，正如我们所知，辐射水平的增加导致了居住在那里的每个人的异常突变。晚上爬到那里是一个极其危险的想法，但大多数未探索的异常现象都是在晚上出现的。\n你需要杀死我们已知的三个异常并收集样本。你在那里找到的一切都是你的。考虑到该地区的大多数幸存者都避开了这片领土，我确信有一些可以从中获利的东西。\n我真的希望你有能力。»[DECEA3]- 阿黛尔[-]
RareSamples9Desc,Quest,Quest Info,,"[FFB800]Chapter 9. Big Ones[-]\n\n«I think you're ready to go now. ...Take some matches, a mug and a flashlight (Joke)\nSo, as we know, the increased radiation level caused an abnormal mutation of everyone who lives there. It's an extremely dangerous idea to climb there at night, but most of the unexplored anomalies appear there at night.\nYou need to kill and collect samples from three anomalies known to us. Everything you find there is yours. I'm sure there is something to profit from, considering that most of the survivors in the zone avoid this territory.\nI really hope for your abilities.» [DECEA3]- Adel\n\nWarning! Canceling this quest will break the entire quest chain. Restarting is only possible with the help of an administrator.[-]","[FFB800]Глава 9. Здоровяки[-]\n\n«Думаю, теперь ты готов к походу. …Возьми еще спички, кружку и фонарик (Шутка)\nИтак, как нам известно, повышенный уровень радиации вызвал аномальную мутацию всех, кто там обитает. Крайне опасная затея лезть туда ночью, но большинство неизученных аномалий появляется там именно ночью.\nТебе нужно убить и собрать образцы с трех известных нам аномалий. Всё, что найдешь там - твоё. Уверена, там есть чем поживиться, учитывая, что большая часть выживших в Зоне обходит эту территорию стороной.\nОчень надеюсь на твои способности. [DECEA3]- Адель\n\nВнимание! Отмена этого задания прервёт всю цепочку квеста. Повторный запуск возможен только с помощью администратора.[-]",[FFB800]第9章：大人物[-]\n\n«我想你现在已经准备好了。 ...带一些火柴、一个杯子和一个手电筒（笑话）\n因此，正如我们所知，辐射水平的增加导致了居住在那里的每个人的异常突变。晚上爬到那里是一个极其危险的想法，但大多数未探索的异常现象都是在晚上出现的。\n你需要杀死我们已知的三个异常并收集样本。你在那里找到的一切都是你的。考虑到该地区的大多数幸存者都避开了这片领土，我确信有一些可以从中获利的东西。\n我真的希望你有能力。»[DECEA3]- 阿黛尔\n\n警告！取消这个任务将会破坏整个任务链。只有在管理员的帮助下才能重新启动。[-]
RareSamples10Name,Quest,Quest Info,,[DECEA3]Quest[-] Rare Samples [FFB800]Chapter 10[-],[DECEA3]Квест[-] «Редкие образцы» [FFB800]Глава 10[-],[DECEA3]任务[-]稀有样品[FFB800]第10章[-]
RareSamples10Offer,Quest,Quest Info,,"[FFB800]Chapter 10. Big threat[-]\n\n«You are simply a hero. How you managed to survive after all this, for me personally, remains a mystery. In any case, your merits are undeniable and very soon we will be able to secure the Quarantine Zone as much as possible. Of course, clearing the entire zone requires a lot of time and effort. But now there is one last task for you. We are hearing rumors about the appearance of huge creatures - Carriers. Kill one of them and we will be able to understand a lot about what is happening with the virus now.» [DECEA3]- Adel[-]","[FFB800]Глава 10. Большая угроза[-]\n\nТы просто герой. Как тебе удалось выжить после всего этого, лично для меня, остается загадкой. В любом случае твои заслуги неоспоримы и совсем скоро мы сможем максимально обезопасить Зону карантина. Разумеется, очистка всей зоны требует много времени и сил. Но сейчас есть последнее задание для тебя. До нас доходят слухи о появлении огромных тварей - Носителей. Убей одну из них и мы сможем многое понять о том, что сейчас происходит с вирусом. [DECEA3]- Адель[-]",[FFB800]第10章：大威胁[-]\n\n«你简直就是一个英雄。对我个人来说，在这一切之后你是如何幸存下来的仍然是一个谜。无论如何，你的功绩是不可否认的，很快我们就能尽可能地确保隔离区的安全。当然，清理整个区域需要大量的时间和精力。但现在你还有最后一项任务。我们听到关于巨型生物——母体出现的传言。杀死其中一个，我们就能更多地了解病毒现在的情况。»[DECEA3]- 阿黛尔[-]
